// DefragMatchPeriodBonusId,DefragMatchId,BonusType,Param1,Param2,Param3,StartDate,EndDate,Memo
47,2,0,"20","0","0","2019/08/08 7:00:00","2019/08/09 2:00:00","リーグポイント獲得量：20%UP"
48,2,0,"20","0","0","2019/08/09 7:00:00","2019/08/10 2:00:00","リーグポイント獲得量：20%UP"
49,2,4,"30","0","0","2019/08/10 7:00:00","2019/08/11 2:00:00","アダプタブル出現率：30%UP"
51,2,0,"20","0","0","2019/08/12 7:00:00","2019/08/13 2:00:00","リーグポイント獲得量：20%UP"
52,2,0,"20","0","0","2019/08/13 7:00:00","2019/08/14 2:00:00","リーグポイント獲得量：20%UP"
53,2,0,"20","0","0","2019/08/14 7:00:00","2019/08/15 2:00:00","リーグポイント獲得量：20%UP"
54,2,0,"20","0","0","2019/08/15 7:00:00","2019/08/16 2:00:00","リーグポイント獲得量：20%UP"
55,2,0,"20","0","0","2019/08/16 7:00:00","2019/08/17 2:00:00","リーグポイント獲得量：20%UP"
56,2,4,"30","0","0","2019/08/17 7:00:00","2019/08/18 2:00:00","アダプタブル出現率：30%UP"
58,2,3,"20","0","0","2019/08/19 7:00:00","2019/08/20 2:00:00","サポートログクールタイム：20%短縮"
59,2,3,"20","0","0","2019/08/20 7:00:00","2019/08/21 2:00:00","サポートログクールタイム：20%短縮"
60,2,3,"20","0","0","2019/08/21 7:00:00","2019/08/22 2:00:00","サポートログクールタイム：20%短縮"
61,2,3,"20","0","0","2019/08/22 7:00:00","2019/08/23 2:00:00","サポートログクールタイム：20%短縮"
62,2,3,"20","0","0","2019/08/23 7:00:00","2019/08/24 2:00:00","サポートログクールタイム：20%短縮"
63,2,4,"30","0","0","2019/08/24 7:00:00","2019/08/25 2:00:00","アダプタブル出現率：30%UP"
65,2,1,"1","0","0","2019/08/26 7:00:00","2019/08/27 2:00:00","リーグスコア獲得量：1UP"
66,2,1,"1","0","0","2019/08/27 7:00:00","2019/08/28 2:00:00","リーグスコア獲得量：1UP"
67,2,1,"1","0","0","2019/08/28 7:00:00","2019/08/29 2:00:00","リーグスコア獲得量：1UP"
68,2,1,"1","0","0","2019/08/29 7:00:00","2019/08/30 2:00:00","リーグスコア獲得量：1UP"
69,2,1,"1","0","0","2019/08/30 7:00:00","2019/08/31 2:00:00","リーグスコア獲得量：1UP"
70,2,4,"30","0","0","2019/08/31 7:00:00","2019/09/01 2:00:00","アダプタブル出現率：30%UP"
72,2,0,"20","0","0","2019/09/02 7:00:00","2019/09/03 2:00:00","リーグポイント獲得量：20%UP"
73,2,0,"20","0","0","2019/09/03 7:00:00","2019/09/04 2:00:00","リーグポイント獲得量：20%UP"
74,2,0,"20","0","0","2019/09/04 7:00:00","2019/09/05 2:00:00","リーグポイント獲得量：20%UP"
75,2,0,"20","0","0","2019/09/05 7:00:00","2019/09/06 2:00:00","リーグポイント獲得量：20%UP"
76,2,0,"20","0","0","2019/09/06 7:00:00","2019/09/07 2:00:00","リーグポイント獲得量：20%UP"
77,2,4,"30","0","0","2019/09/07 7:00:00","2019/09/08 2:00:00","アダプタブル出現率：30%UP"
79,2,3,"20","0","0","2019/09/09 7:00:00","2019/09/10 2:00:00","サポートログクールタイム：20%短縮"
80,2,3,"20","0","0","2019/09/10 7:00:00","2019/09/11 2:00:00","サポートログクールタイム：20%短縮"
81,2,3,"20","0","0","2019/09/11 7:00:00","2019/09/12 2:00:00","サポートログクールタイム：20%短縮"
82,2,3,"20","0","0","2019/09/12 7:00:00","2019/09/13 2:00:00","サポートログクールタイム：20%短縮"
83,2,3,"20","0","0","2019/09/13 7:00:00","2019/09/14 2:00:00","サポートログクールタイム：20%短縮"
84,2,4,"30","0","0","2019/09/14 7:00:00","2019/09/15 2:00:00","アダプタブル出現率：30%UP"
86,2,1,"1","0","0","2019/09/16 7:00:00","2019/09/17 2:00:00","リーグスコア獲得量：1UP"
87,2,1,"1","0","0","2019/09/17 7:00:00","2019/09/18 2:00:00","リーグスコア獲得量：1UP"
88,2,1,"1","0","0","2019/09/18 7:00:00","2019/09/19 2:00:00","リーグスコア獲得量：1UP"
89,2,1,"1","0","0","2019/09/19 7:00:00","2019/09/20 2:00:00","リーグスコア獲得量：1UP"
90,2,1,"1","0","0","2019/09/20 7:00:00","2019/09/21 2:00:00","リーグスコア獲得量：1UP"
91,2,4,"30","0","0","2019/09/21 7:00:00","2019/09/22 2:00:00","アダプタブル出現率：30%UP"
93,2,0,"20","0","0","2019/09/23 7:00:00","2019/09/24 2:00:00","リーグポイント獲得量：20%UP"
94,2,0,"20","0","0","2019/09/24 7:00:00","2019/09/25 2:00:00","リーグポイント獲得量：20%UP"
95,2,0,"20","0","0","2019/09/25 7:00:00","2019/09/26 2:00:00","リーグポイント獲得量：20%UP"
96,2,0,"20","0","0","2019/09/26 7:00:00","2019/09/27 2:00:00","リーグポイント獲得量：20%UP"
97,2,0,"20","0","0","2019/09/27 7:00:00","2019/09/28 2:00:00","リーグポイント獲得量：20%UP"
98,2,4,"30","0","0","2019/09/28 7:00:00","2019/09/29 2:00:00","アダプタブル出現率：30%UP"
100,2,0,"20","0","0","2019/09/30 7:00:00","2019/10/01 2:00:00","リーグポイント獲得量：20%UP"
102,3,0,"10","0","0","2019/10/01 7:00:00","2019/10/02 2:00:00","リーグポイント獲得量：10%UP"
103,3,0,"10","0","0","2019/10/02 7:00:00","2019/10/03 2:00:00","リーグポイント獲得量：10%UP"
104,3,0,"10","0","0","2019/10/03 7:00:00","2019/10/04 2:00:00","リーグポイント獲得量：10%UP"
105,3,0,"10","0","0","2019/10/04 7:00:00","2019/10/05 2:00:00","リーグポイント獲得量：10%UP"
106,3,4,"30","0","0","2019/10/05 7:00:00","2019/10/06 2:00:00","アダプタブル出現率：30%UP"
108,3,0,"10","0","0","2019/10/07 7:00:00","2019/10/08 2:00:00","リーグポイント獲得量：10%UP"
109,3,0,"10","0","0","2019/10/08 7:00:00","2019/10/09 2:00:00","リーグポイント獲得量：10%UP"
110,3,0,"10","0","0","2019/10/09 7:00:00","2019/10/10 2:00:00","リーグポイント獲得量：10%UP"
111,3,0,"10","0","0","2019/10/10 7:00:00","2019/10/11 2:00:00","リーグポイント獲得量：10%UP"
112,3,0,"10","0","0","2019/10/11 7:00:00","2019/10/12 2:00:00","リーグポイント獲得量：10%UP"
113,3,4,"30","0","0","2019/10/12 7:00:00","2019/10/13 2:00:00","アダプタブル出現率：30%UP"
115,3,3,"20","0","0","2019/10/14 7:00:00","2019/10/15 2:00:00","サポートログクールタイム：20%短縮"
116,3,3,"20","0","0","2019/10/15 7:00:00","2019/10/16 2:00:00","サポートログクールタイム：20%短縮"
117,3,3,"20","0","0","2019/10/16 7:00:00","2019/10/17 2:00:00","サポートログクールタイム：20%短縮"
118,3,3,"20","0","0","2019/10/17 7:00:00","2019/10/18 2:00:00","サポートログクールタイム：20%短縮"
119,3,3,"20","0","0","2019/10/18 7:00:00","2019/10/19 2:00:00","サポートログクールタイム：20%短縮"
120,3,4,"30","0","0","2019/10/19 7:00:00","2019/10/20 2:00:00","アダプタブル出現率：30%UP"
122,3,1,"1","0","0","2019/10/21 7:00:00","2019/10/22 2:00:00","リーグスコア獲得量：1UP"
123,3,1,"1","0","0","2019/10/22 7:00:00","2019/10/23 2:00:00","リーグスコア獲得量：1UP"
124,3,1,"1","0","0","2019/10/23 7:00:00","2019/10/24 2:00:00","リーグスコア獲得量：1UP"
125,3,1,"1","0","0","2019/10/24 7:00:00","2019/10/25 2:00:00","リーグスコア獲得量：1UP"
126,3,1,"1","0","0","2019/10/25 7:00:00","2019/10/26 2:00:00","リーグスコア獲得量：1UP"
127,3,4,"30","0","0","2019/10/26 7:00:00","2019/10/27 2:00:00","アダプタブル出現率：30%UP"
129,3,0,"10","0","0","2019/10/28 7:00:00","2019/10/29 2:00:00","リーグポイント獲得量：10%UP"
130,3,0,"10","0","0","2019/10/29 7:00:00","2019/10/30 2:00:00","リーグポイント獲得量：10%UP"
131,3,0,"10","0","0","2019/10/30 7:00:00","2019/10/31 2:00:00","リーグポイント獲得量：10%UP"
132,3,0,"10","0","0","2019/10/31 7:00:00","2019/11/01 2:00:00","リーグポイント獲得量：10%UP"
133,3,0,"10","0","0","2019/11/01 7:00:00","2019/11/02 2:00:00","リーグポイント獲得量：10%UP"
134,3,4,"30","0","0","2019/11/02 7:00:00","2019/11/03 2:00:00","アダプタブル出現率：30%UP"
136,3,3,"20","0","0","2019/11/04 7:00:00","2019/11/05 2:00:00","サポートログクールタイム：20%短縮"
137,3,3,"20","0","0","2019/11/05 7:00:00","2019/11/06 2:00:00","サポートログクールタイム：20%短縮"
138,3,3,"20","0","0","2019/11/06 7:00:00","2019/11/07 2:00:00","サポートログクールタイム：20%短縮"
139,3,3,"20","0","0","2019/11/07 7:00:00","2019/11/08 2:00:00","サポートログクールタイム：20%短縮"
140,3,3,"20","0","0","2019/11/08 7:00:00","2019/11/09 2:00:00","サポートログクールタイム：20%短縮"
141,3,4,"30","0","0","2019/11/09 7:00:00","2019/11/10 2:00:00","アダプタブル出現率：30%UP"
143,3,1,"1","0","0","2019/11/11 7:00:00","2019/11/12 2:00:00","リーグスコア獲得量：1UP"
144,3,1,"1","0","0","2019/11/12 7:00:00","2019/11/13 2:00:00","リーグスコア獲得量：1UP"
145,3,1,"1","0","0","2019/11/13 7:00:00","2019/11/14 2:00:00","リーグスコア獲得量：1UP"
146,3,1,"1","0","0","2019/11/14 7:00:00","2019/11/15 2:00:00","リーグスコア獲得量：1UP"
147,3,1,"1","0","0","2019/11/15 7:00:00","2019/11/16 2:00:00","リーグスコア獲得量：1UP"
148,3,4,"30","0","0","2019/11/16 7:00:00","2019/11/17 2:00:00","アダプタブル出現率：30%UP"
150,3,0,"10","0","0","2019/11/18 7:00:00","2019/11/19 2:00:00","リーグポイント獲得量：10%UP"
151,3,0,"10","0","0","2019/11/19 7:00:00","2019/11/20 2:00:00","リーグポイント獲得量：10%UP"
152,3,0,"10","0","0","2019/11/20 7:00:00","2019/11/21 2:00:00","リーグポイント獲得量：10%UP"
153,3,0,"10","0","0","2019/11/21 7:00:00","2019/11/22 2:00:00","リーグポイント獲得量：10%UP"
154,3,0,"10","0","0","2019/11/22 7:00:00","2019/11/23 2:00:00","リーグポイント獲得量：10%UP"
155,3,4,"30","0","0","2019/11/23 7:00:00","2019/11/24 2:00:00","アダプタブル出現率：30%UP"
157,3,0,"10","0","0","2019/11/25 7:00:00","2019/11/26 2:00:00","リーグポイント獲得量：10%UP"
159,4,6,"20","0","0","2019/10/30 7:00:00","2019/10/31 2:00:00","レアドロップ率アップ"
160,4,6,"20","0","0","2019/10/31 7:00:00","2019/11/01 2:00:00","レアドロップ率アップ"
161,4,0,"50","0","0","2019/11/01 7:00:00","2019/11/02 2:00:00","リーグポイント獲得量：50%UP"
162,4,6,"20","0","0","2019/11/02 7:00:00","2019/11/03 2:00:00","レアドロップ率アップ"
163,4,0,"50","0","0","2019/11/03 7:00:00","2019/11/04 2:00:00","リーグポイント獲得量：50%UP"
164,4,6,"20","0","0","2019/11/04 7:00:00","2019/11/05 2:00:00","レアドロップ率アップ"
165,4,6,"2","0","0","2019/11/05 7:00:00","2019/11/06 2:00:00","レアドロップ率アップ"
166,4,6,"2","0","0","2019/11/06 7:00:00","2019/11/07 2:00:00","レアドロップ率アップ"
167,4,0,"50","0","0","2019/11/07 7:00:00","2019/11/08 2:00:00","リーグポイント獲得量：50%UP"
168,4,0,"50","0","0","2019/11/08 7:00:00","2019/11/09 2:00:00","リーグポイント獲得量：50%UP"
169,4,6,"2","0","0","2019/11/09 7:00:00","2019/11/10 2:00:00","レアドロップ率アップ"
170,4,0,"50","0","0","2019/11/10 7:00:00","2019/11/11 2:00:00","リーグポイント獲得量：50%UP"
171,4,0,"20","0","0","2019/11/11 7:00:00","2019/11/12 2:00:00","リーグポイント獲得量：20%UP"
172,4,4,"30","0","0","2019/11/12 7:00:00","2019/11/13 2:00:00","アダプタブル出現率：30%UP"
173,4,3,"20","0","0","2019/11/13 7:00:00","2019/11/14 2:00:00","サポートログクールタイム：20%短縮"
174,4,6,"2","0","0","2019/11/14 7:00:00","2019/11/15 2:00:00","レアドロップ率アップ"
175,4,6,"2","0","0","2019/11/15 7:00:00","2019/11/16 2:00:00","レアドロップ率アップ"
176,4,4,"30","0","0","2019/11/16 7:00:00","2019/11/17 2:00:00","アダプタブル出現率：30%UP"
177,4,0,"50","0","0","2019/11/17 7:00:00","2019/11/18 2:00:00","リーグポイント獲得量：50%UP"
178,4,6,"2","0","0","2019/11/18 7:00:00","2019/11/19 2:00:00","レアドロップ率アップ"
179,4,0,"50","0","0","2019/11/19 7:00:00","2019/11/20 2:00:00","リーグポイント獲得量：50%UP"
180,4,1,"1","0","0","2019/11/20 7:00:00","2019/11/21 2:00:00","リーグスコア獲得量：1UP"
181,4,0,"20","0","0","2019/11/21 7:00:00","2019/11/22 2:00:00","リーグポイント獲得量：20%UP"
182,4,6,"2","0","0","2019/11/22 7:00:00","2019/11/23 2:00:00","レアドロップ率アップ"
184,4,6,"2","0","0","2019/11/26 7:00:00","2019/11/27 2:00:00","レアドロップ率アップ"
185,4,6,"2","0","0","2019/11/27 7:00:00","2019/11/28 2:00:00","レアドロップ率アップ"
186,4,6,"2","0","0","2019/11/28 7:00:00","2019/11/29 2:00:00","レアドロップ率アップ"
187,4,6,"2","0","0","2019/11/29 7:00:00","2019/11/30 2:00:00","レアドロップ率アップ"
188,4,0,"50","0","0","2019/11/30 7:00:00","2019/12/01 2:00:00","リーグポイント獲得量：50%UP"
189,4,0,"50","0","0","2019/12/01 7:00:00","2019/12/02 2:00:00","リーグポイント獲得量：50%UP"
190,4,6,"2","0","0","2019/12/02 7:00:00","2019/12/03 2:00:00","レアドロップ率アップ"
191,4,6,"2","0","0","2019/12/03 7:00:00","2019/12/04 2:00:00","レアドロップ率アップ"
192,4,6,"2","0","0","2019/12/04 7:00:00","2019/12/05 2:00:00","レアドロップ率アップ"
193,4,6,"2","0","0","2019/12/05 7:00:00","2019/12/06 2:00:00","レアドロップ率アップ"
194,4,6,"2","0","0","2019/12/06 7:00:00","2019/12/07 2:00:00","レアドロップ率アップ"
195,4,0,"50","0","0","2019/12/07 7:00:00","2019/12/08 2:00:00","リーグポイント獲得量：50%UP"
196,4,0,"50","0","0","2019/12/08 7:00:00","2019/12/09 2:00:00","リーグポイント獲得量：50%UP"
197,4,6,"2","0","0","2019/12/09 7:00:00","2019/12/10 2:00:00","レアドロップ率アップ"
198,4,3,"20","0","0","2019/12/10 7:00:00","2019/12/11 2:00:00","サポートログクールタイム：20%短縮"
199,4,3,"20","0","0","2019/12/11 7:00:00","2019/12/12 2:00:00","サポートログクールタイム：20%短縮"
200,4,3,"20","0","0","2019/12/12 7:00:00","2019/12/13 2:00:00","サポートログクールタイム：20%短縮"
201,4,3,"20","0","0","2019/12/13 7:00:00","2019/12/14 2:00:00","サポートログクールタイム：20%短縮"
202,4,4,"30","0","0","2019/12/14 7:00:00","2019/12/15 2:00:00","アダプタブル出現率：30%UP"
203,4,0,"20","0","0","2019/12/15 7:00:00","2019/12/16 2:00:00","リーグポイント獲得量：20%UP"
204,4,1,"1","0","0","2019/12/16 7:00:00","2019/12/17 2:00:00","リーグスコア獲得量：1UP"
205,4,1,"1","0","0","2019/12/17 7:00:00","2019/12/18 2:00:00","リーグスコア獲得量：1UP"
206,4,1,"1","0","0","2019/12/18 7:00:00","2019/12/19 2:00:00","リーグスコア獲得量：1UP"
207,4,1,"1","0","0","2019/12/19 7:00:00","2019/12/20 2:00:00","リーグスコア獲得量：1UP"
208,4,1,"1","0","0","2019/12/20 7:00:00","2019/12/21 2:00:00","リーグスコア獲得量：1UP"
209,4,4,"30","0","0","2019/12/21 7:00:00","2019/12/22 2:00:00","アダプタブル出現率：30%UP"
210,4,0,"20","0","0","2019/12/22 7:00:00","2019/12/23 2:00:00","リーグポイント獲得量：20%UP"
211,4,3,"20","0","0","2019/12/23 7:00:00","2019/12/24 2:00:00","サポートログクールタイム：20%短縮"
212,4,3,"20","0","0","2019/12/24 7:00:00","2019/12/25 2:00:00","サポートログクールタイム：20%短縮"
213,4,3,"20","0","0","2019/12/25 7:00:00","2019/12/26 2:00:00","サポートログクールタイム：20%短縮"
214,4,3,"20","0","0","2019/12/26 7:00:00","2019/12/27 2:00:00","サポートログクールタイム：20%短縮"
215,4,3,"20","0","0","2019/12/27 7:00:00","2019/12/28 2:00:00","サポートログクールタイム：20%短縮"
216,4,4,"30","0","0","2019/12/28 7:00:00","2019/12/29 2:00:00","アダプタブル出現率：30%UP"
217,4,0,"20","0","0","2019/12/29 7:00:00","2019/12/30 2:00:00","リーグポイント獲得量：20%UP"
218,4,4,"30","0","0","2019/12/30 7:00:00","2019/12/31 2:00:00","アダプタブル出現率：30%UP"
219,4,0,"20","0","0","2019/12/31 7:00:00","2020/01/01 2:00:00","リーグポイント獲得量：20%UP"
220,4,6,"2","0","0","2020/01/01 7:00:00","2020/01/02 2:00:00","レアドロップ率アップ"
221,4,6,"2","0","0","2020/01/02 7:00:00","2020/01/03 2:00:00","レアドロップ率アップ"
222,4,6,"2","0","0","2020/01/03 7:00:00","2020/01/04 2:00:00","レアドロップ率アップ"
223,4,4,"30","0","0","2020/01/04 7:00:00","2020/01/05 2:00:00","アダプタブル出現率：30%UP"
224,4,0,"20","0","0","2020/01/05 7:00:00","2020/01/06 2:00:00","リーグポイント獲得量：20%UP"
225,4,1,"1","0","0","2020/01/06 7:00:00","2020/01/07 2:00:00","リーグスコア獲得量：1UP"
226,4,1,"1","0","0","2020/01/07 7:00:00","2020/01/08 2:00:00","リーグスコア獲得量：1UP"
227,4,1,"1","0","0","2020/01/08 7:00:00","2020/01/09 2:00:00","リーグスコア獲得量：1UP"
228,4,1,"1","0","0","2020/01/09 7:00:00","2020/01/10 2:00:00","リーグスコア獲得量：1UP"
229,4,1,"1","0","0","2020/01/10 7:00:00","2020/01/11 2:00:00","リーグスコア獲得量：1UP"
230,4,4,"30","0","0","2020/01/11 7:00:00","2020/01/12 2:00:00","アダプタブル出現率：30%UP"
231,4,0,"20","0","0","2020/01/12 7:00:00","2020/01/13 2:00:00","リーグポイント獲得量：20%UP"
232,4,4,"30","0","0","2020/01/13 7:00:00","2020/01/14 2:00:00","アダプタブル出現率：30%UP"
233,4,6,"2","0","0","2020/01/14 7:00:00","2020/01/15 2:00:00","レアドロップ率アップ"
234,4,6,"2","0","0","2020/01/15 7:00:00","2020/01/16 2:00:00","レアドロップ率アップ"
235,4,6,"2","0","0","2020/01/16 7:00:00","2020/01/17 2:00:00","レアドロップ率アップ"
236,4,6,"2","0","0","2020/01/17 7:00:00","2020/01/18 2:00:00","レアドロップ率アップ"
237,4,0,"50","0","0","2020/01/18 7:00:00","2020/01/19 2:00:00","リーグポイント獲得量：50%UP"
238,4,0,"50","0","0","2020/01/19 7:00:00","2020/01/20 2:00:00","リーグポイント獲得量：50%UP"
239,4,6,"2","0","0","2020/01/20 7:00:00","2020/01/21 2:00:00","レアドロップ率アップ"
240,4,6,"2","0","0","2020/01/21 7:00:00","2020/01/22 2:00:00","レアドロップ率アップ"
241,4,6,"2","0","0","2020/01/22 7:00:00","2020/01/23 2:00:00","レアドロップ率アップ"
242,4,6,"2","0","0","2020/01/23 7:00:00","2020/01/24 2:00:00","レアドロップ率アップ"
243,4,6,"2","0","0","2020/01/24 7:00:00","2020/01/25 2:00:00","レアドロップ率アップ"
244,4,0,"50","0","0","2020/01/25 7:00:00","2020/01/26 2:00:00","リーグポイント獲得量：50%UP"
245,4,0,"50","0","0","2020/01/26 7:00:00","2020/01/27 2:00:00","リーグポイント獲得量：50%UP"
246,4,6,"2","0","0","2020/01/27 7:00:00","2020/01/28 2:00:00","レアドロップ率アップ"
248,5,6,"2","0","0","2020/01/06 7:00:00","2020/01/07 2:00:00","レアドロップ率アップ"
249,5,0,"50","0","0","2020/01/07 7:00:00","2020/01/08 2:00:00","リーグポイント獲得量：50%UP"
250,5,4,"30","0","0","2020/01/08 7:00:00","2020/01/09 2:00:00","アダプタブル出現率：30%UP"
251,5,1,"1","0","0","2020/01/09 7:00:00","2020/01/10 2:00:00","リーグスコア獲得量：1UP"
252,5,3,"20","0","0","2020/01/10 7:00:00","2020/01/11 2:00:00","サポートログクールタイム：20%短縮"
253,5,4,"30","0","0","2020/01/11 7:00:00","2020/01/12 2:00:00","アダプタブル出現率：30%UP"
254,5,0,"20","0","0","2020/01/12 7:00:00","2020/01/13 2:00:00","リーグポイント獲得量：20%UP"
255,5,6,"2","0","0","2020/01/13 7:00:00","2020/01/14 2:00:00","レアドロップ率アップ"
256,5,0,"50","0","0","2020/01/14 7:00:00","2020/01/15 2:00:00","リーグポイント獲得量：50%UP"
257,5,4,"30","0","0","2020/01/15 7:00:00","2020/01/16 2:00:00","アダプタブル出現率：30%UP"
258,5,1,"1","0","0","2020/01/16 7:00:00","2020/01/17 2:00:00","リーグスコア獲得量：1UP"
259,5,3,"20","0","0","2020/01/17 7:00:00","2020/01/18 2:00:00","サポートログクールタイム：20%短縮"
260,5,6,"2","0","0","2020/01/18 7:00:00","2020/01/19 2:00:00","レアドロップ率アップ"
261,5,0,"50","0","0","2020/01/19 7:00:00","2020/01/20 2:00:00","リーグポイント獲得量：50%UP"
262,5,6,"2","0","0","2020/01/20 7:00:00","2020/01/21 2:00:00","レアドロップ率アップ"
263,5,0,"50","0","0","2020/01/21 7:00:00","2020/01/22 2:00:00","リーグポイント獲得量：50%UP"
264,5,4,"30","0","0","2020/01/22 7:00:00","2020/01/23 2:00:00","アダプタブル出現率：30%UP"
265,5,1,"1","0","0","2020/01/23 7:00:00","2020/01/24 2:00:00","リーグスコア獲得量：1UP"
266,5,3,"20","0","0","2020/01/24 7:00:00","2020/01/25 2:00:00","サポートログクールタイム：20%短縮"
268,5,6,"2","0","0","2020/01/28 7:00:00","2020/01/29 2:00:00","レアドロップ率アップ"
269,5,6,"2","0","0","2020/01/29 7:00:00","2020/01/30 2:00:00","レアドロップ率アップ"
270,5,6,"2","0","0","2020/01/30 7:00:00","2020/01/31 2:00:00","レアドロップ率アップ"
271,5,6,"2","0","0","2020/01/31 7:00:00","2020/02/01 2:00:00","レアドロップ率アップ"
272,5,0,"50","0","0","2020/02/01 7:00:00","2020/02/02 2:00:00","リーグポイント獲得量：50%UP"
273,5,0,"50","0","0","2020/02/02 7:00:00","2020/02/03 2:00:00","リーグポイント獲得量：50%UP"
274,5,6,"2","0","0","2020/02/03 7:00:00","2020/02/04 2:00:00","レアドロップ率アップ"
275,5,6,"2","0","0","2020/02/04 7:00:00","2020/02/05 2:00:00","レアドロップ率アップ"
276,5,6,"2","0","0","2020/02/05 7:00:00","2020/02/06 2:00:00","レアドロップ率アップ"
277,5,6,"2","0","0","2020/02/06 7:00:00","2020/02/07 2:00:00","レアドロップ率アップ"
278,5,6,"2","0","0","2020/02/07 7:00:00","2020/02/08 2:00:00","レアドロップ率アップ"
279,5,0,"50","0","0","2020/02/08 7:00:00","2020/02/09 2:00:00","リーグポイント獲得量：50%UP"
280,5,0,"50","0","0","2020/02/09 7:00:00","2020/02/10 2:00:00","リーグポイント獲得量：50%UP"
281,5,6,"2","0","0","2020/02/10 7:00:00","2020/02/11 2:00:00","レアドロップ率アップ"
282,5,3,"20","0","0","2020/02/11 7:00:00","2020/02/12 2:00:00","サポートログクールタイム：20%短縮"
283,5,3,"20","0","0","2020/02/12 7:00:00","2020/02/13 2:00:00","サポートログクールタイム：20%短縮"
284,5,3,"20","0","0","2020/02/13 7:00:00","2020/02/14 2:00:00","サポートログクールタイム：20%短縮"
285,5,3,"20","0","0","2020/02/14 7:00:00","2020/02/15 2:00:00","サポートログクールタイム：20%短縮"
