// RewardTableId,RewardTableSubId,UnanalyzedLogGradeId,CommonRewardType,CommonRewardId,CommonRewardNum,StrengthMin,StrengthMax,PropertyTableSubId,QuestInfoDisplayFlag,Rate
468,190400,1,2,111000000,1,20,30,20072,True,15000
469,190400,2,2,111000001,1,20,30,20062,True,12000
470,190400,3,2,111000002,1,20,30,20012,True,7500
471,190400,4,2,111000003,1,20,30,20072,True,1500
472,190400,5,2,111000004,1,20,30,20072,True,750
473,190400,1,2,120000000,1,20,30,30032,True,5000
474,190400,2,2,120000001,1,20,30,30042,True,4000
475,190400,3,2,120000002,1,20,30,30052,True,2500
476,190400,4,2,120000003,1,20,30,30032,True,500
477,190400,5,2,120000004,1,20,30,30052,True,250
479,190500,1,2,109000000,1,20,30,20032,True,15000
480,190500,2,2,109000001,1,20,30,20032,True,12000
481,190500,3,2,109000002,1,20,30,20032,True,7500
482,190500,4,2,109000003,1,20,30,20000,True,1500
483,190500,5,2,109000004,1,20,30,20032,True,750
484,190500,1,2,112000000,1,20,30,30012,True,5000
485,190500,2,2,112000001,1,20,30,30012,True,4000
486,190500,3,2,112000002,1,20,30,30012,True,2500
487,190500,4,2,112000003,1,20,30,30012,True,500
488,190500,5,2,112000004,1,20,30,30012,True,250
490,190600,1,2,103000000,1,20,30,20022,True,15000
491,190600,2,2,103000001,1,20,30,20050,True,12000
492,190600,3,2,103000002,1,20,30,20022,True,7500
493,190600,4,2,103000003,1,20,30,20022,True,1500
494,190600,5,2,103000004,1,20,30,20022,True,750
495,190600,1,2,112000000,1,20,30,30012,True,5000
496,190600,2,2,112000001,1,20,30,30012,True,4000
497,190600,3,2,112000002,1,20,30,30012,True,2500
498,190600,4,2,112000003,1,20,30,30012,True,500
499,190600,5,2,112000004,1,20,30,30012,True,250
501,190700,1,2,105000000,1,20,30,20012,True,15000
502,190700,2,2,105000001,1,20,30,20012,True,12000
503,190700,3,2,105000002,1,20,30,20012,True,7500
504,190700,4,2,105000003,1,20,30,20000,True,1500
505,190700,5,2,105000004,1,20,30,20000,True,750
506,190700,1,2,120000000,1,20,30,30032,True,5000
507,190700,2,2,120000001,1,20,30,30042,True,4000
508,190700,3,2,120000002,1,20,30,30052,True,2500
509,190700,4,2,120000003,1,20,30,30032,True,500
510,190700,5,2,120000004,1,20,30,30052,True,250
512,190800,1,2,108000000,1,20,30,20012,True,15000
513,190800,2,2,108000001,1,20,30,20012,True,12000
514,190800,3,2,108000002,1,20,30,20012,True,7500
515,190800,4,2,108000003,1,20,30,20000,True,1500
516,190800,5,2,108000004,1,20,30,20012,True,750
517,190800,1,2,120000000,1,20,30,30032,True,5000
518,190800,2,2,120000001,1,20,30,30042,True,4000
519,190800,3,2,120000002,1,20,30,30052,True,2500
520,190800,4,2,120000003,1,20,30,30032,True,500
521,190800,5,2,120000004,1,20,30,30052,True,250
523,200001,1,1,101000010,1,0,0,10060,True,9000
524,200001,1,1,103000010,1,0,0,10080,True,9000
525,200001,2,1,103000030,1,0,0,10080,True,1750
526,200001,2,1,103000040,1,0,0,10020,True,1750
527,200001,2,1,107000020,1,0,0,10040,True,1750
528,200001,2,1,101000030,1,0,0,10060,True,1750
529,200001,3,1,101000050,1,0,0,10010,True,140
530,200001,3,1,101000060,1,0,0,10060,True,140
531,200001,3,1,101000080,1,0,0,10010,True,140
532,200001,3,1,103000060,1,0,0,10020,True,140
533,200001,3,1,103000070,1,0,0,10080,True,140
534,200001,3,1,103000080,1,0,0,10080,True,150
535,200001,3,1,101000040,1,0,0,10010,True,150
536,200001,1,2,101000000,1,21,31,20010,True,15000
537,200001,2,2,101000001,1,21,31,20010,True,6000
538,200001,3,2,101000002,1,21,31,20000,True,7500
539,200001,4,2,101000008,1,21,31,20010,True,1500
540,200001,5,2,101000004,1,21,31,20040,True,750
541,200001,1,2,112000000,1,21,31,30010,True,5000
542,200001,2,2,112000001,1,21,31,30010,True,2000
543,200001,3,2,112000002,1,21,31,30010,True,2500
544,200001,4,2,112000003,1,21,31,30010,True,500
545,200001,5,2,112000004,1,21,31,30010,True,250
546,200001,2,2,101000005,1,21,31,20010,True,6000
547,200001,2,2,112000005,1,21,31,30010,True,2000
548,200001,3,3,170000,1,0,0,0,True,20000
549,200001,4,3,170001,1,0,0,0,True,5000
551,200002,1,1,102000010,1,0,0,10020,True,18000
552,200002,2,1,102000030,1,0,0,10070,True,2334
553,200002,2,1,102000040,1,0,0,10070,True,2333
554,200002,2,1,104000020,1,0,0,10020,True,2333
555,200002,3,1,102000060,1,0,0,10070,True,200
556,200002,3,1,102000070,1,0,0,10020,True,200
557,200002,3,1,102000080,1,0,0,10020,True,200
558,200002,3,1,103000050,1,0,0,10020,True,200
559,200002,3,1,105000050,1,0,0,10030,True,200
560,200002,1,2,102000000,1,21,31,20010,True,15000
561,200002,2,2,102000001,1,21,31,20010,True,12000
562,200002,3,2,102000002,1,21,31,20010,True,7500
563,200002,4,2,102000003,1,21,31,20010,True,1500
564,200002,5,2,102000004,1,21,31,20010,True,750
565,200002,1,2,112000000,1,21,31,30010,True,5000
566,200002,2,2,112000001,1,21,31,30010,True,4000
567,200002,3,2,112000002,1,21,31,30010,True,2500
568,200002,4,2,112000003,1,21,31,30010,True,500
569,200002,5,2,112000004,1,21,31,30010,True,250
570,200002,3,3,170000,1,0,0,0,True,20000
571,200002,4,3,170001,1,0,0,0,True,5000
573,200003,1,1,106000010,1,0,0,10020,True,18000
574,200003,2,1,106000030,1,0,0,10120,True,2334
575,200003,2,1,106000040,1,0,0,10020,True,2333
576,200003,2,1,105000020,1,0,0,10030,True,2333
577,200003,3,1,106000060,1,0,0,10120,True,250
578,200003,3,1,106000070,1,0,0,10020,True,250
579,200003,3,1,106000080,1,0,0,10020,True,250
580,200003,3,1,101000070,1,0,0,10060,True,250
581,200003,1,2,103000000,1,21,31,20020,True,15000
582,200003,2,2,103000001,1,21,31,20050,True,12000
583,200003,3,2,103000002,1,21,31,20020,True,7500
584,200003,4,2,103000003,1,21,31,20020,True,1500
585,200003,5,2,103000004,1,21,31,20020,True,750
586,200003,1,2,112000000,1,21,31,30010,True,5000
587,200003,2,2,112000001,1,21,31,30010,True,4000
588,200003,3,2,112000002,1,21,31,30010,True,2500
589,200003,4,2,112000003,1,21,31,30010,True,500
590,200003,5,2,112000004,1,21,31,30010,True,250
591,200003,3,3,170000,1,0,0,0,True,20000
592,200003,4,3,170001,1,0,0,0,True,5000
594,200004,1,1,104000010,1,0,0,10120,True,18000
595,200004,2,1,104000030,1,0,0,10020,True,2334
596,200004,2,1,104000040,1,0,0,10120,True,2333
597,200004,2,1,108000020,1,0,0,10050,True,2333
598,200004,3,1,104000060,1,0,0,10020,True,250
599,200004,3,1,104000070,1,0,0,10120,True,250
600,200004,3,1,104000080,1,0,0,10120,True,250
601,200004,3,1,102000050,1,0,0,10070,True,250
602,200004,1,2,111000000,1,21,31,20070,True,15000
603,200004,2,2,111000001,1,21,31,20060,True,12000
604,200004,3,2,111000002,1,21,31,20010,True,7500
605,200004,4,2,111000003,1,21,31,20070,True,1500
606,200004,5,2,111000004,1,21,31,20070,True,750
607,200004,1,2,120000000,1,21,31,30030,True,5000
608,200004,2,2,120000001,1,21,31,30040,True,4000
609,200004,3,2,120000002,1,21,31,30050,True,2500
610,200004,4,2,120000003,1,21,31,30030,True,500
611,200004,5,2,120000004,1,21,31,30050,True,250
612,200004,1,3,110020,1,0,0,0,True,4000
613,200004,1,3,110030,1,0,0,0,True,4000
614,200004,1,3,110040,1,0,0,0,True,4000
615,200004,1,3,110050,1,0,0,0,True,4000
616,200004,3,3,110060,1,0,0,0,False,500
617,200004,3,3,110070,1,0,0,0,False,500
618,200004,3,3,110080,1,0,0,0,False,500
619,200004,3,3,110090,1,0,0,0,False,500
620,200004,3,3,110100,1,0,0,0,False,500
621,200004,3,3,110110,1,0,0,0,False,500
622,200004,3,3,110120,1,0,0,0,False,500
623,200004,3,3,110130,1,0,0,0,False,500
624,200004,3,3,110140,1,0,0,0,False,500
625,200004,3,3,110150,1,0,0,0,False,500
626,200004,3,3,110160,1,0,0,0,False,500
627,200004,3,3,110170,1,0,0,0,False,500
628,200004,3,3,110180,1,0,0,0,False,500
629,200004,3,3,110190,1,0,0,0,False,500
630,200004,3,3,110200,1,0,0,0,False,500
631,200004,3,3,110210,1,0,0,0,False,100
632,200004,3,3,110220,1,0,0,0,False,100
633,200004,3,3,110230,1,0,0,0,False,100
634,200004,3,3,110240,1,0,0,0,False,100
635,200004,3,3,110250,1,0,0,0,False,100
636,200004,3,3,110260,1,0,0,0,False,50
637,200004,3,3,110270,1,0,0,0,False,50
639,200005,1,1,107000010,1,0,0,10040,True,18000
640,200005,2,1,107000030,1,0,0,10100,True,2334
641,200005,2,1,107000040,1,0,0,10040,True,2333
642,200005,2,1,101000020,1,0,0,10060,True,2333
643,200005,3,1,107000060,1,0,0,10040,True,250
644,200005,3,1,107000070,1,0,0,10100,True,250
645,200005,3,1,107000080,1,0,0,10040,True,250
646,200005,3,1,108000050,1,0,0,10110,True,250
647,200005,1,2,105000000,1,21,31,20010,True,15000
648,200005,2,2,105000001,1,21,31,20010,True,12000
649,200005,3,2,105000002,1,21,31,20010,True,7500
650,200005,4,2,105000003,1,21,31,20000,True,1500
651,200005,5,2,105000004,1,21,31,20000,True,750
652,200005,1,2,120000000,1,21,31,30030,True,5000
653,200005,2,2,120000001,1,21,31,30040,True,4000
654,200005,3,2,120000002,1,21,31,30050,True,2500
655,200005,4,2,120000003,1,21,31,30030,True,500
656,200005,5,2,120000004,1,21,31,30050,True,250
657,200005,3,3,180000,1,0,0,0,True,20000
658,200005,4,3,180001,1,0,0,0,True,5000
660,200006,1,1,105000010,1,0,0,10030,True,18000
661,200006,2,1,105000030,1,0,0,10090,True,1750
662,200006,2,1,105000040,1,0,0,10090,True,1750
663,200006,2,1,102000020,1,0,0,10020,True,1750
664,200006,2,1,103000020,1,0,0,10020,True,1750
665,200006,3,1,105000060,1,0,0,10090,True,200
666,200006,3,1,105000070,1,0,0,10090,True,200
667,200006,3,1,105000080,1,0,0,10030,True,200
668,200006,3,1,104000050,1,0,0,10020,True,200
669,200006,3,1,106000050,1,0,0,10120,True,200
670,200006,1,2,109000000,1,21,31,20030,True,15000
671,200006,2,2,109000001,1,21,31,20030,True,12000
672,200006,3,2,109000002,1,21,31,20030,True,7500
673,200006,4,2,109000003,1,21,31,20000,True,1500
674,200006,5,2,109000004,1,21,31,20030,True,750
675,200006,1,2,112000000,1,21,31,30010,True,5000
676,200006,2,2,112000001,1,21,31,30010,True,4000
677,200006,3,2,112000002,1,21,31,30010,True,2500
678,200006,4,2,112000003,1,21,31,30010,True,500
679,200006,5,2,112000004,1,21,31,30010,True,250
680,200006,1,3,120020,1,0,0,0,True,4000
681,200006,1,3,120030,1,0,0,0,True,4000
