// SoundVoiceId,RecordId,QueName,Volume,DecayMin,DecayMax,PriorityIdentifier,SkipTime,IsUsePan
50,"CH_AGI_BTL_020","ch_agi",1,20,40,1,0.1,True
51,"CH_AGI_BTL_021","ch_agi",1,20,40,1,0.1,True
52,"CH_AGI_BTL_022","ch_agi",1,20,40,1,0.1,True
53,"CH_AGI_BTL_023","ch_agi",1,20,40,1,0.1,True
54,"CH_AGI_BTL_024","ch_agi",1,20,40,1,0.1,True
55,"CH_AGI_BTL_025","ch_agi",1,20,40,1,0.1,True
56,"CH_AGI_BTL_026","ch_agi",1,20,40,1,0.1,True
57,"CH_AGI_BTL_027","ch_agi",1,20,40,1,0.1,True
58,"CH_AGI_BTL_028","ch_agi",1,1000,2000,1,0.1,True
59,"CH_AGI_BTL_029","ch_agi",1,1000,2000,1,0.1,True
60,"CH_AGI_BTL_030","ch_agi",1,1000,2000,1,0.1,True
61,"CH_AGI_BTL_031","ch_agi",1,1000,2000,1,0.1,True
62,"CH_AGI_BTL_032","ch_agi",1,1000,2000,1,0.1,True
63,"CH_AGI_BTL_033","ch_agi",1,1000,2000,1,0.1,True
64,"CH_AGI_BTL_034","ch_agi",1,1000,2000,1,0.1,True
65,"CH_AGI_BTL_037","ch_agi",1,20,40,1,0.1,True
66,"CH_AGI_BTL_038","ch_agi",1,20,40,1,0.1,True
67,"CH_AGI_BTL_042","ch_agi",1,20,40,1,0.1,True
68,"CH_AGI_BTL_043","ch_agi",1,20,40,1,0.1,True
69,"CH_AGI_BTL_048","ch_agi",1,20,40,1,0.1,True
70,"CH_AGI_BTL_049","ch_agi",1,20,40,1,0.1,True
71,"CH_AGI_BTL_050","ch_agi",1,20,40,1,0.1,True
72,"CH_AGI_BTL_051","ch_agi",1,20,40,1,0.1,True
73,"CH_AGI_BTL_052","ch_agi",1,20,40,1,0.1,True
74,"CH_AGI_BTL_053","ch_agi",1,20,40,1,0.1,True
75,"CH_AGI_BTL_054","ch_agi",1,20,40,1,0.1,True
76,"CH_AGI_BTL_055","ch_agi",1,20,40,1,0.1,True
77,"CH_AGI_BTL_056","ch_agi",1,20,40,1,0.1,True
78,"CH_AGI_BTL_057","ch_agi",1,20,40,1,0.1,True
79,"CH_AGI_BTL_058","ch_agi",1,20,40,1,0.1,True
80,"CH_AGI_BTL_059","ch_agi",1,20,40,1,0.1,True
81,"CH_AGI_BTL_060","ch_agi",1,20,40,1,0.1,True
82,"CH_AGI_BTL_061","ch_agi",1,20,40,1,0.1,True
83,"CH_AGI_BTL_062","ch_agi",1,20,40,1,0.1,True
84,"CH_AGI_BTL_063","ch_agi",1,20,40,1,0.1,True
85,"CH_AGI_BTL_064","ch_agi",1,20,40,1,0.1,True
86,"CH_AGI_BTL_065","ch_agi",1,20,40,1,0.1,True
87,"CH_AGI_BTL_066","ch_agi",1,20,40,1,0.1,True
88,"CH_AGI_BTL_067","ch_agi",1,20,40,1,0.1,True
89,"CH_AGI_BTL_068","ch_agi",1,20,40,1,0.1,True
90,"CH_AGI_BTL_069","ch_agi",1,20,40,1,0.1,True
91,"CH_AGI_BTL_070","ch_agi",1,20,40,1,0.1,True
92,"CH_AGI_BTL_071","ch_agi",1,20,40,1,0.1,True
93,"CH_AGI_BTL_072","ch_agi",1,20,40,1,0.1,True
94,"CH_AGI_BTL_073","ch_agi",1,20,40,1,0.1,True
95,"CH_AGI_BTL_074","ch_agi",1,20,40,1,0.1,True
96,"CH_AGI_BTL_075","ch_agi",1,20,40,1,0.1,True
97,"CH_AGI_BTL_076","ch_agi",1,20,40,1,0.1,True
98,"CH_AGI_BTL_077","ch_agi",1,20,40,1,0.1,True
99,"CH_AGI_BTL_078","ch_agi",1,20,40,1,0.1,True
100,"CH_AGI_BTL_079","ch_agi",1,20,40,1,0.1,True
101,"CH_AGI_BTL_080","ch_agi",1,20,40,1,0.1,True
102,"CH_AGI_BTL_081","ch_agi",1,20,40,1,0.1,True
103,"CH_AGI_BTL_082","ch_agi",1,20,40,1,0.1,True
104,"CH_AGI_BTL_083","ch_agi",1,20,40,1,0.1,True
105,"CH_AGI_BTL_084","ch_agi",1,20,40,1,0.1,True
106,"CH_AGI_BTL_085","ch_agi",1,20,40,1,0.1,True
107,"CH_AGI_BTL_086","ch_agi",1,20,40,1,0.1,True
108,"CH_AGI_BTL_087","ch_agi",1,20,40,1,0.1,True
109,"CH_AGI_BTL_088","ch_agi",1,20,40,1,0.1,True
110,"CH_AGI_BTL_089","ch_agi",1,1000,2000,1,0.1,True
111,"CH_AGI_BTL_090","ch_agi",1,1000,2000,1,0.1,True
112,"CH_AGI_BTL_091","ch_agi",1,1000,2000,1,0.1,True
113,"CH_AGI_BTL_092","ch_agi",1,1000,2000,1,0.1,True
114,"CH_AGI_BTL_093","ch_agi",1,1000,2000,1,0.1,True
115,"CH_AGI_BTL_094","ch_agi",1,1000,2000,1,0.1,True
116,"CH_AGI_BTL_095","ch_agi",1,1000,2000,1,0.1,True
117,"CH_AGI_BTL_096","ch_agi",1,1000,2000,1,0.1,True
118,"CH_AGI_BTL_097","ch_agi",1,1000,2000,1,0.1,True
119,"CH_AGI_BTL_098","ch_agi",1,1000,2000,1,0.1,True
120,"CH_AGI_BTL_099","ch_agi",1,1000,2000,1,0.1,True
121,"CH_AGI_BTL_100","ch_agi",1,1000,2000,1,0.1,True
122,"CH_AGI_BTL_101","ch_agi",1,1000,2000,1,0.1,True
123,"CH_AGI_BTL_102","ch_agi",1,1000,2000,1,0.1,True
124,"CH_AGI_BTL_103","ch_agi",1,1000,2000,1,0.1,True
125,"CH_AGI_BTL_104","ch_agi",1,1000,2000,1,0.1,True
126,"CH_AGI_BTL_105","ch_agi",1,1000,2000,1,0.1,True
127,"CH_AGI_BTL_106","ch_agi",1,1000,2000,1,0.1,True
128,"CH_AGI_BTL_107","ch_agi",1,1000,2000,1,0.1,True
129,"CH_AGI_BTL_108","ch_agi",1,1000,2000,1,0.1,True
130,"CH_AGI_BTL_109","ch_agi",1,1000,2000,1,0.1,True
131,"CH_AGI_BTL_110","ch_agi",1,1000,2000,1,0.1,True
132,"CH_AGI_BTL_111","ch_agi",1,1000,2000,1,0.1,True
133,"CH_AGI_BTL_112","ch_agi",1,1000,2000,1,0.1,True
134,"CH_AGI_BTL_113","ch_agi",1,1000,2000,1,0.1,True
135,"CH_AGI_BTL_114","ch_agi",1,1000,2000,1,0.1,True
136,"CH_AGI_BTL_115","ch_agi",1,1000,2000,1,0.1,True
137,"CH_AGI_BTL_116","ch_agi",1,1000,2000,1,0.1,True
138,"CH_AGI_BTL_117","ch_agi",1,1000,2000,1,0.1,True
139,"CH_AGI_BTL_118","ch_agi",1,1000,2000,1,0.1,True
140,"CH_AGI_BTL_119","ch_agi",1,1000,2000,1,0.1,True
141,"CH_AGI_BTL_120","ch_agi",1,1000,2000,1,0.1,True
142,"CH_AGI_BTL_121","ch_agi",1,1000,2000,1,0.1,True
143,"CH_AGI_BTL_122","ch_agi",1,1000,2000,1,0.1,True
144,"CH_AGI_BTL_123","ch_agi",1,1000,2000,1,0.1,True
145,"CH_AGI_BTL_124","ch_agi",1,1000,2000,1,0.1,True
146,"CH_AGI_BTL_125","ch_agi",1,1000,2000,1,0.1,True
147,"CH_AGI_BTL_126","ch_agi",1,1000,2000,1,0.1,True
148,"CH_AGI_BTL_127","ch_agi",1,1000,2000,1,0.1,True
149,"CH_AGI_BTL_128","ch_agi",1,1000,2000,1,0.1,True
150,"CH_AGI_BTL_129","ch_agi",1,1000,2000,1,0.1,True
151,"CH_AGI_BTL_130","ch_agi",1,1000,2000,1,0.1,True
152,"CH_AGI_BTL_131","ch_agi",1,20,40,1,0.1,True
153,"CH_AGI_BTL_132","ch_agi",1,20,40,1,0.1,True
154,"CH_AGI_BTL_133","ch_agi",1,20,40,1,0.1,True
155,"CH_AGI_CHAT_001","ch_agi",1,1000,2000,1,0.1,True
156,"CH_AGI_CHAT_002","ch_agi",1,1000,2000,1,0.1,True
157,"CH_AGI_CHAT_003","ch_agi",1,1000,2000,1,0.1,True
158,"CH_AGI_CHAT_004","ch_agi",1,1000,2000,1,0.1,True
159,"CH_AGI_CHAT_005","ch_agi",1,1000,2000,1,0.1,True
160,"CH_AGI_CHAT_006","ch_agi",1,1000,2000,1,0.1,True
161,"CH_AGI_CHAT_007","ch_agi",1,1000,2000,1,0.1,True
162,"CH_AGI_CHAT_008","ch_agi",1,1000,2000,1,0.1,True
163,"CH_AGI_CHAT_009","ch_agi",1,1000,2000,1,0.1,True
164,"CH_AGI_CHAT_010","ch_agi",1,1000,2000,1,0.1,True
165,"CH_AGI_CHAT_011","ch_agi",1,1000,2000,1,0.1,True
166,"CH_AGI_CHAT_012","ch_agi",1,1000,2000,1,0.1,True
167,"CH_AGI_CHAT_013","ch_agi",1,1000,2000,1,0.1,True
168,"CH_AGI_CHAT_014","ch_agi",1,1000,2000,1,0.1,True
169,"CH_AGI_CHAT_015","ch_agi",1,1000,2000,1,0.1,True
170,"CH_AGI_CHAT_016","ch_agi",1,1000,2000,1,0.1,True
171,"CH_AGI_CHAT_017","ch_agi",1,1000,2000,1,0.1,True
172,"CH_AGI_CHAT_018","ch_agi",1,1000,2000,1,0.1,True
173,"CH_AGI_CHAT_019","ch_agi",1,1000,2000,1,0.1,True
174,"CH_AGI_CHAT_020","ch_agi",1,1000,2000,1,0.1,True
175,"CH_AGI_CHAT_021","ch_agi",1,1000,2000,1,0.1,True
176,"CH_AGI_CHAT_022","ch_agi",1,1000,2000,1,0.1,True
177,"CH_AGI_CHAT_023","ch_agi",1,1000,2000,1,0.1,True
178,"CH_AGI_CHAT_024","ch_agi",1,1000,2000,1,0.1,True
179,"CH_AGI_JOI_001","ch_agi",1,1000,2000,1,0.1,True
180,"CH_AGI_JOI_002","ch_agi",1,1000,2000,1,0.1,True
181,"CH_AGI_JOI_003","ch_agi",1,1000,2000,1,0.1,True
182,"CH_AGI_JOI_004","ch_agi",1,1000,2000,1,0.1,True
183,"CH_AGI_JOI_005","ch_agi",1,1000,2000,1,0.1,True
184,"CH_AGI_JOI_006","ch_agi",1,1000,2000,1,0.1,True
185,"CH_AGI_JOI_007","ch_agi",1,1000,2000,1,0.1,True
186,"CH_AGI_JOI_008","ch_agi",1,1000,2000,1,0.1,True
187,"CH_AGI_JOI_009","ch_agi",1,1000,2000,1,0.1,True
188,"CH_AGI_JOI_010","ch_agi",1,1000,2000,1,0.1,True
189,"CH_AGI_JOI_011","ch_agi",1,1000,2000,1,0.1,True
190,"CH_AGI_JOI_012","ch_agi",1,1000,2000,1,0.1,True
191,"CH_AGI_JOI_013","ch_agi",1,1000,2000,1,0.1,True
192,"CH_AGI_JOI_014","ch_agi",1,1000,2000,1,0.1,True
193,"CH_AGI_JOI_015","ch_agi",1,1000,2000,1,0.1,True
194,"CH_AGI_JOI_016","ch_agi",1,1000,2000,1,0.1,True
195,"CH_AGI_JOI_017","ch_agi",1,1000,2000,1,0.1,True
196,"CH_AGI_JOI_018","ch_agi",1,1000,2000,1,0.1,True
197,"CH_AGI_JOI_019","ch_agi",1,1000,2000,1,0.1,True
198,"CH_AGI_JOI_020","ch_agi",1,1000,2000,1,0.1,True
199,"CH_AGI_JOI_021","ch_agi",1,1000,2000,1,0.1,True
200,"CH_AGI_JOI_022","ch_agi",1,1000,2000,1,0.1,True
201,"CH_AGI_JOI_023","ch_agi",1,1000,2000,1,0.1,True
202,"CH_AGI_JOI_024","ch_agi",1,1000,2000,1,0.1,True
203,"CH_AGI_JOI_025","ch_agi",1,1000,2000,1,0.1,True
204,"CH_AGI_JOI_026","ch_agi",1,1000,2000,1,0.1,True
205,"CH_AGI_JOI_027","ch_agi",1,1000,2000,1,0.1,True
206,"CH_AGI_JOI_028","ch_agi",1,1000,2000,1,0.1,True
207,"CH_AGI_JOI_029","ch_agi",1,1000,2000,1,0.1,True
208,"CH_AGI_JOI_030","ch_agi",1,1000,2000,1,0.1,True
209,"CH_AGI_JOI_031","ch_agi",1,1000,2000,1,0.1,True
210,"CH_AGI_JOI_032","ch_agi",1,1000,2000,1,0.1,True
211,"CH_AGI_JOI_033","ch_agi",1,1000,2000,1,0.1,True
212,"CH_AGI_JOI_034","ch_agi",1,1000,2000,1,0.1,True
213,"CH_AGI_JOI_035","ch_agi",1,1000,2000,1,0.1,True
214,"CH_AGI_JOI_036","ch_agi",1,1000,2000,1,0.1,True
215,"CH_AGI_JOI_037","ch_agi",1,1000,2000,1,0.1,True
216,"CH_AGI_JOI_038","ch_agi",1,1000,2000,1,0.1,True
217,"CH_AGI_JOI_039","ch_agi",1,1000,2000,1,0.1,True
218,"CH_AGI_JOI_040","ch_agi",1,1000,2000,1,0.1,True
219,"CH_AGI_JOI_041","ch_agi",1,1000,2000,1,0.1,True
220,"CH_AGI_JOI_042","ch_agi",1,1000,2000,1,0.1,True
221,"CH_AGI_JOI_043","ch_agi",1,1000,2000,1,0.1,True
222,"CH_AGI_JOI_044","ch_agi",1,1000,2000,1,0.1,True
223,"CH_AGI_JOI_045","ch_agi",1,1000,2000,1,0.1,True
224,"CH_AGI_JOI_046","ch_agi",1,1000,2000,1,0.1,True
225,"CH_AGI_JOI_047","ch_agi",1,1000,2000,1,0.1,True
226,"CH_AGI_JOI_048","ch_agi",1,1000,2000,1,0.1,True
227,"CH_AGI_JOI_049","ch_agi",1,1000,2000,1,0.1,True
228,"CH_AGI_JOI_050","ch_agi",1,1000,2000,1,0.1,True
229,"CH_AGI_JOI_051","ch_agi",1,1000,2000,1,0.1,True
230,"CH_AGI_JOI_052","ch_agi",1,1000,2000,1,0.1,True
231,"CH_AGI_JOI_053","ch_agi",1,1000,2000,1,0.1,True
232,"CH_AGI_JOI_054","ch_agi",1,1000,2000,1,0.1,True
233,"CH_AGI_JOI_055","ch_agi",1,1000,2000,1,0.1,True
234,"CH_AGI_JOI_056","ch_agi",1,1000,2000,1,0.1,True
235,"CH_AGI_JOI_057","ch_agi",1,1000,2000,1,0.1,True
236,"CH_AGI_JOI_058","ch_agi",1,1000,2000,1,0.1,True
237,"CH_AGI_JOI_059","ch_agi",1,1000,2000,1,0.1,True
238,"CH_AGI_JOI_060","ch_agi",1,1000,2000,1,0.1,True
239,"CH_AGI_JOI_061","ch_agi",1,1000,2000,1,0.1,True
240,"CH_AGI_JOI_062","ch_agi",1,1000,2000,1,0.1,True
241,"CH_AGI_JOI_063","ch_agi",1,1000,2000,1,0.1,True
242,"CH_AGI_JOI_064","ch_agi",1,1000,2000,1,0.1,True
243,"CH_AGI_JOI_065","ch_agi",1,1000,2000,1,0.1,True
244,"CH_AGI_JOI_066","ch_agi",1,1000,2000,1,0.1,True
245,"CH_AGI_JOI_067","ch_agi",1,1000,2000,1,0.1,True
246,"CH_AGI_JOI_068","ch_agi",1,1000,2000,1,0.1,True
247,"CH_AGI_JOI_069","ch_agi",1,1000,2000,1,0.1,True
248,"CH_AGI_JOI_070","ch_agi",1,1000,2000,1,0.1,True
249,"CH_AGI_JOI_071","ch_agi",1,1000,2000,1,0.1,True
250,"CH_AGI_JOI_072","ch_agi",1,1000,2000,1,0.1,True
251,"CH_AGI_JOI_073","ch_agi",1,1000,2000,1,0.1,True
252,"CH_AGI_MENU_001","ch_agi",1,1000,2000,1,0.1,True
253,"CH_AGI_MENU_002","ch_agi",1,1000,2000,1,0.1,True
254,"CH_AGI_MENU_003","ch_agi",1,1000,2000,1,0.1,True
255,"CH_AGI_MENU_004","ch_agi",1,1000,2000,1,0.1,True
256,"CH_AGI_MENU_005","ch_agi",1,1000,2000,1,0.1,True
257,"CH_AGI_MENU_006","ch_agi",1,1000,2000,1,0.1,True
258,"CH_AGI_MENU_034","ch_agi",1,1000,2000,1,0.1,True
259,"CH_AGI_QUE_001","ch_agi",1,1000,2000,1,0.1,True
260,"CH_AGI_QUE_002","ch_agi",1,1000,2000,1,0.1,True
261,"CH_AGI_QUE_003","ch_agi",1,1000,2000,1,0.1,True
262,"CH_AGI_QUE_004","ch_agi",1,1000,2000,1,0.1,True
263,"CH_AGI_QUE_006","ch_agi",1,1000,2000,1,0.1,True
264,"CH_AGI_QUE_007","ch_agi",1,1000,2000,1,0.1,True
265,"CH_AGI_QUE_009","ch_agi",1,1000,2000,1,0.1,True
266,"CH_AGI_QUE_012","ch_agi",1,1000,2000,1,0.1,True
267,"CH_AGI_QUE_014","ch_agi",1,1000,2000,1,0.1,True
268,"CH_AGI_QUE_019","ch_agi",1,1000,2000,1,0.1,True
269,"CH_AGI_QUE_020","ch_agi",1,1000,2000,1,0.1,True
270,"CH_AGI_QUE_021","ch_agi",1,1000,2000,1,0.1,True
271,"CH_AGI_QUE_022","ch_agi",1,1000,2000,1,0.1,True
272,"CH_AGI_QUE_023","ch_agi",1,1000,2000,1,0.1,True
273,"CH_AGI_QUE_024","ch_agi",1,1000,2000,1,0.1,True
274,"CH_AGI_QUE_025","ch_agi",1,1000,2000,1,0.1,True
275,"CH_AGI_QUE_026","ch_agi",1,1000,2000,1,0.1,True
276,"CH_AGI_QUE_027","ch_agi",1,1000,2000,1,0.1,True
277,"CH_AGI_QUE_028","ch_agi",1,1000,2000,1,0.1,True
278,"CH_AGI_QUE_029","ch_agi",1,1000,2000,1,0.1,True
279,"CH_AGI_QUE_030","ch_agi",1,1000,2000,1,0.1,True
280,"CH_AGI_QUE_031","ch_agi",1,1000,2000,1,0.1,True
281,"CH_AGI_QUE_032","ch_agi",1,1000,2000,1,0.1,True
282,"CH_AGI_QUE_033","ch_agi",1,1000,2000,1,0.1,True
283,"CH_AGI_QUE_034","ch_agi",1,1000,2000,1,0.1,True
284,"CH_AGI_QUE_035","ch_agi",1,1000,2000,1,0.1,True
285,"CH_AGI_QUE_036","ch_agi",1,1000,2000,1,0.1,True
286,"CH_AGI_QUE_037","ch_agi",1,1000,2000,1,0.1,True
287,"CH_AGI_QUE_038","ch_agi",1,1000,2000,1,0.1,True
288,"CH_AGI_QUE_039","ch_agi",1,1000,2000,1,0.1,True
289,"CH_AGI_QUE_040","ch_agi",1,1000,2000,1,0.1,True
290,"CH_AGI_QUE_041","ch_agi",1,1000,2000,1,0.1,True
291,"CH_AGI_QUE_042","ch_agi",1,1000,2000,1,0.1,True
292,"CH_AGI_QUE_043","ch_agi",1,1000,2000,1,0.1,True
293,"CH_AGI_QUE_044","ch_agi",1,1000,2000,1,0.1,True
294,"CH_AGI_QUE_045","ch_agi",1,1000,2000,1,0.1,True
295,"CH_AGI_QUE_046","ch_agi",1,1000,2000,1,0.1,True
296,"CH_AGI_QUE_047","ch_agi",1,1000,2000,1,0.1,True
297,"CH_AGI_QUE_048","ch_agi",1,1000,2000,1,0.1,True
298,"CH_AGI_QUE_049","ch_agi",1,1000,2000,1,0.1,True
299,"CH_AGI_QUE_051","ch_agi",1,1000,2000,1,0.1,True
300,"CH_AGI_QUE_052","ch_agi",1,1000,2000,1,0.1,True
301,"CH_AGI_QUE_053","ch_agi",1,1000,2000,1,0.1,True
302,"CH_AGI_QUE_054","ch_agi",1,1000,2000,1,0.1,True
303,"CH_AGI_QUE_055","ch_agi",1,1000,2000,1,0.1,True
304,"CH_AGI_QUE_056","ch_agi",1,1000,2000,1,0.1,True
305,"CH_AGI_QUE_057","ch_agi",1,1000,2000,1,0.1,True
306,"CH_AGI_QUE_058","ch_agi",1,1000,2000,1,0.1,True
307,"CH_AGI_QUE_059","ch_agi",1,1000,2000,1,0.1,True
308,"CH_AGI_QUE_060","ch_agi",1,1000,2000,1,0.1,True
309,"CH_AGI_QUE_061","ch_agi",1,1000,2000,1,0.1,True
310,"CH_AGI_QUE_062","ch_agi",1,1000,2000,1,0.1,True
311,"CH_AGI_QUE_063","ch_agi",1,1000,2000,1,0.1,True
312,"CH_AGI_RES_001","ch_agi",1,1000,2000,1,0.1,True
313,"CH_AGI_RES_002","ch_agi",1,1000,2000,1,0.1,True
314,"CH_AGI_RES_003","ch_agi",1,1000,2000,1,0.1,True
316,"CH_ASU_ADV_001","ch_asu",1,1000,2000,1,0.1,True
317,"CH_ASU_ADV_002","ch_asu",1,1000,2000,1,0.1,True
318,"CH_ASU_ADV_003","ch_asu",1,1000,2000,1,0.1,True
319,"CH_ASU_ADV_004","ch_asu",1,1000,2000,1,0.1,True
320,"CH_ASU_ADV_005","ch_asu",1,1000,2000,1,0.1,True
321,"CH_ASU_ADV_006","ch_asu",1,1000,2000,1,0.1,True
322,"CH_ASU_ADV_007","ch_asu",1,1000,2000,1,0.1,True
323,"CH_ASU_ADV_008","ch_asu",1,1000,2000,1,0.1,True
324,"CH_ASU_ADV_009","ch_asu",1,1000,2000,1,0.1,True
325,"CH_ASU_ADV_010","ch_asu",1,1000,2000,1,0.1,True
326,"CH_ASU_ADV_011","ch_asu",1,1000,2000,1,0.1,True
327,"CH_ASU_ADV_012","ch_asu",1,1000,2000,1,0.1,True
328,"CH_ASU_ADV_013","ch_asu",1,1000,2000,1,0.1,True
329,"CH_ASU_ADV_014","ch_asu",1,1000,2000,1,0.1,True
330,"CH_ASU_ADV_015","ch_asu",1,1000,2000,1,0.1,True
331,"CH_ASU_ADV_016","ch_asu",1,1000,2000,1,0.1,True
332,"CH_ASU_ADV_017","ch_asu",1,1000,2000,1,0.1,True
333,"CH_ASU_ADV_018","ch_asu",1,1000,2000,1,0.1,True
334,"CH_ASU_ADV_019","ch_asu",1,1000,2000,1,0.1,True
335,"CH_ASU_ADV_020","ch_asu",1,1000,2000,1,0.1,True
336,"CH_ASU_ADV_021","ch_asu",1,1000,2000,1,0.1,True
337,"CH_ASU_ADV_022","ch_asu",1,1000,2000,1,0.1,True
338,"CH_ASU_ADV_023","ch_asu",1,1000,2000,1,0.1,True
339,"CH_ASU_ADV_024","ch_asu",1,1000,2000,1,0.1,True
340,"CH_ASU_ADV_025","ch_asu",1,1000,2000,1,0.1,True
341,"CH_ASU_ADV_026","ch_asu",1,1000,2000,1,0.1,True
342,"CH_ASU_ADV_027","ch_asu",1,1000,2000,1,0.1,True
343,"CH_ASU_ADV_028","ch_asu",1,1000,2000,1,0.1,True
344,"CH_ASU_ADV_029","ch_asu",1,1000,2000,1,0.1,True
345,"CH_ASU_ADV_030","ch_asu",1,1000,2000,1,0.1,True
346,"CH_ASU_BTL_001","ch_asu",1,20,40,1,0.1,True
347,"CH_ASU_BTL_002","ch_asu",1,20,40,1,0.1,True
348,"CH_ASU_BTL_003","ch_asu",1,20,40,1,0.1,True
349,"CH_ASU_BTL_004","ch_asu",1,20,40,1,0.1,True
350,"CH_ASU_BTL_005","ch_asu",1,20,40,1,0.1,True
351,"CH_ASU_BTL_006","ch_asu",1,20,40,1,0.1,True
352,"CH_ASU_BTL_007","ch_asu",1,20,40,1,0.1,True
353,"CH_ASU_BTL_008","ch_asu",1,20,40,1,0.1,True
354,"CH_ASU_BTL_009","ch_asu",1,20,40,1,0.1,True
355,"CH_ASU_BTL_010","ch_asu",1,20,40,1,0.1,True
356,"CH_ASU_BTL_011","ch_asu",1,20,40,1,0.1,True
357,"CH_ASU_BTL_012","ch_asu",1,20,40,1,0.1,True
358,"CH_ASU_BTL_013","ch_asu",1,20,40,1,0.1,True
359,"CH_ASU_BTL_014","ch_asu",1,20,40,1,0.1,True
360,"CH_ASU_BTL_015","ch_asu",1,20,40,1,0.1,True
361,"CH_ASU_BTL_016","ch_asu",1,20,40,1,0.1,True
362,"CH_ASU_BTL_017","ch_asu",1,20,40,1,0.1,True
363,"CH_ASU_BTL_018","ch_asu",1,20,40,1,0.1,True
364,"CH_ASU_BTL_019","ch_asu",1,20,40,1,0.1,True
365,"CH_ASU_BTL_020","ch_asu",1,20,40,1,0.1,True
366,"CH_ASU_BTL_021","ch_asu",1,20,40,1,0.1,True
367,"CH_ASU_BTL_022","ch_asu",1,20,40,1,0.1,True
368,"CH_ASU_BTL_023","ch_asu",1,20,40,1,0.1,True
369,"CH_ASU_BTL_024","ch_asu",1,20,40,1,0.1,True
370,"CH_ASU_BTL_025","ch_asu",1,20,40,1,0.1,True
371,"CH_ASU_BTL_026","ch_asu",1,20,40,1,0.1,True
