// Keyword,UnitCollisionId,Name,Bone,Usually,Angry,TypeIndex,BeginX,BeginY,BeginZ,EndX,EndY,EndZ,Radius,SlashCoef,StrikeCoef,ThrustCoef,FireCoef,WaterCoef,AirCoef,EarthCoef,HolyCoef,DarkCoef,PoisonCoef,ParalysisCoef,SealedCoef,QuestionCoef,BlueRoseCoef,CharmCoef,BurningCoef,FlipCoef,DownCoef,KnockBackCoef
"MO_501_00",43,"ファフニール","RightWing_04",False,True,0,0,0,0,1,0,-2,3,1,1,1,0.5,2,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_00",44,"ファフニール","Tail_02",False,True,0,0,0,0,0,0,0,2,1.5,1.2,1.2,0.5,2,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_00",45,"ファフニール","Tail_04",False,True,0,0,0,0,0,0,0,2,1.5,1.2,1.2,0.5,2,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_00",46,"ファフニール","Tail_06",False,True,0,0,0,0,0,0,-2,2,1.5,1.2,1.2,0.5,2,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",47,"ヴィゾーヴニル","Spine1",True,False,0,0,0,0,0,-2,0,4,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",48,"ヴィゾーヴニル","Hips",True,False,0,0,0,0,0,-2,-2,4,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",49,"ヴィゾーヴニル","Head",True,False,0,0,0,0,0,0,0,1.5,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,1
"MO_501_01",50,"ヴィゾーヴニル","LeftWing_03",True,False,0,0,0,0,0,0,-1,3,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",51,"ヴィゾーヴニル","RightWing_03",True,False,0,0,0,0,0,0,-1,3,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",52,"ヴィゾーヴニル","LeftWing_04",True,False,0,0,0,0,-1,0,-2,3,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",53,"ヴィゾーヴニル","RightWing_04",True,False,0,0,0,0,1,0,-2,3,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",54,"ヴィゾーヴニル","Tail_02",True,False,0,0,0,0,0,0,0,2,1.5,1.2,1.2,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",55,"ヴィゾーヴニル","Tail_04",True,False,0,0,0,0,0,0,0,2,1.5,1.2,1.2,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",56,"ヴィゾーヴニル","Tail_06",True,False,0,0,0,0,0,0,-2,2,1.5,1.2,1.2,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_01",57,"ヴィゾーヴニル","Spine1",False,True,0,0,0,0,0,-2,0,4,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",58,"ヴィゾーヴニル","Hips",False,True,0,0,0,0,0,-2,-2,4,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",59,"ヴィゾーヴニル","Head",False,True,0,0,0,0,0,0,0,1.5,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,1
"MO_501_01",60,"ヴィゾーヴニル","LeftWing_03",False,True,0,0,0,0,0,0,-1,3,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",61,"ヴィゾーヴニル","RightWing_03",False,True,0,0,0,0,0,0,-1,3,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",62,"ヴィゾーヴニル","LeftWing_04",False,True,0,0,0,0,-1,0,-2,3,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",63,"ヴィゾーヴニル","RightWing_04",False,True,0,0,0,0,1,0,-2,3,1,1,1,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",64,"ヴィゾーヴニル","Tail_02",False,True,0,0,0,0,0,0,0,2,1.5,1.2,1.2,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",65,"ヴィゾーヴニル","Tail_04",False,True,0,0,0,0,0,0,0,2,1.5,1.2,1.2,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_01",66,"ヴィゾーヴニル","Tail_06",False,True,0,0,0,0,0,0,-2,2,1.5,1.2,1.2,1,1,1,2,2,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",67,"クン・リンドルム","Spine1",True,False,0,0,0,0,0,-2,0,4,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",68,"クン・リンドルム","Hips",True,False,0,0,0,0,0,-2,-2,4,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",69,"クン・リンドルム","Head",True,False,0,0,0,0,0,0,0,1.5,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,1
"MO_501_02",70,"クン・リンドルム","LeftWing_03",True,False,0,0,0,0,0,0,-1,3,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",71,"クン・リンドルム","RightWing_03",True,False,0,0,0,0,0,0,-1,3,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",72,"クン・リンドルム","LeftWing_04",True,False,0,0,0,0,-1,0,-2,3,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",73,"クン・リンドルム","RightWing_04",True,False,0,0,0,0,1,0,-2,3,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",74,"クン・リンドルム","Tail_02",True,False,0,0,0,0,0,0,0,2,1.5,1.2,1.2,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",75,"クン・リンドルム","Tail_04",True,False,0,0,0,0,0,0,0,2,1.5,1.2,1.2,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",76,"クン・リンドルム","Tail_06",True,False,0,0,0,0,0,0,-2,2,1.5,1.2,1.2,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,1,0.4,0.5
"MO_501_02",77,"クン・リンドルム","Spine1",False,True,0,0,0,0,0,-2,0,4,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",78,"クン・リンドルム","Hips",False,True,0,0,0,0,0,-2,-2,4,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",79,"クン・リンドルム","Head",False,True,0,0,0,0,0,0,0,1.5,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,1
"MO_501_02",80,"クン・リンドルム","LeftWing_03",False,True,0,0,0,0,0,0,-1,3,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",81,"クン・リンドルム","RightWing_03",False,True,0,0,0,0,0,0,-1,3,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",82,"クン・リンドルム","LeftWing_04",False,True,0,0,0,0,-1,0,-2,3,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",83,"クン・リンドルム","RightWing_04",False,True,0,0,0,0,1,0,-2,3,1,1,1,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",84,"クン・リンドルム","Tail_02",False,True,0,0,0,0,0,0,0,2,1.5,1.2,1.2,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",85,"クン・リンドルム","Tail_04",False,True,0,0,0,0,0,0,0,2,1.5,1.2,1.2,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_501_02",86,"クン・リンドルム","Tail_06",False,True,0,0,0,0,0,0,-2,2,1.5,1.2,1.2,0.5,1,1,2,1,1,0.2,0.05,0.05,0.05,0.2,0,0,0.2,0.1,0.5
"MO_502_00",87,"ヒルディスヴィーニ","spine",True,False,0,0,-8,0,0,12,0,7,0.5,1,0.5,1,2,1,0.5,1,1,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_00",88,"ヒルディスヴィーニ","Ring_05",True,False,0,0,0,0,0,10,0,10,0.5,1,0.5,1,2,1,0.5,1,1,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_00",89,"ヒルディスヴィーニ","LeftHand",True,False,0,0,-8,0,0,8,0,5,0.5,1,0.5,1,2,1,0.5,1,1,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_00",90,"ヒルディスヴィーニ","RightHand",True,False,0,0,-8,0,0,8,0,5,0.5,1,0.5,1,2,1,0.5,1,1,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_01",91,"グリンブルスティ","spine",True,False,0,0,-8,0,0,12,0,7,0.5,1,0.5,1,1,1,0.5,1,2,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_01",92,"グリンブルスティ","Ring_05",True,False,0,0,0,0,0,10,0,10,0.5,1,0.5,1,1,1,0.5,1,2,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_01",93,"グリンブルスティ","LeftHand",True,False,0,0,-8,0,0,8,0,5,0.5,1,0.5,1,1,1,0.5,1,2,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_01",94,"グリンブルスティ","RightHand",True,False,0,0,-8,0,0,8,0,5,0.5,1,0.5,1,1,1,0.5,1,2,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_02",95,"アウドムラ","spine",True,False,0,0,-8,0,0,12,0,7,0.5,1,0.5,0.5,1,1,0.5,2,1,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_02",96,"アウドムラ","Ring_05",True,False,0,0,0,0,0,10,0,10,0.5,1,0.5,0.5,1,1,0.5,2,1,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_02",97,"アウドムラ","LeftHand",True,False,0,0,-8,0,0,8,0,5,0.5,1,0.5,0.5,1,1,0.5,2,1,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_02",98,"アウドムラ","RightHand",True,False,0,0,-8,0,0,8,0,5,0.5,1,0.5,0.5,1,1,0.5,2,1,0.05,0.05,0.05,0.2,0.2,0,0,0.5,0.5,0.2
"MO_502_00",99,"ヒルディスヴィーニ","spine",False,True,0,0,-8,0,0,12,0,7,0.5,1,0.5,1,2,1,0.5,1,1,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_00",100,"ヒルディスヴィーニ","Ring_05",False,True,0,0,0,0,0,10,0,10,0.5,1,0.5,1,2,1,0.5,1,1,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_00",101,"ヒルディスヴィーニ","LeftHand",False,True,0,0,-8,0,0,8,0,5,0.5,1,0.5,1,2,1,0.5,1,1,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_00",102,"ヒルディスヴィーニ","RightHand",False,True,0,0,-8,0,0,8,0,5,0.5,1,0.5,1,2,1,0.5,1,1,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_01",103,"グリンブルスティ","spine",False,True,0,0,-8,0,0,12,0,7,0.5,1,0.5,1,1,1,0.5,1,2,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_01",104,"グリンブルスティ","Ring_05",False,True,0,0,0,0,0,10,0,10,0.5,1,0.5,1,1,1,0.5,1,2,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_01",105,"グリンブルスティ","LeftHand",False,True,0,0,-8,0,0,8,0,5,0.5,1,0.5,1,1,1,0.5,1,2,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_01",106,"グリンブルスティ","RightHand",False,True,0,0,-8,0,0,8,0,5,0.5,1,0.5,1,1,1,0.5,1,2,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_02",107,"アウドムラ","spine",False,True,0,0,-8,0,0,12,0,7,0.5,1,0.5,0.5,1,1,0.5,2,1,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_02",108,"アウドムラ","Ring_05",False,True,0,0,0,0,0,10,0,10,0.5,1,0.5,0.5,1,1,0.5,2,1,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_02",109,"アウドムラ","LeftHand",False,True,0,0,-8,0,0,8,0,5,0.5,1,0.5,0.5,1,1,0.5,2,1,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_502_02",110,"アウドムラ","RightHand",False,True,0,0,-8,0,0,8,0,5,0.5,1,0.5,0.5,1,1,0.5,2,1,0.05,0.05,0.05,0.2,0.2,0,0,0.2,0.2,0.2
"MO_504_04",111,"バルドル","Tail_04",True,False,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,0.01,0.2,0.05,0.01,0.2,0,0,1,1,1
"MO_504_04",112,"バルドル","Spine",True,False,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,0.01,0.2,0.05,0.01,0.2,0,0,1,1,1
"MO_504_04",113,"バルドル","Tail_04",False,True,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_04",114,"バルドル","Spine",False,True,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_06",115,"ヴァ―リ","Tail_04",True,False,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,1,0.01,0.2,0.05,0.01,0.2,0,0,1,1,1
"MO_504_06",116,"ヴァ―リ","Spine",True,False,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,1,0.01,0.2,0.05,0.01,0.2,0,0,1,1,1
"MO_504_06",117,"ヴァ―リ","Tail_04",False,True,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,1,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_06",118,"ヴァ―リ","Spine",False,True,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,1,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_00",119,"オーディン","Tail_04",True,False,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0.5,2,0.01,0.2,0.05,0.01,0.2,0,0,0.8,0.8,1
"MO_504_00",120,"オーディン","Spine",True,False,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0.5,2,0.01,0.2,0.05,0.01,0.2,0,0,0.8,0.8,1
"MO_504_00",121,"オーディン","Tail_04",False,True,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0.5,2,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_00",122,"オーディン","Spine",False,True,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0.5,2,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_01",123,"ジークフリート",,True,False,0,0,0,0,0,2,0,1,1,1,1,0.5,2,1,1,1,1,0.01,0.2,0.05,0.01,0.2,0,0,0.5,0.5,1
"MO_504_01",124,"ジークフリート",,False,True,0,0,0,0,0,2,0,1,1,1,1,0.5,2,1,1,1,1,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_07",125,"ジークムント",,True,False,0,0,0,0,0,2,0,1,1,1,1,1,2,1,1,1,1,0.01,0.2,0.05,0.01,0.2,0,0,0.5,0.5,1
"MO_504_07",126,"ジークムント",,False,True,0,0,0,0,0,2,0,1,1,1,1,1,2,1,1,1,1,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_08",127,"ベオウルフ",,True,False,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,2,0.01,0.2,0.05,0.01,0.2,0,0,0.5,0.5,1
"MO_504_08",128,"ベオウルフ",,False,True,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,2,0.01,0.2,0.05,0.01,0.2,0,0,0.2,0.2,1
"MO_504_02",129,"ロキ","Spine1",True,False,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,1,1,1
"MO_504_02",130,"ロキ","Hips",True,False,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,1,1,1
"MO_504_02",131,"ロキ","Tail_02",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,1,1,1
"MO_504_02",132,"ロキ","Tail_03",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,1,1,1
"MO_504_02",133,"ロキ","Tail_04",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,1,1,1
"MO_504_05",134,"フルングニル","Spine1",True,False,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,1,1,1
"MO_504_05",135,"フルングニル","Hips",True,False,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,1,1,1
"MO_504_05",136,"フルングニル","Tail_02",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,1,1,1
"MO_504_05",137,"フルングニル","Tail_03",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,1,1,1
"MO_504_05",138,"フルングニル","Tail_04",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,1,1,1
"MO_504_09",139,"ドルグスラシル","Spine1",True,False,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,1,1,1
"MO_504_09",140,"ドルグスラシル","Hips",True,False,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,1,1,1
"MO_504_09",141,"ドルグスラシル","Tail_02",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,1,1,1
"MO_504_09",142,"ドルグスラシル","Tail_03",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,1,1,1
"MO_504_09",143,"ドルグスラシル","Tail_04",True,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,1,1,1
"MO_504_02",144,"ロキ","Spine1",False,True,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_02",145,"ロキ","Hips",False,True,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_02",146,"ロキ","Tail_02",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_02",147,"ロキ","Tail_03",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_02",148,"ロキ","Tail_04",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.01,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_05",149,"フルングニル","Spine1",False,True,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,0.2,0.2,1
"MO_504_05",150,"フルングニル","Hips",False,True,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,0.2,0.2,1
"MO_504_05",151,"フルングニル","Tail_02",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,0.2,0.2,1
"MO_504_05",152,"フルングニル","Tail_03",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,0.2,0.2,1
"MO_504_05",153,"フルングニル","Tail_04",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0.05,0.1,0.2,0.2,0.2,0,0,0.2,0.2,1
"MO_504_09",154,"ドルグスラシル","Spine1",False,True,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_09",155,"ドルグスラシル","Hips",False,True,0,0,0,0,0,2,0,1.5,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_09",156,"ドルグスラシル","Tail_02",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_09",157,"ドルグスラシル","Tail_03",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,0.2,0.2,1
"MO_504_09",158,"ドルグスラシル","Tail_04",False,True,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0.05,0.05,0.2,0.01,0.2,0,0,0.2,0.2,1
