// QuestExistUnitId,QuestSceneId,EnemyKindId,UnitId,NumberOfUnits
143,3048,10190100,10190100,1
144,3049,10190100,10190100,1
145,3051,10190100,10190100,1
146,3052,10190100,10190100,1
147,3053,10190100,10190100,1
148,3054,10190100,10190100,1
149,3055,10190100,10190100,1
150,3056,10190100,10190100,1
151,3057,10190100,10190100,1
152,3058,10190100,10190100,1
153,3059,10190100,10190100,1
154,3061,10190100,10190100,1
155,3062,10190100,10190100,1
156,3063,10190100,10190100,1
157,3064,10190100,10190100,1
158,3065,10190100,10190100,1
159,3066,10190100,10190100,1
160,3067,10190100,10190100,1
161,3068,10190100,10190100,1
162,3069,10190100,10190100,1
163,3071,10190100,10190100,1
164,3072,10190100,10190100,1
165,3073,10190100,10190100,1
166,3074,10190100,10190100,1
167,3075,10190100,10190100,1
168,3076,10190100,10190100,1
169,3077,10190100,10190100,1
170,3078,10190100,10190100,1
171,3079,10190100,10190100,1
172,3080,10190100,10190100,1
173,3081,10190100,10190100,1
174,3082,10190100,10190100,1
175,3083,10190100,10190100,1
176,3084,10190100,10190100,1
177,3085,10190100,10190100,1
178,3086,10190100,10190100,1
179,3087,10190100,10190100,1
180,3088,10190100,10190100,1
181,3089,10190100,10190100,1
182,3090,10190100,10190100,1
183,3091,10190100,10190100,1
184,3092,10190100,10190100,1
185,3093,10190100,10190100,1
186,3094,10190100,10190100,1
187,3095,10190100,10190100,1
188,3096,10190100,10190100,1
189,3097,10190100,10190100,1
190,3098,10190100,10190100,1
191,3099,10190100,10190100,1
192,3100,10190100,10190100,1
193,3001,10091000,10091000,1
194,3002,10091000,10091000,1
195,3003,10091000,10091000,1
196,3004,10091000,10091000,1
197,3005,10091000,10091000,1
198,3006,10091000,10091000,1
199,3007,10091000,10091000,1
200,3008,10091000,10091000,1
201,3009,10091000,10091000,1
202,10001,10091000,10091000,1
203,3011,10091000,10091000,1
204,3012,10091000,10091000,1
205,3013,10091000,10091000,1
206,3014,10091000,10091000,1
207,3015,10091000,10091000,1
208,3016,10091000,10091000,1
209,3017,10091000,10091000,1
210,3018,10091000,10091000,1
211,3019,10091000,10091000,1
212,10002,10091000,10091000,1
213,3021,10091000,10091000,1
214,3022,10091000,10091000,1
215,3023,10091000,10091000,1
216,3024,10091000,10091000,1
217,3025,10091000,10091000,1
218,3026,10091000,10091000,1
219,3027,10091000,10091000,1
220,3028,10091000,10091000,1
221,3029,10091000,10091000,1
222,10004,10091000,10091000,1
223,3031,10091000,10091000,1
224,3032,10091000,10091000,1
225,3033,10091000,10091000,1
226,3034,10091000,10091000,1
227,3035,10091000,10091000,1
228,3036,10091000,10091000,1
229,3037,10091000,10091000,1
230,3038,10091000,10091000,1
231,3039,10091000,10091000,1
232,10003,10091000,10091000,1
233,3041,10091000,10091000,1
234,3042,10091000,10091000,1
235,3043,10091000,10091000,1
236,3044,10091000,10091000,1
237,3045,10091000,10091000,1
238,3046,10091000,10091000,1
239,3047,10091000,10091000,1
240,3048,10091000,10091000,1
241,3049,10091000,10091000,1
242,10005,10091000,10091000,1
243,3051,10091000,10091000,1
244,3052,10091000,10091000,1
245,3053,10091000,10091000,1
246,3054,10091000,10091000,1
247,3055,10091000,10091000,1
248,3056,10091000,10091000,1
249,3057,10091000,10091000,1
250,3058,10091000,10091000,1
251,3059,10091000,10091000,1
252,3060,10091000,10091000,1
253,3061,10091000,10091000,1
254,3062,10091000,10091000,1
255,3063,10091000,10091000,1
256,3064,10091000,10091000,1
257,3065,10091000,10091000,1
258,3066,10091000,10091000,1
259,3067,10091000,10091000,1
260,3068,10091000,10091000,1
261,3069,10091000,10091000,1
262,3070,10091000,10091000,1
263,3071,10091000,10091000,1
264,3072,10091000,10091000,1
265,3073,10091000,10091000,1
266,3074,10091000,10091000,1
267,3075,10091000,10091000,1
268,3076,10091000,10091000,1
269,3077,10091000,10091000,1
270,3078,10091000,10091000,1
271,3079,10091000,10091000,1
272,3080,10091000,10091000,1
273,3081,10091000,10091000,1
274,3082,10091000,10091000,1
275,3083,10091000,10091000,1
276,3084,10091000,10091000,1
277,3085,10091000,10091000,1
278,3086,10091000,10091000,1
279,3087,10091000,10091000,1
280,3088,10091000,10091000,1
281,3089,10091000,10091000,1
282,3090,10091000,10091000,1
283,3091,10091000,10091000,1
284,3092,10091000,10091000,1
285,3093,10091000,10091000,1
286,3094,10091000,10091000,1
287,3095,10091000,10091000,1
288,3096,10091000,10091000,1
289,3097,10091000,10091000,1
290,3098,10091000,10091000,1
291,3099,10091000,10091000,1
292,3100,10091000,10091000,1
293,4011,10180200,10180200,1
294,4012,10180200,10180200,1
295,4013,10180200,10180200,1
296,4014,10180200,10180200,1
297,4011,10190100,10190100,1
298,4012,10190100,10190100,1
299,4013,10190100,10190100,1
300,4014,10190100,10190100,1
301,4011,10091000,10091000,1
302,4012,10091000,10091000,1
303,4013,10091000,10091000,1
304,4014,10091000,10091000,1
305,4021,10180200,10180200,1
306,4022,10180200,10180200,1
307,4023,10180200,10180200,1
308,4024,10180200,10180200,1
309,4021,10190100,10190100,1
310,4022,10190100,10190100,1
311,4023,10190100,10190100,1
312,4024,10190100,10190100,1
313,4021,10180200,10180200,1
314,4022,10180200,10180200,1
315,4023,10180200,10180200,1
316,4024,10180200,10180200,1
317,4021,10190100,10190100,1
318,4022,10190100,10190100,1
319,4023,10190100,10190100,1
320,4024,10190100,10190100,1
321,4021,10190300,10190300,1
322,4022,10190300,10190300,1
323,4023,10190300,10190300,1
324,4024,10190300,10190300,1
325,4031,10180200,10180200,1
326,4032,10180200,10180200,1
327,4033,10180200,10180200,1
328,4034,10180200,10180200,1
329,4031,10190100,10190100,1
330,4032,10190100,10190100,1
331,4033,10190100,10190100,1
332,4034,10190100,10190100,1
333,4031,10190300,10190300,1
334,4032,10190300,10190300,1
335,4033,10190300,10190300,1
336,4034,10190300,10190300,1
337,4041,10180200,10180200,1
338,4042,10180200,10180200,1
339,4043,10180200,10180200,1
340,4044,10180200,10180200,1
341,4041,10190100,10190100,1
342,4042,10190100,10190100,1
343,4043,10190100,10190100,1
344,4044,10190100,10190100,1
345,4041,10190300,10190300,1
346,4042,10190300,10190300,1
347,4043,10190300,10190300,1
348,4044,10190300,10190300,1
349,4051,10180200,10180200,1
350,4052,10180200,10180200,1
351,4053,10180200,10180200,1
352,4054,10180200,10180200,1
353,4051,10190100,10190100,1
354,4052,10190100,10190100,1
355,4053,10190100,10190100,1
356,4054,10190100,10190100,1
357,4051,10190300,10190300,1
358,4052,10190300,10190300,1
359,4053,10190300,10190300,1
360,4054,10190300,10190300,1
361,4051,10091000,10091000,1
362,4052,10091000,10091000,1
363,4053,10091000,10091000,1
364,4054,10091000,10091000,1
365,4061,10180200,10180200,1
366,4062,10180200,10180200,1
367,4063,10180200,10180200,1
368,4064,10180200,10180200,1
369,4061,10190100,10190100,1
370,4062,10190100,10190100,1
371,4063,10190100,10190100,1
372,4064,10190100,10190100,1
373,4061,10190300,10190300,1
374,4062,10190300,10190300,1
375,4063,10190300,10190300,1
376,4064,10190300,10190300,1
377,4061,10091000,10091000,1
378,4062,10091000,10091000,1
379,4063,10091000,10091000,1
380,4064,10091000,10091000,1
381,4071,10180200,10180200,1
382,4072,10180200,10180200,1
383,4073,10180200,10180200,1
384,4074,10180200,10180200,1
385,4071,10190100,10190100,1
386,4072,10190100,10190100,1
387,4073,10190100,10190100,1
388,4074,10190100,10190100,1
389,4071,10190300,10190300,1
390,4072,10190300,10190300,1
391,4073,10190300,10190300,1
392,4074,10190300,10190300,1
393,4071,10091000,10091000,1
394,4072,10091000,10091000,1
395,4073,10091000,10091000,1
396,4074,10091000,10091000,1
397,4081,10180200,10180200,1
398,4082,10180200,10180200,1
399,4083,10180200,10180200,1
400,4084,10180200,10180200,1
401,4081,10190100,10190100,1
402,4082,10190100,10190100,1
403,4083,10190100,10190100,1
404,4084,10190100,10190100,1
405,4081,10190300,10190300,1
406,4082,10190300,10190300,1
407,4083,10190300,10190300,1
408,4084,10190300,10190300,1
409,4081,10091000,10091000,1
410,4082,10091000,10091000,1
411,4083,10091000,10091000,1
412,4084,10091000,10091000,1
413,4091,10180200,10180200,1
414,4092,10180200,10180200,1
415,4093,10180200,10180200,1
416,4094,10180200,10180200,1
417,4091,10190100,10190100,1
418,4092,10190100,10190100,1
419,4093,10190100,10190100,1
420,4094,10190100,10190100,1
421,4091,10190300,10190300,1
422,4092,10190300,10190300,1
423,4093,10190300,10190300,1
424,4094,10190300,10190300,1
425,4091,10091000,10091000,1
426,4092,10091000,10091000,1
427,4093,10091000,10091000,1
428,4094,10091000,10091000,1
429,4101,10180200,10180200,1
430,4102,10180200,10180200,1
431,4103,10180200,10180200,1
432,4104,10180200,10180200,1
433,4101,10190100,10190100,1
434,4102,10190100,10190100,1
435,4103,10190100,10190100,1
436,4104,10190100,10190100,1
437,4101,10190300,10190300,1
438,4102,10190300,10190300,1
439,4103,10190300,10190300,1
440,4104,10190300,10190300,1
441,4101,10091000,10091000,1
442,4102,10091000,10091000,1
443,4103,10091000,10091000,1
444,4104,10091000,10091000,1
445,4111,10180200,10180200,1
446,4112,10180200,10180200,1
447,4113,10180200,10180200,1
448,4114,10180200,10180200,1
449,4111,10190100,10190100,1
450,4112,10190100,10190100,1
451,4113,10190100,10190100,1
452,4114,10190100,10190100,1
453,4111,10190300,10190300,1
454,4112,10190300,10190300,1
455,4113,10190300,10190300,1
456,4114,10190300,10190300,1
457,4111,10091000,10091000,1
458,4112,10091000,10091000,1
459,4113,10091000,10091000,1
460,4114,10091000,10091000,1
461,3053,15220100,15220100,1
462,3058,15220100,15220100,1
463,3062,15220100,15220100,1
464,3069,15220100,15220100,1
465,3072,15501000,15501000,1
466,3078,15501000,15501000,1
467,3082,15521000,15521000,1
468,3088,15521000,15521000,1
469,3092,15570000,15570000,1
470,3098,15570000,15570000,1
471,4013,15511000,15511000,1
472,4023,15312000,15312000,1
473,4023,15311000,15313000,1
474,4033,15030000,15030000,1
475,4033,15560002,15560000,1
476,4043,15160000,15160000,1
477,4053,15131000,15131000,1
478,4053,10160100,10160100,1
479,4063,15212200,15212200,1
480,4073,15502000,15502000,1
481,4081,15511000,15511000,1
482,4081,15090000,15090000,1
483,4081,32900,32900,2
484,4083,15511000,15511000,1
485,4091,15312000,15312000,1
486,4091,32900,32900,2
487,4091,10190000,10190000,1
488,4091,15050500,15050501,1
489,4093,15312000,15312000,1
490,4101,15030000,15030000,1
491,4101,32900,32900,2
492,4101,15560000,15560000,1
493,4103,15030000,15030000,1
494,4111,15160000,15160000,1
495,4111,32900,32900,2
496,4111,10190000,10190000,1
497,4111,15140000,15140001,1
498,4113,15160000,15160000,1
499,3001,10190300,10190300,1
500,3002,10190300,10190300,1
501,3003,10190300,10190300,1
502,3004,10190300,10190300,1
503,3005,10190300,10190300,1
504,3006,10190300,10190300,1
505,3007,10190300,10190300,1
506,3008,10190300,10190300,1
507,3009,10190300,10190300,1
508,10001,10190300,10190300,1
509,3011,10190300,10190300,1
510,3012,10190300,10190300,1
511,3013,10190300,10190300,1
512,3014,10190300,10190300,1
513,3015,10190300,10190300,1
514,3016,10190300,10190300,1
515,3017,10190300,10190300,1
516,3018,10190300,10190300,1
517,3019,10190300,10190300,1
518,10002,10190300,10190300,1
519,3021,10190300,10190300,1
520,3022,10190300,10190300,1
521,3023,10190300,10190300,1
522,3024,10190300,10190300,1
523,3025,10190300,10190300,1
524,3026,10190300,10190300,1
525,3027,10190300,10190300,1
526,3028,10190300,10190300,1
527,3029,10190300,10190300,1
528,10004,10190300,10190300,1
529,3031,10190300,10190300,1
530,3032,10190300,10190300,1
531,3033,10190300,10190300,1
532,3034,10190300,10190300,1
533,3035,10190300,10190300,1
534,3036,10190300,10190300,1
535,3037,10190300,10190300,1
536,3038,10190300,10190300,1
537,3039,10190300,10190300,1
538,10003,10190300,10190300,1
539,3041,10190300,10190300,1
540,3042,10190300,10190300,1
541,3043,10190300,10190300,1
542,3044,10190300,10190300,1
543,3045,10190300,10190300,1
544,3046,10190300,10190300,1
545,3047,10190300,10190300,1
546,3048,10190300,10190300,1
547,3049,10190300,10190300,1
548,10005,10190300,10190300,1
549,3051,10190300,10190300,1
550,3052,10190300,10190300,1
551,3053,10190300,10190300,1
552,3054,10190300,10190300,1
553,3055,10190300,10190300,1
554,3056,10190300,10190300,1
555,3057,10190300,10190300,1
556,3058,10190300,10190300,1
557,3059,10190300,10190300,1
558,3060,10190300,10190300,1
559,3061,10190300,10190300,1
560,3062,10190300,10190300,1
561,3063,10190300,10190300,1
562,3064,10190300,10190300,1
563,3065,10190300,10190300,1
564,3066,10190300,10190300,1
565,3067,10190300,10190300,1
566,3068,10190300,10190300,1
567,3069,10190300,10190300,1
568,3070,10190300,10190300,1
569,3071,10190300,10190300,1
570,3072,10190300,10190300,1
571,3073,10190300,10190300,1
572,3074,10190300,10190300,1
573,3075,10190300,10190300,1
574,3076,10190300,10190300,1
575,3077,10190300,10190300,1
576,3078,10190300,10190300,1
577,3079,10190300,10190300,1
578,3080,10190300,10190300,1
579,3081,10190300,10190300,1
580,3082,10190300,10190300,1
581,3083,10190300,10190300,1
582,3084,10190300,10190300,1
583,3085,10190300,10190300,1
584,3086,10190300,10190300,1
585,3087,10190300,10190300,1
586,3088,10190300,10190300,1
587,3089,10190300,10190300,1
588,3090,10190300,10190300,1
589,3091,10190300,10190300,1
590,3092,10190300,10190300,1
591,3093,10190300,10190300,1
592,3094,10190300,10190300,1
593,3095,10190300,10190300,1
594,3096,10190300,10190300,1
595,3097,10190300,10190300,1
596,3098,10190300,10190300,1
597,3099,10190300,10190300,1
598,3100,10190300,10190300,1
599,1001,30000,30000,9
600,1001,30000,30001,1
601,1001,30000,30002,2
602,1001,30000,30003,1
603,1001,30100,30100,8
604,1001,30100,30101,11
605,1001,30100,30102,7
606,1001,0,30200,9
607,1001,0,30300,1
608,1001,0,31700,1
609,1001,0,31701,1
610,1001,0,51000,1
611,1001,0,51001,1
612,1001,0,51002,1
613,1001,0,51004,1
614,1001,0,51005,1
615,1001,0,51006,1
616,1001,0,51007,1
617,1001,0,51008,1
618,1001,0,51009,1
619,1001,0,51010,1
620,1001,0,51011,1
621,1001,0,51012,1
622,1001,0,51013,1
623,1001,0,51014,1
624,1001,0,51016,1
625,1001,0,51100,1
626,1001,0,51101,1
627,1001,0,51102,1
628,1001,0,51104,1
629,1001,0,51105,1
630,1001,0,51106,1
631,1001,0,51107,1
632,1001,0,51108,1
633,1001,0,51109,1
634,1001,0,51110,1
635,1001,0,51111,1
636,1001,0,51112,1
637,1001,0,51114,1
638,1001,0,51116,1
639,1001,0,51117,1
640,1001,10020000,10020000,4
641,1001,10020000,10020001,2
642,1001,10020000,10020002,4
643,1001,10050000,10050001,1
644,1001,10050000,10050002,17
645,1001,10060000,10060002,5
646,1001,10070000,10070002,10
647,1001,10090000,10090006,1
648,1001,10180000,10180000,12
649,1001,10180000,10180001,1
650,1001,10180000,10180002,14
651,1001,10500000,10500002,15
652,1001,15301000,15301000,1
653,1002,30000,30000,11
654,1002,30000,30002,2
655,1002,30000,30003,1
656,1002,30100,30100,5
657,1002,30100,30101,7
658,1002,30100,30102,6
659,1002,0,30200,2
660,1002,0,30300,2
661,1002,0,31600,2
662,1002,0,31700,1
663,1002,0,31701,1
664,1002,0,31800,1
665,1002,32900,32900,3
666,1002,10010000,10010002,7
667,1002,10090000,10090002,4
668,1002,10090000,10090006,2
669,1002,10140000,10140002,4
670,1002,10180000,10180002,8
671,1002,10530000,10530002,8
672,1002,10550000,10550002,14
673,1002,10560100,10560102,15
674,1002,15430000,15430000,1
675,1003,30000,30000,4
676,1003,30000,30001,4
677,1003,30000,30002,2
678,1003,30000,30003,1
679,1003,0,30300,2
680,1003,31100,31100,14
681,1003,0,31700,1
682,1003,0,31701,1
683,1003,0,31800,1
684,1003,0,33000,8
685,1003,0,33100,1
686,1003,10010000,10010000,3
687,1003,10010000,10010002,9
688,1003,10060000,10060002,16
689,1003,10090000,10090002,6
690,1003,10090000,10090006,1
691,1003,10120000,10120002,5
692,1003,10180000,10180002,19
693,1003,10530000,10530002,12
694,1003,15040300,15040300,1
695,1004,30000,30000,9
696,1004,30000,30002,1
697,1004,30000,30003,1
698,1004,0,30300,2
699,1004,0,30950,7
700,1004,31200,31200,3
701,1004,31300,31300,49
702,1004,31400,31400,50
703,1004,0,31700,1
704,1004,0,31701,1
705,1004,0,31800,1
706,1004,32900,32900,4
707,1004,0,40070,1
708,1004,0,40100,1
709,1004,0,40210,1
710,1004,10020000,10020002,16
711,1004,10030000,10030002,18
712,1004,10070000,10070002,15
713,1004,10070000,10070010,2
714,1004,10100000,10100002,2
715,1004,10270000,10270002,16
716,1004,10530000,10530001,1
717,1004,10530000,10530002,17
718,1004,15090000,15090000,1
719,1005,30000,30000,8
720,1005,30000,30002,1
721,1005,30000,30003,1
722,1005,30100,30100,3
723,1005,30100,30101,5
724,1005,30100,30102,3
725,1005,0,30300,2
726,1005,0,30950,6
727,1005,0,31700,1
728,1005,0,31701,1
729,1005,0,31800,1
730,1005,32900,32900,3
731,1005,0,40050,1
732,1005,0,40210,1
733,1005,10050000,10050002,16
734,1005,10050000,10050010,2
735,1005,10130000,10130002,3
736,1005,10140000,10140002,10
737,1005,10270100,10270102,28
738,1005,10500000,10500002,10
739,1005,10540000,10540002,13
740,1005,15110000,15110000,1
741,1006,30000,30000,8
742,1006,30000,30002,1
743,1006,30000,30003,1
744,1006,0,30300,2
745,1006,30400,30400,10
746,1006,30400,30401,6
747,1006,30400,30402,4
748,1006,0,30500,4
749,1006,0,30600,1
750,1006,0,30700,2
751,1006,0,30800,4
752,1006,0,30801,3
753,1006,0,30802,2
754,1006,0,30950,10
755,1006,0,31700,1
756,1006,0,31701,1
757,1006,0,31800,1
758,1006,32900,32900,2
759,1006,0,40010,1
760,1006,0,40090,1
761,1006,0,40160,1
762,1006,10000000,10000002,29
763,1006,10000000,10000010,1
764,1006,10010200,10010201,3
765,1006,10010200,10010202,20
766,1006,10020000,10020002,17
767,1006,10090000,10090002,8
768,1006,10090000,10090003,2
769,1006,10180000,10180002,22
770,1006,10240000,10240002,2
771,1006,15050100,15050100,1
772,1007,30000,30000,8
773,1007,30000,30002,1
774,1007,30000,30003,1
775,1007,30100,30100,5
776,1007,30100,30101,7
777,1007,30100,30102,5
778,1007,0,30300,2
779,1007,0,30900,17
780,1007,0,31700,1
781,1007,0,31701,1
782,1007,0,31800,1
783,1007,32900,32900,2
784,1007,0,40060,2
785,1007,0,40160,1
786,1007,10030000,10030002,14
787,1007,10030200,10030202,16
788,1007,10040000,10040002,1
789,1007,10060000,10060002,17
790,1007,10060000,10060010,2
791,1007,10180100,10180102,22
792,1007,10500000,10500002,13
793,1007,10540100,10540102,10
794,1007,15040700,15040700,1
795,1008,30000,30000,4
796,1008,30000,30001,6
797,1008,30000,30002,2
798,1008,30000,30003,1
799,1008,0,30300,2
800,1008,0,31700,1
801,1008,0,31701,1
802,1008,0,31800,1
803,1008,32900,32900,2
804,1008,33800,33800,6
805,1008,0,33900,2
806,1008,10010200,10010202,13
807,1008,10080000,10080001,2
808,1008,10080000,10080002,8
809,1008,10080000,10080010,2
810,1008,10090500,10090500,3
811,1008,10090500,10090502,3
812,1008,10140000,10140002,9
813,1008,10160000,10160002,2
814,1008,10530000,10530002,18
815,1008,10560100,10560101,3
816,1008,10560100,10560102,7
817,1008,15040400,15040400,1
818,1009,30000,30000,4
819,1009,30000,30001,4
820,1009,30000,30002,2
821,1009,30000,30003,1
822,1009,0,30300,2
823,1009,0,31700,1
824,1009,0,31701,1
825,1009,0,31800,1
826,1009,32900,32900,2
827,1009,0,33500,4
828,1009,0,33501,1
829,1009,0,33502,2
830,1009,33800,33800,9
831,1009,0,33900,4
832,1009,0,40060,1
833,1009,0,40220,2
834,1009,0,40230,1
835,1009,0,40270,1
836,1009,10020100,10020102,18
837,1009,10030200,10030202,14
838,1009,10060400,10060402,18
839,1009,10060400,10060410,2
840,1009,10100300,10100302,3
841,1009,10180100,10180102,22
842,1009,10280100,10280102,11
843,1009,10540300,10540302,14
844,1009,15020000,15020000,1
845,1010,30000,30000,8
846,1010,30000,30002,1
847,1010,30000,30003,1
848,1010,0,30300,2
849,1010,30400,30400,16
850,1010,30400,30401,2
851,1010,30400,30402,6
852,1010,0,30500,3
853,1010,0,30600,1
854,1010,0,30700,1
855,1010,0,30800,3
856,1010,0,30801,3
857,1010,0,30802,3
858,1010,0,30950,5
859,1010,0,31700,1
860,1010,0,31701,1
861,1010,0,31800,1
862,1010,32900,32900,2
863,1010,0,40010,1
864,1010,0,40210,1
865,1010,10000000,10000002,15
866,1010,10000000,10000010,2
867,1010,10000200,10000202,13
868,1010,10020000,10020002,18
869,1010,10140000,10140002,8
870,1010,10150000,10150002,3
871,1010,10270000,10270002,16
872,1010,10510000,10510002,12
873,1010,15170000,15170000,1
874,1011,30000,30000,8
875,1011,30000,30002,1
876,1011,30000,30003,1
877,1011,0,30300,2
878,1011,0,30900,10
879,1011,31200,31200,1
880,1011,31300,31300,36
881,1011,31400,31400,29
882,1011,0,31700,1
883,1011,0,31701,1
884,1011,0,31800,1
885,1011,32900,32900,3
886,1011,0,40170,1
887,1011,0,40260,1
888,1011,10010100,10010102,13
889,1011,10060000,10060002,16
890,1011,10180300,10180302,21
891,1011,10230000,10230002,11
892,1011,10230000,10230010,2
893,1011,10250000,10250002,1
894,1011,10280100,10280102,14
895,1011,10530100,10530102,16
896,1011,15200000,15200000,1
897,1012,30000,30001,11
898,1012,30000,30002,2
899,1012,30000,30003,1
900,1012,0,30300,2
901,1012,0,30600,1
902,1012,0,30700,1
903,1012,0,31700,1
904,1012,0,31701,1
905,1012,0,31800,1
906,1012,0,32300,7
907,1012,0,32400,4
908,1012,0,32500,1
909,1012,0,32550,2
910,1012,0,32600,2
911,1012,0,32800,4
912,1012,32900,32900,2
913,1012,0,33200,1
914,1012,0,40070,1
915,1012,0,40090,1
916,1012,0,40270,2
917,1012,10040100,10040101,1
918,1012,10040100,10040102,5
919,1012,10070100,10070100,4
920,1012,10070100,10070101,4
921,1012,10070100,10070102,13
922,1012,10070100,10070110,2
923,1012,10090300,10090301,4
924,1012,10090300,10090302,4
925,1012,10270100,10270100,4
926,1012,10270100,10270101,5
927,1012,10270100,10270102,15
928,1012,10280000,10280001,2
929,1012,10280000,10280002,7
930,1012,10500200,10500201,1
931,1012,10500200,10500202,5
932,1012,10540300,10540300,3
933,1012,10540300,10540301,4
934,1012,10540300,10540302,9
935,1012,15100000,15100000,1
936,1013,30000,30000,2
937,1013,30000,30001,3
938,1013,30000,30002,2
939,1013,30000,30003,1
940,1013,0,30300,2
941,1013,31100,31100,13
942,1013,0,31700,1
943,1013,0,31701,1
944,1013,0,31800,1
945,1013,0,33000,8
946,1013,0,33100,1
947,1013,0,40100,1
948,1013,0,40110,1
949,1013,0,40160,1
950,1013,0,40230,1
951,1013,0,40350,3
952,1013,10020300,10020301,5
953,1013,10020300,10020302,8
954,1013,10050100,10050102,14
955,1013,10050100,10050110,3
956,1013,10100000,10100001,3
957,1013,10120100,10120100,3
958,1013,10120100,10120101,2
959,1013,10180100,10180102,9
960,1013,10230000,10230000,2
961,1013,10230000,10230002,5
962,1013,10530100,10530100,8
963,1013,15040900,15040900,1
964,1014,30000,30001,7
965,1014,30000,30002,2
966,1014,0,30300,2
967,1014,0,30600,1
968,1014,0,30700,2
969,1014,0,31700,1
