// SkillTableId,SkillTableSubId,Level,AwakeningId,SkillId
777,104000030,1,0,12003
778,104000030,1,0,12009
779,104000030,3,0,30115
780,104000030,6,0,12004
781,104000030,10,0,30006
782,104000030,13,0,12005
783,104000030,16,0,30107
784,104000030,20,0,12010
785,104000030,25,0,30057
786,104000030,30,0,12001
787,104000030,40,0,30058
788,104000030,50,0,12002
789,104000030,1,1,30111
790,104000030,1,2,30061
791,104000030,1,3,30100
792,104000030,1,4,30101
793,104000030,1,5,30114
794,104000040,1,0,12005
795,104000040,1,0,12001
796,104000040,1,0,12003
797,104000040,3,0,30115
798,104000040,6,0,12002
799,104000040,10,0,30006
800,104000040,13,0,12009
801,104000040,16,0,30017
802,104000040,20,0,12010
803,104000040,25,0,30008
804,104000040,30,0,12008
805,104000040,40,0,30014
806,104000040,50,0,12007
807,104000040,1,1,30100
808,104000040,1,2,30102
809,104000040,1,3,30111
810,104000040,1,4,30061
811,104000040,1,5,30114
812,104000050,1,0,10005
813,104000050,1,0,10003
814,104000050,1,0,10004
815,104000050,3,0,30006
816,104000050,6,0,10001
817,104000050,10,0,30009
818,104000050,13,0,10008
819,104000050,16,0,30000
820,104000050,20,0,10014
821,104000050,25,0,30008
822,104000050,30,0,10002
823,104000050,40,0,30072
824,104000050,50,0,10006
825,104000050,1,1,30100
826,104000050,1,2,30102
827,104000050,1,3,30062
828,104000050,1,4,30120
829,104000050,1,5,30121
830,104000060,1,0,12005
831,104000060,1,0,12004
832,104000060,1,0,30115
833,104000060,3,0,30000
834,104000060,6,0,12009
835,104000060,10,0,30006
836,104000060,13,0,12010
837,104000060,16,0,30107
838,104000060,20,0,12001
839,104000060,25,0,30060
840,104000060,30,0,12002
841,104000060,40,0,30059
842,104000060,50,0,12003
843,104000060,1,1,30111
844,104000060,1,2,30061
845,104000060,1,3,30100
846,104000060,1,4,30101
847,104000060,1,5,30114
848,104000070,1,0,12001
849,104000070,1,0,12002
850,104000070,1,0,12008
851,104000070,3,0,30115
852,104000070,6,0,12007
853,104000070,10,0,30000
854,104000070,13,0,12010
855,104000070,16,0,30066
856,104000070,20,0,12006
857,104000070,25,0,30058
858,104000070,30,0,12004
859,104000070,40,0,30024
860,104000070,50,0,30021
861,104000070,1,1,30106
862,104000070,1,2,30111
863,104000070,1,3,30056
864,104000070,1,4,30104
865,104000070,1,5,30105
866,104000080,1,0,12005
867,104000080,1,0,30014
868,104000080,1,0,12008
869,104000080,3,0,30115
870,104000080,6,0,12007
871,104000080,10,0,30017
872,104000080,13,0,12010
873,104000080,16,0,30012
874,104000080,20,0,12006
875,104000080,25,0,30006
876,104000080,30,0,12003
877,104000080,40,0,30008
878,104000080,50,0,12004
879,104000080,1,1,30062
880,104000080,1,2,30100
881,104000080,1,3,30102
882,104000080,1,4,30111
883,104000080,1,5,30114
884,104000090,1,0,4012
885,104000090,1,0,4003
886,104000090,1,0,4015
887,104000090,3,0,30001
888,104000090,6,0,4004
889,104000090,10,0,30304
890,104000090,13,0,30300
891,104000090,16,0,30310
892,104000090,20,0,30305
893,104000090,25,0,30301
894,104000090,30,0,30311
895,104000090,40,0,4011
896,104000090,50,0,4013
897,104000090,1,1,4005
898,104000090,1,2,30100
899,104000090,1,3,30101
900,104000090,1,4,30056
901,104000090,1,5,30121
902,104000100,1,0,12006
903,104000100,1,0,12004
904,104000100,1,0,12009
905,104000100,3,0,12008
906,104000100,6,0,12010
907,104000100,10,0,12007
908,104000100,13,0,12005
909,104000100,16,0,30006
910,104000100,20,0,12003
911,104000100,25,0,30008
912,104000100,30,0,12001
913,104000100,40,0,30115
914,104000100,50,0,12002
915,104000100,1,1,12011
916,104000100,1,2,30100
917,104000100,1,3,30102
918,104000100,1,4,30061
919,104000100,1,5,30114
920,104000110,1,0,12005
921,104000110,1,0,12004
922,104000110,1,0,12009
923,104000110,3,0,30115
924,104000110,6,0,12010
925,104000110,10,0,30057
926,104000110,13,0,12006
927,104000110,16,0,30058
928,104000110,20,0,12003
929,104000110,25,0,30107
930,104000110,30,0,30006
931,104000110,40,0,30060
932,104000110,50,0,30059
933,104000110,1,1,12011
934,104000110,1,2,30111
935,104000110,1,3,30061
936,104000110,1,4,30100
937,104000110,1,5,30114
938,104000120,1,0,12005
939,104000120,1,0,12003
940,104000120,1,0,12010
941,104000120,3,0,30115
942,104000120,6,0,12001
943,104000120,10,0,30006
944,104000120,13,0,12002
945,104000120,16,0,30012
946,104000120,20,0,12009
947,104000120,25,0,30014
948,104000120,30,0,12008
949,104000120,40,0,30017
950,104000120,50,0,12007
951,104000120,1,1,12011
952,104000120,1,2,30100
953,104000120,1,3,30102
954,104000120,1,4,30061
955,104000120,1,5,30114
956,104000130,1,0,12006
957,104000130,1,0,12001
958,104000130,1,0,30304
959,104000130,3,0,30115
960,104000130,6,0,12010
961,104000130,10,0,30310
962,104000130,13,0,12007
963,104000130,16,0,30300
964,104000130,20,0,12005
965,104000130,25,0,30305
966,104000130,30,0,12003
967,104000130,40,0,30311
968,104000130,50,0,30301
969,104000130,1,1,12011
970,104000130,1,2,30111
971,104000130,1,3,30061
972,104000130,1,4,30100
973,104000130,1,5,30114
974,105000010,1,0,10005
975,105000010,1,0,10002
976,105000010,1,0,10004
977,105000010,3,0,30006
978,105000010,6,0,10003
979,105000010,10,0,30009
980,105000010,13,0,10008
981,105000010,16,0,30107
982,105000010,20,0,10014
983,105000010,25,0,30072
984,105000010,30,0,10006
985,105000010,40,0,30059
986,105000010,50,0,10001
987,105000010,1,1,30056
988,105000010,1,2,30100
989,105000010,1,3,30101
990,105000010,1,4,30062
991,105000010,1,5,30121
992,105000020,1,0,4012
993,105000020,1,0,4003
994,105000020,1,0,30107
995,105000020,3,0,30009
996,105000020,6,0,4014
997,105000020,10,0,30011
998,105000020,13,0,4002
999,105000020,16,0,30110
1000,105000020,20,0,4004
1001,105000020,25,0,30057
1002,105000020,30,0,4016
1003,105000020,40,0,30058
1004,105000020,50,0,4017
1005,105000020,1,1,30101
1006,105000020,1,2,30113
1007,105000020,1,3,30103
1008,105000020,1,4,30062
1009,105000020,1,5,30109
1010,105000030,1,0,10001
1011,105000030,1,0,30300
1012,105000030,1,0,30001
1013,105000030,3,0,30302
1014,105000030,6,0,10003
1015,105000030,10,0,30110
1016,105000030,13,0,10013
1017,105000030,16,0,30009
1018,105000030,20,0,10014
1019,105000030,25,0,30040
1020,105000030,30,0,30301
1021,105000030,40,0,30041
1022,105000030,50,0,30303
1023,105000030,1,1,30101
1024,105000030,1,2,30103
1025,105000030,1,3,30046
1026,105000030,1,4,30062
1027,105000030,1,5,30064
1028,105000040,1,0,10008
1029,105000040,1,0,10012
1030,105000040,1,0,30002
1031,105000040,3,0,30019
1032,105000040,6,0,10002
1033,105000040,10,0,30023
1034,105000040,13,0,10013
1035,105000040,16,0,30005
1036,105000040,20,0,10014
1037,105000040,25,0,30300
1038,105000040,30,0,30301
1039,105000040,40,0,30308
1040,105000040,50,0,30309
1041,105000040,1,1,30063
1042,105000040,1,2,30065
1043,105000040,1,3,30056
1044,105000040,1,4,30104
1045,105000040,1,5,30105
1046,105000050,1,0,3001
1047,105000050,1,0,3003
1048,105000050,1,0,30009
1049,105000050,3,0,30107
1050,105000050,6,0,3013
1051,105000050,10,0,30110
1052,105000050,13,0,3005
1053,105000050,16,0,30011
1054,105000050,20,0,3011
1055,105000050,25,0,30108
1056,105000050,30,0,3007
1057,105000050,40,0,30112
1058,105000050,50,0,3004
1059,105000050,1,1,30101
1060,105000050,1,2,30046
1061,105000050,1,3,30103
1062,105000050,1,4,30113
1063,105000050,1,5,30109
1064,105000060,1,0,10001
1065,105000060,1,0,10002
1066,105000060,1,0,30001
1067,105000060,3,0,30308
