// UnitId,Name,Prefab,Animator,Collision,Radius,ChildUnitId,StageStartPrefab,StageStartY,StageStartZ,StageTouchY,StageTouchZ,Playable,Monster,Gimmick,Anger,Commander,Isolated,BaseBehaviour,SoundBehaviour,WeaponType,PoisonTimeCoef,ParalysisTimeCoef,SealedTimeCoef,QuestionTimeCoef,BlueRoseTimeCoef,CharmTimeCoef,BurningTimeCoef,InvalidQuake,GuardCoef,JustGuardTime,FlipHp,DownHp,FlipRecoverTime,DownRecoverTime,DownTime,LossDamage,LossTime,MoveSpeed,MoveSpeedAngry,RotSpeed,RotSpeedAngry,RangeMin,RangeMax,RangeMinAngry,RangeMaxAngry,BackStepSpeed,BackStepSpeedAngry,BackStepCoolTime,MonsterType,MonsterTypeAngry,VsBossType,BossCameraHeight,BossCameraNearDistance,BossCameraFarDistance,BossCameraNearRange,BossCameraFarRange,SearchRange,SearchAngle,LostRange,HomeRange,RoarId,AutoAttackRange,AutoAttackInterval,FindPriority,FindRangeMin,FindRangeMax,LeaveRange,ShowArrow,FindId,LeaveId,DefeatId,WarfareId,AngryId,BadStateBone,BadStateOffsetX,BadStateOffsetY,BadStateOffsetZ,DropOffsetY,ColDropPercentage,ColDropAmount,VpDropPercentage,VpDropAmount,EnemyKindId,DefragMatchLeaguePoint
102000040,"≪煌きの蒼き妖精≫アスナ　（ALO・細剣）","Prefabs/Characters/ch_asu","Animators/ch_asu/AsuAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,10,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000050,"≪水閃の煌星≫アスナ　（ALO・弓）","Prefabs/Characters/ch_asu","Animators/ch_asu/AsuBowAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",11,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,15,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,10,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000060,"≪流光の剣戟≫アスナ　（ALO・細剣）","Prefabs/Characters/ch_asu","Animators/ch_asu/AsuAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,15,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000070,"≪烈煌の剣閃≫アスナ　（SAO・細剣）","Prefabs/Characters/ch_asusa","Animators/ch_asu/AsusaRapierAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,15,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000080,"≪一条の閃光≫アスナ　（SAO・細剣）","Prefabs/Characters/ch_asusa","Animators/ch_asu/AsusaRapierAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,15,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000090,"≪慈愛の閃き≫アスナ　（SAO・片手剣）","Prefabs/Characters/ch_asusa","Animators/ch_asu/Asu1HandAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,20,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000100,"≪麗しき笑み≫アスナ　（ALO・細剣）","Prefabs/Characters/ch_asu","Animators/ch_asu/AsuAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,20,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000110,"≪まどろみの隣人≫アスナ　（SAO・細剣）","Prefabs/Characters/ch_asusa","Animators/ch_asu/AsusaRapierAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,20,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000120,"≪流麗なる剣士≫アスナ　（ALO・細剣）","Prefabs/Characters/ch_asu","Animators/ch_asu/AsuAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,25,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000130,"≪閃耀の刺突≫アスナ　（SAO・細剣）","Prefabs/Characters/ch_asusa","Animators/ch_asu/AsusaRapierAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,25,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
102000140,"≪情愛のまなざし≫アスナ　（ALO・細剣）","Prefabs/Characters/ch_asu","Animators/ch_asu/AsusaRapierAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,20,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000010,"≪翡翠の剣士≫リーファ　（ALO・片手剣）","Prefabs/Characters/ch_lea","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,5,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000020,"≪翠緑の剣影≫リーファ　（SAO・メイス）","Prefabs/Characters/ch_leasa","Animators/ch_lea/LeaMaceAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Center",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",10,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,10,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000030,"≪疾風の妖精≫リーファ　（ALO・片手剣）","Prefabs/Characters/ch_lea","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,10,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000040,"≪颯の刃≫リーファ　（SAO・片手剣）","Prefabs/Characters/ch_leasa","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,10,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000050,"≪春花の風剣≫リーファ　（SAO・細剣）","Prefabs/Characters/ch_leasa","Animators/ch_lea/LeaRapierAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,15,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000060,"≪迅速の嵐舞≫リーファ　（SAO・片手剣）","Prefabs/Characters/ch_leasa","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,15,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000070,"≪旋閃の疾刃≫リーファ　（ALO・片手剣）","Prefabs/Characters/ch_lea","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,15,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000080,"≪薫風の瞳≫リーファ　（ALO・片手剣）","Prefabs/Characters/ch_lea","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,15,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000090,"≪親密な微笑≫リーファ　（ALO・刀）","Prefabs/Characters/ch_lea","Animators/ch_lea/LeaKatanaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",6,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,20,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000100,"≪清爽なる風≫リーファ　（ALO・片手剣）","Prefabs/Characters/ch_lea","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,20,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000110,"≪爽風の笑み≫リーファ　（ALO・片手剣）","Prefabs/Characters/ch_lea","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,25,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000120,"≪疾駆する剣閃≫リーファ　（SAO・片手剣）","Prefabs/Characters/ch_leasa","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,25,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
103000130,"≪親愛の絆≫リーファ　（ALO・片手剣）","Prefabs/Characters/ch_lea","Animators/ch_lea/LeaAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",1,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,20,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
104000010,"≪必撃の妖精≫シノン　（ALO・弓）","Prefabs/Characters/ch_sin","Animators/ch_sin/SinAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",11,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,5,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,10,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
104000020,"≪信頼の微笑≫シノン　（SAO・細剣）","Prefabs/Characters/ch_sinsa","Animators/ch_sin/SinsaRapierAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Right",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",3,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,10,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,4,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
104000030,"≪飛躍の弓撃≫シノン　（SAO・弓）","Prefabs/Characters/ch_sinsa","Animators/ch_sin/SinsaBowAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",11,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,10,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,10,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
104000040,"≪氷麗の華弓≫シノン　（ALO・弓）","Prefabs/Characters/ch_sin","Animators/ch_sin/SinAnimatorController","CH_M",0,0,"Prefabs/Camera/Animation/camera_solo_Left",0,0,0,0,True,False,False,False,False,False,"CharaBehaviour","CharaSoundBehaviour",11,1,1,1,1,1,1,1,False,0.5,0.15,100,100,5,5,0.1,10,10,7,7,1440,1440,2,3,2,3,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,,10,3,999,20,40,40,True,,,,,,"Head",0,1,0,0,0,0,0,0,0,0
