// MonsterAttackId,Name,AttackCoef,FlipDamage,DownDamage,PoisonIncidence,SealedIncidence,QuestionIncidence,ReduceMaxHpIncidence,BurningIncidence,Quake,CanParry,KnockBack,KnockBackG,ForwardKnockBack,AttackType,PhysicsAttr,MagicAttr,SpellBlast,HitSe,WeakSe,ResistSe
58,"強スフィアドラゴ飛び道具",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
59,"ボム・スフィア攻撃1_体当たり",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
60,"ボム・スフィア攻撃2_自爆?",1.5,300,500,0,0,0,0,0,False,False,5,2,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
61,"ボム・スフィア攻撃3_飛び道具",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
62,"シルキー攻撃1_突進斬り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
63,"シルキー攻撃2_毒",1,100,25,100,0,0,0,0,False,False,2,1,False,0,0,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
64,"シルキー攻撃5_自爆",1,300,500,0,0,0,0,0,False,False,5,2,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
65,"シルキー攻撃1_突進斬り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
66,"シルキー攻撃2_毒",1,100,25,100,0,0,0,0,False,False,2,1,False,0,0,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
67,"シルキー攻撃5_自爆",1,300,500,0,0,0,0,0,False,False,5,2,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
68,"シルキー・ベイン攻撃1_突進斬り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
69,"シルキー・ベイン攻撃2_毒",1,100,25,0,0,100,0,0,False,False,2,1,False,0,0,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
70,"イビル・レイス攻撃1_風の弾",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
71,"イビル・レイス攻撃2_毒",1,100,25,100,0,0,0,0,False,False,2,1,False,0,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
72,"シルキー・ルーツ攻撃1_突進斬り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
73,"シルキー・ルーツ攻撃2_毒",1,100,25,0,100,0,0,0,False,False,2,1,False,0,0,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
74,"シルキー・ルーツ攻撃3_闇弾",0.5,100,25,0,0,0,0,0,False,False,2,1,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
75,"キリング・ポット攻撃1_回転斬り",1.3,150,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
76,"キリング・ポット攻撃2_前進斬り",1.3,200,50,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
77,"ブッチャー・ポット攻撃1_回転斬り",1.2,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
78,"ブッチャー・ポット攻撃2_前進斬り",1.2,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
79,"グリーフ・ドール攻撃1_回転斬り",1.4,200,50,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
80,"グリーフ・ドール攻撃2_前進斬り",1.4,250,100,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
81,"カラミティ・ドール攻撃1_回転斬り",1.3,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
82,"カラミティ・ドール攻撃2_前進斬り",1.3,150,50,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
83,"リザードマン攻撃１_剣",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
84,"ハイアー・リザード攻撃１_剣",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
85,"リザードフォーク攻撃1_剣",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
86,"リザードフォーク攻撃2_弾",1,100,25,0,0,0,0,0,False,False,2,1,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
87,"ディノサウロイド攻撃1_剣",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
88,"ベイン・オーバーリザード攻撃1_剣",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
89,"ベイン・オーバーリザード攻撃2_ブレス",1,100,25,0,0,50,0,0,False,False,2,1,False,1,0,5,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
90,"スケルトン攻撃1_突き",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
91,"スケルトン攻撃2_踏み込み2段払い",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
92,"スケルトン攻撃3_自爆",1,300,500,0,0,0,0,0,False,False,5,2,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
93,"カーズ・スカル攻撃1_突き",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
94,"カーズ・スカル攻撃2_踏み込み2段払い",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
95,"デス・トルーパー攻撃1_突き",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
96,"デス・トルーパー攻撃2_踏み込み2段払い",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
97,"デス・トルーパー攻撃3_自爆",1,300,500,0,0,0,0,0,False,False,5,2,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
98,"レヴェナント攻撃1_突き",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
99,"レヴェナント攻撃2_踏み込み2段払い",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
100,"レヴェナント攻撃3_光混乱ブレス",1,100,25,0,0,50,0,0,False,False,2,1,False,0,0,5,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
101,"レヴェナント攻撃4_自爆",1,300,500,0,0,0,0,0,False,False,5,2,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
102,"スカルノイド攻撃1_突き",1,100,25,0,0,0,0,0,False,True,2,1,False,0,3,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
103,"スカルノイド攻撃2_2段突き",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
104,"スカルノイド攻撃3_自爆",1.5,300,500,0,0,0,0,0,False,False,5,2,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
105,"スカルノイド攻撃4_銃射撃",0.8,100,25,0,0,0,0,0,False,False,2,1,False,1,0,3,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
106,"コボルド攻撃1_ハンマー2回殴り",1,100,25,0,0,0,0,0,False,True,0.5,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
107,"コボルド攻撃2_飛び込みハンマー",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
108,"チーフコボルド攻撃1_ハンマー2回殴り",1,100,25,0,0,0,0,0,False,True,0.5,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
109,"チーフコボルド攻撃2_飛び込みハンマー",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
110,"コボルド・バトラー攻撃1_ハンマー2回殴り",1,100,25,0,0,0,0,0,False,True,0.5,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
111,"コボルド・バトラー攻撃2_飛び込みハンマー",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
112,"コボルド・ワンダラー攻撃1_ハンマー2回殴り",1,100,25,0,0,0,0,0,False,True,0.5,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
113,"コボルド・ワンダラー攻撃2_飛び込みハンマー",1,100,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
114,"コボルド・ワンダラー攻撃2_火の粉1",1,10,10,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
115,"コボルド・ワンダラー攻撃2_火の粉2",1,10,10,0,0,0,0,0,False,False,2,1,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
116,"オーク攻撃1_斧殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
117,"オーク攻撃2_踏み込み斧殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
118,"オーク攻撃3_斧投げ",1,100,25,0,0,0,0,0,False,False,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
119,"オークダーティー攻撃1_斧殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
120,"オークダーティー攻撃2_踏み込み斧殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
121,"オークダーティー攻撃3_斧投げ",1,100,25,0,0,0,0,0,False,False,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
122,"オークウォリアー攻撃1_斧殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
123,"オークウォリアー攻撃2_踏み込み斧殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
124,"オークウォリアー攻撃3_斧投げ",1,100,25,0,0,0,0,0,False,False,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
125,"オークフォルテ攻撃1_斧殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
126,"オークフォルテ攻撃2_踏み込み斧殴り",1,100,25,0,0,0,0,0,False,True,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
127,"オークフォルテ攻撃３_斧投げ",1,100,25,0,0,0,0,0,False,False,2,1,False,0,1,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
128,"ゴーレム攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
129,"ゴーレム攻撃２回転",0.6,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
130,"ゴーレム攻撃３（自爆）",2,250,25,0,0,0,0,0,False,False,2,1,False,1,0,4,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
131,"グレートゴーレム攻撃１",0.5,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
132,"グレートゴーレム攻撃２投石",1,250,25,0,0,0,0,0,False,False,2,1,False,0,2,4,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
133,"グレートゴーレム攻撃２投石爆発",1,250,300,0,0,0,0,0,False,False,3,1,False,0,2,4,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
134,"コロッサス攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
135,"コロッサス攻撃２突進",1,250,500,0,0,25,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
136,"コロッサス攻撃３（自爆）",2,250,25,0,0,0,0,0,False,False,2,1,False,1,0,4,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
137,"フロストスタチュー攻撃１",1,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
138,"フロストスタチュー攻撃２回転",0.6,250,25,0,0,0,0,0,False,True,2,1,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
139,"フロストスタチュー攻撃3　氷の弾",1,250,25,0,0,0,0,0,False,False,2,1,False,0,2,2,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
