// CharaCommentId,Name,Hud,Multiplay,IsToPlayer,Priority,TextId,VoiceId,Forward,Backward,Once,CoolTime,WaitTime
61,"移動補助ギミックを発見",True,False,True,95,"TXT_CH_COM_QUE_037_{0}","{0}_QUE_037",True,False,False,20,3
62,"通路の開放",True,False,True,15,"TXT_CH_COM_QUE_038_{0}","{0}_QUE_038",True,True,False,10,4
63,"ミッションポイント発見",True,False,True,30,"TXT_CH_COM_QUE_041_{0}","{0}_QUE_041",True,False,False,10,3
64,"★１★２ミッション発生",True,False,True,30,"TXT_CH_COM_QUE_042_{0}","{0}_QUE_042",True,True,False,10,2
65,"★３ミッション発生",True,False,True,30,"TXT_CH_COM_QUE_043_{0}","{0}_QUE_043",True,True,False,10,2
66,"★４ミッション発生",True,False,True,30,"TXT_CH_COM_QUE_044_{0}","{0}_QUE_044",True,True,False,10,2
67,"★１★２ミッションクリア",True,False,True,30,"TXT_CH_COM_QUE_045_{0}","{0}_QUE_045",True,True,False,10,3
68,"★３ミッションクリア",True,False,True,30,"TXT_CH_COM_QUE_046_{0}","{0}_QUE_046",True,True,False,10,3
69,"★４ミッションクリア",True,False,True,30,"TXT_CH_COM_QUE_047_{0}","{0}_QUE_047",True,True,False,10,3
70,"モンスター発見",True,False,True,96,"TXT_CH_COM_QUE_048_{0}","{0}_QUE_048",True,False,False,15,4
71,"レジェンドボスを発見",True,False,True,19,"TXT_CH_COM_QUE_049_{0}","{0}_QUE_049",True,False,False,20,4
72,"フラグメント（S、M）獲得",True,False,True,54,"TXT_CH_COM_QUE_051_{0}","{0}_QUE_051",True,True,False,15,3
73,"フラグメント（L、LL）獲得",True,False,True,54,"TXT_CH_COM_QUE_052_{0}","{0}_QUE_052",True,True,False,15,3
74,"未解析ログ経験値達成",True,False,True,52,"TXT_CH_COM_QUE_053_{0}","{0}_QUE_053",True,True,False,15,3
75,"未解析ログ経験値達成（レア）",True,False,True,52,"TXT_CH_COM_QUE_054_{0}","{0}_QUE_054",True,True,False,15,3
76,"未解析ログ経験値達成（超レア)",True,False,True,52,"TXT_CH_COM_QUE_055_{0}","{0}_QUE_055",True,True,False,15,3
77,"エリア制圧",True,False,True,15,"TXT_CH_COM_QUE_056_{0}","{0}_QUE_056",True,True,False,10,3
78,"ステップ１",False,False,False,97,,"{0}_BTL_001",True,True,False,5,0
79,"ステップ２",False,False,False,97,,"{0}_BTL_002",True,True,False,5,0
80,"ガード１",False,False,False,97,,"{0}_BTL_004",True,True,False,5,0
81,"ガード２",False,False,False,97,,"{0}_BTL_005",True,True,False,5,0
82,"ガード３",False,False,False,97,,"{0}_BTL_006",True,True,False,5,0
83,"連撃途中１",False,False,False,97,,"{0}_BTL_007",True,False,False,0.1,0
84,"連撃途中２",False,False,False,97,,"{0}_BTL_008",True,False,False,0.1,0
85,"連撃途中３",False,False,False,97,,"{0}_BTL_009",True,False,False,0.1,0
86,"連撃最終１",False,False,False,97,,"{0}_BTL_010",True,False,False,0.1,0
87,"連撃最終２",False,False,False,97,,"{0}_BTL_011",True,False,False,0.1,0
88,"連撃最終３",False,False,False,97,,"{0}_BTL_012",True,False,False,0.1,0
89,"ヨロケ１",False,False,False,97,,"{0}_BTL_022",True,True,False,5,0
90,"ヨロケ２",False,False,False,97,,"{0}_BTL_023",True,True,False,5,0
91,"ヨロケ３",False,False,False,97,,"{0}_BTL_024",True,True,False,5,0
92,"ダウン１",False,False,False,97,,"{0}_BTL_025",True,True,False,5,0
93,"ダウン２",False,False,False,97,,"{0}_BTL_026",True,True,False,5,0
94,"ダウン３",False,False,False,97,,"{0}_BTL_027",True,True,False,5,0
95,"耐久値減少　中",True,False,False,26,"TXT_CH_COM_BTL_028_{0}","{0}_BTL_028",True,True,False,30,3
96,"耐久値減少　大",True,False,False,25,"TXT_CH_COM_BTL_029_{0}","{0}_BTL_029",True,True,False,30,3
97,"耐久値切れ",True,False,False,21,"TXT_CH_COM_BTL_030_{0}","{0}_BTL_030",True,True,False,30,2
98,"耐久値復活",True,False,False,20,"TXT_CH_COM_BTL_031_{0}","{0}_BTL_031",True,True,False,30,4
99,"仲間耐久値減少　中",True,False,False,26,"TXT_CH_COM_BTL_032_{0}","{0}_BTL_032",True,True,False,30,2
100,"仲間耐久値減少　大",True,False,False,25,"TXT_CH_COM_BTL_033_{0}","{0}_BTL_033",True,True,False,30,3
101,"仲間耐久値切れ",True,False,False,21,"TXT_CH_COM_BTL_034_{0}","{0}_BTL_034",True,True,False,30,3
102,"ザコ倒す",True,False,False,91,"TXT_CH_COM_QUE_056_{0}","{0}_QUE_056",True,True,False,30,4
103,"仲間がザコ倒す",True,False,False,90,"TXT_CH_COM_QUE_056_{0}","{0}_QUE_056",True,True,False,30,4
104,"ボスダウン",True,False,False,90,"TXT_CH_COM_BTL_037_{0}","{0}_BTL_037",True,True,False,30,3
105,"ボス倒す",True,False,False,90,"TXT_CH_COM_BTL_038_{0}","{0}_BTL_038",True,True,False,30,3
109,"回復受け",True,False,False,70,"TXT_CH_COM_BTL_042_{0}","{0}_BTL_042",True,True,False,30,4
110,"バフ受け",True,False,False,70,"TXT_CH_COM_BTL_043_{0}","{0}_BTL_043",True,True,False,30,4
111,"超攻撃スキル単発",True,True,False,32,"TXT_CH_COM_BTL_057_{0}","{0}_BTL_057",True,False,False,0.1,0.3
112,"超攻撃スキル乱舞",True,True,False,32,"TXT_CH_COM_BTL_058_{0}","{0}_BTL_058",True,False,False,0.1,0.3
113,"超攻撃スキル突進",True,True,False,32,"TXT_CH_COM_BTL_059_{0}","{0}_BTL_059",True,False,False,0.1,0.3
114,"超攻撃スキル範囲",True,True,False,32,"TXT_CH_COM_BTL_060_{0}","{0}_BTL_060",True,False,False,0.1,0.3
115,"超攻撃スキル飛び道具",True,True,False,32,"TXT_CH_COM_BTL_061_{0}","{0}_BTL_061",True,False,False,0.1,0.3
116,"超攻撃スキル単発 LV3カットイン用HUD抜き",False,False,False,32,"TXT_CH_COM_BTL_057_{0}","{0}_BTL_057",True,False,False,0.1,0.3
117,"超攻撃スキル乱舞 LV3カットイン用HUD抜き",False,False,False,32,"TXT_CH_COM_BTL_058_{0}","{0}_BTL_058",True,False,False,0.1,0.3
118,"超攻撃スキル突進 LV3カットイン用HUD抜き",False,False,False,32,"TXT_CH_COM_BTL_059_{0}","{0}_BTL_059",True,False,False,0.1,0.3
119,"超攻撃スキル範囲 LV3カットイン用HUD抜き",False,False,False,32,"TXT_CH_COM_BTL_060_{0}","{0}_BTL_060",True,False,False,0.1,0.3
120,"超攻撃スキル飛び道具 LV3カットイン用HUD抜き",False,False,False,32,"TXT_CH_COM_BTL_061_{0}","{0}_BTL_061",True,False,False,0.1,0.3
121,"超攻撃スキル汎用１",False,False,False,32,"TXT_CH_COM_BTL_062_{0}","{0}_BTL_062",True,False,False,0.1,0
122,"超攻撃スキル汎用２",False,False,False,32,"TXT_CH_COM_BTL_063_{0}","{0}_BTL_063",True,False,False,0.1,0
123,"超攻撃スキル汎用３",False,False,False,32,"TXT_CH_COM_BTL_064_{0}","{0}_BTL_064",True,False,False,0.1,0
124,"超攻撃スキル決め台詞１",True,True,False,32,"TXT_CH_COM_BTL_065_{0}","{0}_BTL_065",True,False,False,0.1,0.3
125,"超攻撃スキル決め台詞２",True,True,False,32,"TXT_CH_COM_BTL_066_{0}","{0}_BTL_066",True,False,False,0.1,0.3
126,"超攻撃スキル決め台詞３",True,True,False,32,"TXT_CH_COM_BTL_067_{0}","{0}_BTL_067",True,False,False,0.1,0.3
127,"回復自分",True,True,False,70,"TXT_CH_COM_BTL_068_{0}","{0}_BTL_068",True,True,False,30,2
128,"回復全員",True,True,False,70,"TXT_CH_COM_BTL_069_{0}","{0}_BTL_069",True,True,False,30,2
129,"バフ自分",True,True,False,70,"TXT_CH_COM_BTL_070_{0}","{0}_BTL_070",True,True,False,30,2
130,"バフ全員",True,True,False,70,"TXT_CH_COM_BTL_071_{0}","{0}_BTL_071",True,True,False,30,2
131,"攻撃力バフ",True,True,False,70,"TXT_CH_COM_BTL_072_{0}","{0}_BTL_072",True,True,False,30,2
132,"防御力バフ",True,True,False,70,"TXT_CH_COM_BTL_073_{0}","{0}_BTL_073",True,True,False,30,2
133,"移動速度アップ",True,True,False,70,"TXT_CH_COM_BTL_074_{0}","{0}_BTL_074",True,True,False,30,2
134,"デバフ発動",True,True,False,70,"TXT_CH_COM_BTL_075_{0}","{0}_BTL_075",True,True,False,30,2
135,"ハイド",True,True,False,70,"TXT_CH_COM_BTL_076_{0}","{0}_BTL_076",True,True,False,30,2
136,"アンロック",True,True,False,70,"TXT_CH_COM_BTL_077_{0}","{0}_BTL_077",True,True,False,30,2
137,"補助スキル汎用１",True,True,False,70,"TXT_CH_COM_BTL_078_{0}","{0}_BTL_078",True,True,False,30,2
138,"補助スキル汎用２",True,True,False,70,"TXT_CH_COM_BTL_079_{0}","{0}_BTL_079",True,True,False,30,2
139,"パッシブスキル発動",True,False,False,70,"TXT_CH_COM_BTL_080_{0}","{0}_BTL_080",True,True,False,30,2
140,"サーチスキル発動",True,True,False,70,"TXT_CH_COM_BTL_081_{0}","{0}_BTL_081",True,True,False,30,2
141,"毒受け",True,False,False,70,"TXT_CH_COM_BTL_082_{0}","{0}_BTL_082",True,True,False,30,2
142,"封印受け",True,False,False,70,"TXT_CH_COM_BTL_083_{0}","{0}_BTL_083",True,True,False,30,3
143,"混乱受け",True,False,False,70,"TXT_CH_COM_BTL_084_{0}","{0}_BTL_084",True,True,False,30,2
144,"地震受け",True,False,False,70,"TXT_CH_COM_BTL_085_{0}","{0}_BTL_085",True,True,False,30,2
145,"状態異常請け汎用",True,False,False,70,"TXT_CH_COM_BTL_086_{0}","{0}_BTL_086",True,True,False,30,2
146,"ジャストガード成功",True,False,False,70,"TXT_CH_COM_BTL_087_{0}","{0}_BTL_087",True,True,False,30,2
147,"パリィ成功",True,False,False,70,"TXT_CH_COM_BTL_088_{0}","{0}_BTL_088",True,True,False,30,2
148,"戦闘所感（劣勢）",True,False,True,100,"TXT_CH_COM_JOI_001_{0}","{0}_JOI_001",True,True,False,20,2
149,"戦闘所感（優勢）",True,False,True,100,"TXT_CH_COM_JOI_002_{0}","{0}_JOI_002",True,True,False,20,2
150,"スキル推奨",True,False,True,100,"TXT_CH_COM_JOI_003_{0}","{0}_JOI_003",True,True,False,20,2
151,"キャラ切り替え推奨",True,False,True,100,"TXT_CH_COM_JOI_004_{0}","{0}_JOI_004",True,True,False,20,2
152,"ボス戦推奨",True,False,True,100,"TXT_CH_COM_JOI_005_{0}","{0}_JOI_005",True,True,False,20,4
153,"プレイヤースキル要請",True,False,True,100,"TXT_CH_COM_JOI_016_{0}","{0}_JOI_016",True,True,False,20,3
154,"プレイヤースキル感謝",True,False,True,10,"TXT_CH_COM_JOI_017_{0}","{0}_JOI_017",True,True,False,20,3
155,"部屋離脱推奨",True,False,True,28,"TXT_CH_COM_JOI_018_{0}","{0}_JOI_018",True,True,False,20,3
156,"守護騎士系が多い",True,False,True,83,"TXT_CH_COM_JOI_042_{0}","{0}_JOI_042",True,False,False,20,4
157,"イビルグランサー系が多い",True,False,True,83,"TXT_CH_COM_JOI_043_{0}","{0}_JOI_043",True,False,False,20,4
158,"シルキー系が多い",True,False,True,83,"TXT_CH_COM_JOI_044_{0}","{0}_JOI_044",True,False,False,20,4
159,"ウズ系が多い",True,False,True,83,"TXT_CH_COM_JOI_045_{0}","{0}_JOI_045",True,False,False,20,4
160,"リザードマン系が多い",True,False,True,83,"TXT_CH_COM_JOI_046_{0}","{0}_JOI_046",True,False,False,20,4
161,"スケルトン系が多い",True,False,True,83,"TXT_CH_COM_JOI_047_{0}","{0}_JOI_047",True,False,False,20,4
162,"コボルド系が多い",True,False,True,83,"TXT_CH_COM_JOI_048_{0}","{0}_JOI_048",True,False,False,20,4
163,"オーク系が多い",True,False,True,83,"TXT_CH_COM_JOI_049_{0}","{0}_JOI_049",True,False,False,20,4
164,"ゴーレム系が多い",True,False,True,83,"TXT_CH_COM_JOI_050_{0}","{0}_JOI_050",True,False,False,20,4
165,"セルケト系が多い",True,False,True,83,"TXT_CH_COM_JOI_051_{0}","{0}_JOI_051",True,False,False,20,4
166,"ガーゴイル系が多い",True,False,True,83,"TXT_CH_COM_JOI_052_{0}","{0}_JOI_052",True,False,False,20,4
167,"グリフォン系が多い",True,False,True,83,"TXT_CH_COM_JOI_053_{0}","{0}_JOI_053",True,False,False,20,4
168,"ハーピー系が多い",True,False,True,83,"TXT_CH_COM_JOI_054_{0}","{0}_JOI_054",True,False,False,20,4
169,"ワイバーン系が多い",True,False,True,83,"TXT_CH_COM_JOI_055_{0}","{0}_JOI_055",True,False,False,20,4
170,"バジリスク系が多い",True,False,True,83,"TXT_CH_COM_JOI_056_{0}","{0}_JOI_056",True,False,False,20,4
171,"スライム系が多い",True,False,True,83,"TXT_CH_COM_JOI_057_{0}","{0}_JOI_057",True,False,False,20,4
172,"ルーンナイト系が多い",True,False,True,83,"TXT_CH_COM_JOI_058_{0}","{0}_JOI_058",True,False,False,20,4
173,"スカイクリーパー系が多い",True,False,True,83,"TXT_CH_COM_JOI_059_{0}","{0}_JOI_059",True,False,False,20,4
174,"ファントム系が多い",True,False,True,83,"TXT_CH_COM_JOI_060_{0}","{0}_JOI_060",True,False,False,20,4
175,"フラウロス系が多い",True,False,True,83,"TXT_CH_COM_JOI_061_{0}","{0}_JOI_061",True,False,False,20,4
176,"フーア系が多い",True,False,True,83,"TXT_CH_COM_JOI_062_{0}","{0}_JOI_062",True,False,False,20,4
177,"ブッカブー系が多い",True,False,True,83,"TXT_CH_COM_JOI_063_{0}","{0}_JOI_063",True,False,False,20,4
178,"クアジット系が多い",True,False,True,83,"TXT_CH_COM_JOI_064_{0}","{0}_JOI_064",True,False,False,20,4
179,"ボア系が多い",True,False,True,83,"TXT_CH_COM_JOI_065_{0}","{0}_JOI_065",True,False,False,20,4
180,"プラント系が多い",True,False,True,83,"TXT_CH_COM_JOI_066_{0}","{0}_JOI_066",True,False,False,20,4
181,"マッシュ系が多い",True,False,True,83,"TXT_CH_COM_JOI_067_{0}","{0}_JOI_067",True,False,False,20,4
182,"クラブ系が多い",True,False,True,83,"TXT_CH_COM_JOI_068_{0}","{0}_JOI_068",True,False,False,20,4
183,"アント系が多い",True,False,True,83,"TXT_CH_COM_JOI_069_{0}","{0}_JOI_069",True,False,False,20,4
184,"メカ系が多い",True,False,True,83,"TXT_CH_COM_JOI_070_{0}","{0}_JOI_070",True,False,False,20,4
185,"砲台系が多い",True,False,True,83,"TXT_CH_COM_JOI_071_{0}","{0}_JOI_071",True,False,False,20,4
186,"自爆するMobがいる",True,False,True,83,"TXT_CH_COM_JOI_072_{0}","{0}_JOI_072",True,False,False,20,4
187,"リザルト：レベルアップ",False,False,False,35,,"{0}_RES_001",True,True,False,5,0
188,"リザルト：プレイヤーランクアップ",False,False,False,35,,"{0}_RES_002",True,True,False,5,0
189,"リザルト：未解析ログ　開封",False,False,False,35,,"{0}_RES_003",True,True,False,5,0
190,"リザルト：画面遷移",False,False,False,35,,"{0}_RES_004",True,True,False,5,0
191,"前衛に出る１",True,False,False,97,"TXT_CH_COM_BTL_013_{0}","{0}_BTL_013",True,True,False,15,1
192,"前衛に出る２",True,False,False,97,"TXT_CH_COM_BTL_014_{0}","{0}_BTL_014",True,True,False,15,1
193,"前衛に出る３",True,False,False,97,"TXT_CH_COM_BTL_015_{0}","{0}_BTL_015",True,True,False,15,1
194,"スイッチ要請１",True,False,False,31,"TXT_CH_COM_BTL_016_{0}","{0}_BTL_016",True,True,False,0,0.1
195,"スイッチ要請２",True,False,False,31,"TXT_CH_COM_BTL_017_{0}","{0}_BTL_017",True,True,False,0,0.1
196,"スイッチ要請３",True,False,False,31,"TXT_CH_COM_BTL_018_{0}","{0}_BTL_018",True,True,False,0,0.1
197,"スイッチ要請承諾１",True,False,False,31,"TXT_CH_COM_BTL_019_{0}","{0}_BTL_019",True,True,False,0,1
198,"スイッチ要請承諾２",True,False,False,31,"TXT_CH_COM_BTL_020_{0}","{0}_BTL_020",True,True,False,0,1
199,"スイッチ要請承諾３",True,False,False,31,"TXT_CH_COM_BTL_021_{0}","{0}_BTL_021",True,True,False,0,1
200,"スイッチ要請４",False,False,False,97,"TXT_CH_COM_BTL_016_{0}","{0}_BTL_016",True,True,False,0,0
201,"スイッチ要請５",False,False,False,97,"TXT_CH_COM_BTL_017_{0}","{0}_BTL_017",True,True,False,0,0
202,"スイッチ要請６",False,False,False,97,"TXT_CH_COM_BTL_018_{0}","{0}_BTL_018",True,True,False,0,0
203,"スイッチ要請承諾４",False,False,False,97,"TXT_CH_COM_BTL_019_{0}","{0}_BTL_019",True,True,False,0,1
204,"スイッチ要請承諾５",False,False,False,97,"TXT_CH_COM_BTL_020_{0}","{0}_BTL_020",True,True,False,0,1
205,"スイッチ要請承諾６",False,False,False,97,"TXT_CH_COM_BTL_021_{0}","{0}_BTL_021",True,True,False,0,1
10000,"フィールド雑談（汎用1）",True,False,True,98,"TXT_CH_COM_JOI_014_{0}","{0}_JOI_014",True,True,True,30,4
10001,"フィールド雑談（汎用2）",True,False,True,98,"TXT_CH_COM_JOI_014_{0}","{0}_JOI_014",False,False,True,30,4
10002,"フィールド雑談（リコ所感・初期）",True,False,True,98,"TXT_CH_COM_JOI_015_{0}","{0}_JOI_015",True,True,True,30,4
10003,"フィールド雑談（リコ所感・慣れてきた）",True,False,True,98,"TXT_CH_COM_JOI_073_{0}","{0}_JOI_073",True,True,True,30,4
10004,"フィールド雑談（SAO1・1層西フィールド）",True,False,True,98,"TXT_CH_COM_JOI_008_{0}","{0}_JOI_008",True,True,True,30,4
10005,"フィールド雑談（SAO2・74層迷宮区）",True,False,True,98,"TXT_CH_COM_JOI_009_{0}","{0}_JOI_009",True,True,True,30,4
10006,"フィールド雑談（ALO1・世界樹の上）",True,False,True,98,"TXT_CH_COM_JOI_010_{0}","{0}_JOI_010",True,True,True,30,4
10007,"フィールド雑談（ALO2・スリュムヘイム）",True,False,True,98,"TXT_CH_COM_JOI_011_{0}","{0}_JOI_011",True,True,True,30,4
10008,"フィールド雑談（GGO1・廃墟都市）",True,False,True,98,"TXT_CH_COM_JOI_012_{0}","{0}_JOI_012",True,True,True,30,4
10009,"フィールド雑談（SAO3・ダナク）",True,False,True,98,"TXT_CH_COM_JOI_013_{0}","{0}_JOI_013",True,True,True,30,4
10010,"フィールド雑談（フローリア）",True,False,True,98,"TXT_CH_COM_JOI_019_{0}","{0}_JOI_019",True,True,True,30,4
10011,"フィールド雑談（迷宮区アジト）",True,False,True,98,"TXT_CH_COM_JOI_020_{0}","{0}_JOI_020",True,True,True,30,4
10012,"フィールド雑談（GGO砂漠＋洞窟）",True,False,True,98,"TXT_CH_COM_JOI_021_{0}","{0}_JOI_021",True,True,True,30,4
10013,"フィールド雑談（55層西の山）",True,False,True,98,"TXT_CH_COM_JOI_022_{0}","{0}_JOI_022",True,True,True,30,4
10014,"フィールド雑談（35層迷いの森・雪）",True,False,True,98,"TXT_CH_COM_JOI_023_{0}","{0}_JOI_023",True,True,True,30,4
10015,"フィールド雑談（中立区・古森）",True,False,True,98,"TXT_CH_COM_JOI_024_{0}","{0}_JOI_024",True,True,True,30,4
10016,"フィールド雑談（蝶の谷）",True,False,True,98,"TXT_CH_COM_JOI_025_{0}","{0}_JOI_025",True,True,True,30,4
10017,"フィールド雑談（SBCグロッケン）",True,False,True,98,"TXT_CH_COM_JOI_026_{0}","{0}_JOI_026",True,True,True,30,4
10018,"フィールド雑談（22層ログハウス周辺）",True,False,True,98,"TXT_CH_COM_JOI_027_{0}","{0}_JOI_027",True,True,True,30,4
10019,"フィールド雑談（パナレーゼ）",True,False,True,98,"TXT_CH_COM_JOI_028_{0}","{0}_JOI_028",True,True,True,30,4
10020,"フィールド雑談（メインメモリルーム）",True,False,True,98,"TXT_CH_COM_JOI_029_{0}","{0}_JOI_029",True,True,True,30,4
10021,"フィールド雑談（昼）",True,False,True,98,"TXT_CH_COM_JOI_030_{0}","{0}_JOI_030",True,True,True,30,4
10022,"フィールド雑談（夕方）",True,False,True,98,"TXT_CH_COM_JOI_031_{0}","{0}_JOI_031",True,True,True,30,4
10023,"フィールド雑談（夜）",True,False,True,98,"TXT_CH_COM_JOI_032_{0}","{0}_JOI_032",True,True,True,30,4
10024,"フィールド雑談（室内）",True,False,True,98,"TXT_CH_COM_JOI_033_{0}","{0}_JOI_033",True,True,True,30,4
10025,"フィールド雑談（水場）",True,False,True,98,"TXT_CH_COM_JOI_034_{0}","{0}_JOI_034",True,True,True,30,4
10026,"フィールド雑談（高い場所）",True,False,True,98,"TXT_CH_COM_JOI_035_{0}","{0}_JOI_035",True,True,True,30,4
10027,"フィールド雑談（風の強い場所）",True,False,True,98,"TXT_CH_COM_JOI_036_{0}","{0}_JOI_036",True,True,True,30,4
10028,"フィールド雑談（暑い場所）",True,False,True,98,"TXT_CH_COM_JOI_037_{0}","{0}_JOI_037",True,True,True,30,4
10029,"フィールド雑談（寒い場所）",True,False,True,98,"TXT_CH_COM_JOI_038_{0}","{0}_JOI_038",True,True,True,30,5
10030,"フィールド雑談（蒸し暑い場所）",True,False,True,98,"TXT_CH_COM_JOI_039_{0}","{0}_JOI_039",True,True,True,30,4
10031,"フィールド雑談（埃っぽい場所）",True,False,True,98,"TXT_CH_COM_JOI_040_{0}","{0}_JOI_040",True,True,True,30,4
10032,"フィールド雑談（起伏が激しい場所）",True,False,True,98,"TXT_CH_COM_JOI_041_{0}","{0}_JOI_041",True,True,True,30,4
10033,"MOBに回復用MOBが居るボス戦",True,False,True,14,"TXT_CH_COM_BTL_089_{0}","{0}_BTL_089",True,False,True,20,4
10034,"バフ使いMOBがいるボス戦",True,False,True,14,"TXT_CH_COM_BTL_090_{0}","{0}_BTL_090",True,False,True,20,4
10035,"強めの雑魚がいるボス戦",True,False,True,14,"TXT_CH_COM_BTL_091_{0}","{0}_BTL_091",True,False,True,20,4
10036,"ポップ間隔の激しいボス戦",True,False,True,14,"TXT_CH_COM_BTL_092_{0}","{0}_BTL_092",True,False,True,20,4
10037,"普通のMOBしかいないボス戦",True,False,True,14,"TXT_CH_COM_BTL_093_{0}","{0}_BTL_093",True,False,True,20,4
10038,"ボスの怒りモードに言及",True,False,True,14,"TXT_CH_COM_BTL_094_{0}","{0}_BTL_094",True,False,True,20,4
