// CharaAttackId,Name,AttackCoef,FlipDamage,DownDamage,PoisonIncidence,ParalysisIncidence,SealedIncidence,QuestionIncidence,BlueRoseIncidence,CharmIncidence,KnockBack,ForwardKnockBack,BreakInterval,WeaponSlot,AttackType,PhysicsAttr,MagicAttr,SpellBlast,HitSe,WeakSe,ResistSe
43,"メイス三段目",1,1000,0,0,0,0,0,0,0,1.2,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
44,"メイス四段目",1.5,1000,3000,0,0,0,0,0,0,1,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
45,"メイスステップ攻撃1",0.8,500,0,0,0,0,0,0,0,2,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
46,"メイスステップ攻撃2",1,100,1000,0,0,0,0,0,0,3,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
47,"メイスガードアタック",1,1000,500,0,0,0,0,0,0,3,False,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
48,"メイスチャージアタック",1.5,1000,500,0,0,0,0,0,0,5,False,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
49,"短剣一段目",1,2,0,0,0,0,0,0,0,0.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
50,"短剣二段目",1,2,0,0,0,0,0,0,0,0.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
51,"短剣三段目",1,2,0,0,0,0,0,0,0,0.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
52,"短剣四段目",1,2,0,0,0,0,0,0,0,0.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
53,"短剣五段目",1,2,0,0,0,0,0,0,0,0.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
54,"短剣六段目",1.5,2,100,0,0,0,0,0,0,0.5,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
55,"短剣ステップ攻撃1",1,500,0,0,0,0,0,0,0,2,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
56,"短剣ステップ攻撃2",1,1000,300,0,0,0,0,0,0,1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
57,"短剣ガードアタック",1,1000,1000,0,0,0,0,0,0,1,True,0,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
58,"短剣チャージアタック",2,1000,0,0,0,0,0,0,0,0,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
59,"【二刀流３】スターバースト・ストリーム（LV4：連撃）1",1.2,1000,1000,0,0,0,0,0,0,0,True,0.4,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
60,"【二刀流３】スターバースト・ストリーム（LV4：連撃）2",1.2,1000,1000,0,0,0,0,0,0,0,True,0.4,1,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
61,"【二刀流３】スターバースト・ストリーム（LV4：連撃）3",1.2,1000,1000,0,0,0,0,0,0,0,True,0.4,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
62,"【二刀流３】スターバースト・ストリーム（LV4：連撃）4",1.2,1000,1000,0,0,0,0,0,0,0,True,0.4,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
63,"【二刀流３】スターバースト・ストリーム（LV4：連撃）5",1.4,1000,1000,0,0,0,0,0,0,0,True,0.4,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
64,"【二刀流３】スターバースト・ストリーム（LV4：連撃）5左",1.4,1000,1000,0,0,0,0,0,0,0,True,0.4,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
65,"【二刀流３】スターバースト・ストリーム（LV4：連撃）6",1.4,1000,1000,0,0,0,0,0,0,0,True,0.4,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
66,"【二刀流３】スターバースト・ストリーム（LV4：連撃）6左",1.4,1000,1000,0,0,0,0,0,0,0,True,0.4,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
67,"【二刀流３】スターバースト・ストリーム（LV4：連撃）7",1.4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
68,"【二刀流３】スターバースト・ストリーム（LV4：連撃）7左",1.4,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
69,"【二刀流３】スターバースト・ストリーム（LV4：連撃）8",1.6,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
70,"【二刀流３】スターバースト・ストリーム（LV4：連撃）8左",1.6,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
71,"【二刀流３】スターバースト・ストリーム（LV4：連撃）9",1.6,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
72,"【二刀流３】スターバースト・ストリーム（LV4：連撃）9左",1.6,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
73,"【二刀流３】スターバースト・ストリーム（LV4：連撃）10",1.8,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
74,"【二刀流３】スターバースト・ストリーム（LV4：連撃）11",1.8,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
75,"【二刀流３】スターバースト・ストリーム（LV4：連撃）12",2,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
76,"【二刀流３】スターバースト・ストリーム（LV4：連撃）13",2,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
77,"【二刀流３】スターバースト・ストリーム（LV4：連撃）14",2,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
78,"【二刀流３】スターバースト・ストリーム（LV4：連撃）15",2.2,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
79,"【二刀流３】スターバースト・ストリーム（LV4：連撃）16",2.4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
80,"【二刀流３】スターバースト・ストリーム（LV4：連撃）17",2.4,1000,1000,0,0,0,0,0,0,3,True,0.3,1,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
81,"【二刀流5】ジ・イクリプス（LV5：連撃）1",1.1,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
82,"【二刀流5】ジ・イクリプス（LV5：連撃）2",1.1,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
83,"【二刀流5】ジ・イクリプス（LV5：連撃）3",1.1,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
84,"【二刀流5】ジ・イクリプス（LV5：連撃）4",1.2,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
85,"【二刀流5】ジ・イクリプス（LV5：連撃）5",1.2,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
86,"【二刀流5】ジ・イクリプス（LV5：連撃）6",1.2,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
87,"【二刀流5】ジ・イクリプス（LV5：連撃）7",1.3,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
88,"【二刀流5】ジ・イクリプス（LV5：連撃）8",1.3,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
89,"【二刀流5】ジ・イクリプス（LV5：連撃）9",1.3,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
90,"【二刀流5】ジ・イクリプス（LV5：連撃）10",1.4,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
91,"【二刀流5】ジ・イクリプス（LV5：連撃）11",1.4,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
92,"【二刀流5】ジ・イクリプス（LV5：連撃）12",1.4,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
93,"【二刀流5】ジ・イクリプス（LV5：連撃）13",1.5,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
94,"【二刀流5】ジ・イクリプス（LV5：連撃）14",1.5,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
95,"【二刀流5】ジ・イクリプス（LV5：連撃）15",1.5,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
96,"【二刀流5】ジ・イクリプス（LV5：連撃）16",1.8,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
97,"【二刀流5】ジ・イクリプス（LV5：連撃）17",1.8,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
98,"【二刀流5】ジ・イクリプス（LV5：連撃）18",1.8,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
99,"【二刀流5】ジ・イクリプス（LV5：連撃）19",2,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
100,"【二刀流5】ジ・イクリプス（LV5：連撃）20",2,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
101,"【二刀流5】ジ・イクリプス（LV5：連撃）21",2,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
102,"【二刀流5】ジ・イクリプス（LV5：連撃）22",2.2,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
103,"【二刀流5】ジ・イクリプス（LV5：連撃）23",2.5,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
104,"【二刀流5】ジ・イクリプス（LV5：連撃）24",2.5,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
105,"【二刀流5】ジ・イクリプス（LV5：連撃）25",2.5,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
106,"【二刀流5】ジ・イクリプス（LV5：連撃）26",2.5,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
107,"【二刀流5】ジ・イクリプス（LV5：連撃）27",2.5,1000,1000,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
108,"【二刀流5】ジ・イクリプス（LV5：連撃）28",4,1000,1000,0,0,0,0,0,0,0,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
109,"【二刀流１】ゲイル・スライサー（LV2：突進）",1.3,1000,1000,0,0,0,0,0,0,3,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
110,"【二刀流１】ゲイル・スライサー（LV2：突進）左",1.3,1000,1000,0,0,0,0,0,0,3,True,0.3,1,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
111,"【細剣２】カドラプル・ペイン（LV2：連撃）1",2,1000,0,0,0,0,0,0,0,0,True,0.3,0,0,1,0,False,"SE_HIT_CHR_SLASH_NOMAL","SE_HIT_CHR_SLASH_WEAK","SE_HIT_CHR_SLASH_RESIST"
112,"【細剣２】カドラプル・ペイン（LV2：連撃）2",2,1000,0,0,0,0,0,0,0,0,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
113,"【細剣２】カドラプル・ペイン（LV2：連撃）3",4,1000,0,0,0,0,0,0,0,0,True,0.3,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
114,"【細剣２】カドラプル・ペイン（LV2：連撃）4",4,1000,1000,0,0,0,0,0,0,0,True,0,0,0,3,0,False,"SE_HIT_CHR_THRUST_NOMAL","SE_HIT_CHR_THRUST_WEAK","SE_HIT_CHR_THRUST_RESIST"
115,"【片手棍１】レイジ・ブロウ（LV1：連撃）1",1.5,500,1000,0,0,0,0,0,0,1,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
116,"【片手棍１】レイジ・ブロウ（LV1：連撃）2",1.7,500,1000,0,0,0,0,0,0,1.5,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
117,"【片手棍１】レイジ・ブロウ（LV1：連撃）3",2.5,1000,3000,0,0,0,0,0,0,5,True,0,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
118,"【片手棍２】パワー・ストライク（LV2：範囲）1",4,1000,30000,0,0,0,0,0,0,1,True,0.2,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
119,"【片手棍２】パワー・ストライク（LV2：範囲）2",4,1000,1000,0,0,0,0,0,0,1,True,0.2,0,0,2,0,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
120,"水魔法１",2,1000,1000,0,0,0,0,0,0,1,False,0,2,1,0,2,False,"SE_HIT_CHR_BLOW_NOMAL","SE_HIT_CHR_BLOW_WEAK","SE_HIT_CHR_BLOW_RESIST"
