// MenuDisplayEnemyId,MenuDisplayEnemySetId,BossFlag,EnemyKindId
125,3006,True,15140000
126,3006,False,10060400
127,3006,False,10050000
128,3006,False,10030200
129,3007,True,15100000
130,3007,False,10080000
131,3007,False,10230000
132,3007,False,10040100
133,3008,True,15170000
134,3008,False,10500000
135,3008,False,10140000
136,3008,False,10130000
137,3009,True,15040900
138,3009,False,10180300
139,3009,False,10000000
140,3009,False,10120000
141,3010,True,15150000
142,3010,False,10080100
143,3010,False,10280000
144,3010,False,10160000
145,3011,True,15040400
146,3011,False,10050400
147,3011,False,10000000
148,3011,False,10090400
149,3012,True,15430000
150,3012,False,10500100
151,3012,False,10030000
152,3012,False,10260000
153,3013,True,15200000
154,3013,False,10180300
155,3013,False,10230000
156,3013,False,10250100
157,3014,True,15090000
158,3014,False,10020000
159,3014,False,10030000
160,3014,False,10160000
161,3015,True,15041100
162,3015,False,10070100
163,3015,False,10090300
164,3015,False,10260200
165,3016,True,15100100
166,3016,False,10060400
167,3016,False,10140100
168,3016,False,10240000
169,3017,True,15050100
170,3017,False,10080100
171,3017,False,10030200
172,3017,False,10130100
173,3018,True,15080100
174,3018,False,10050100
175,3018,False,10140000
176,3018,False,10040100
177,3019,True,15020000
178,3019,False,10560100
179,3019,False,10540200
180,3019,False,10090200
181,3020,True,15010000
182,3020,False,10050100
183,3020,False,10030200
184,3020,False,10260000
185,3021,True,15170100
186,3021,False,10010100
187,3021,False,10000000
188,3021,False,10150000
189,3022,True,15180000
190,3022,False,10070100
191,3022,False,10540100
192,3022,False,10260000
193,3023,True,15050500
194,3023,False,10270100
195,3023,False,10140300
196,3023,False,10150300
197,3024,True,15040500
198,3024,False,10060400
199,3024,False,10090500
200,3024,False,10100300
201,3025,True,15020100
202,3025,False,10080100
203,3025,False,10530000
204,3025,False,10160000
205,3026,True,15310000
206,3026,False,10070200
207,3026,False,10140100
208,3026,False,10250000
209,3027,True,15010100
210,3027,False,10080100
211,3027,False,10530200
212,3027,False,10030100
213,3028,True,15050300
214,3028,False,10020300
215,3028,False,10000000
216,3028,False,10120100
217,3029,True,15040700
218,3029,False,10050200
219,3029,False,10530200
220,3029,False,10160100
221,3030,True,15140100
222,3030,False,10060400
223,3030,False,10100300
224,3030,False,10040300
225,3031,True,15040100
226,3031,False,10060200
227,3031,False,10000200
228,3031,False,10120100
229,3032,True,15110100
230,3032,False,10050200
231,3032,False,10140200
232,3032,False,10150100
233,3033,True,15040600
234,3033,False,10560100
235,3033,False,10030300
236,3033,False,10040200
237,3034,True,15300000
238,3034,False,10080200
239,3034,False,10140300
240,3034,False,10160200
241,3035,True,15010200
242,3035,False,10070200
243,3035,False,10540200
244,3035,False,10120200
245,3036,True,15100200
246,3036,False,10060100
247,3036,False,10100100
248,3036,False,10040100
249,3037,True,15080200
250,3037,False,10070300
251,3037,False,10140100
252,3037,False,10240100
253,3038,True,15041000
254,3038,False,10050300
255,3038,False,10230000
256,3038,False,10100200
257,3039,True,15050400
258,3039,False,10050400
259,3039,False,10000100
260,3039,False,10130300
261,3040,True,15180100
262,3040,False,10060300
263,3040,False,10230100
264,3040,False,10250000
265,3041,True,15090100
266,3041,False,10060200
267,3041,False,10100200
268,3041,False,10040200
269,3042,True,15150100
270,3042,False,10050400
271,3042,False,10090400
272,3042,False,10260300
273,3043,True,15200100
274,3043,False,10060200
275,3043,False,10090300
276,3043,False,10130200
277,3044,True,15040200
278,3044,False,10070200
279,3044,False,10030300
280,3044,False,10250100
281,3045,True,15050200
282,3045,False,10050300
283,3045,False,10230000
284,3045,False,10040200
285,3046,True,15050000
286,3046,False,10230100
287,3046,False,10140300
288,3046,False,10150300
289,3047,True,15420000
290,3047,False,10080300
291,3047,False,10030300
292,3047,False,10150100
293,3048,True,15040800
294,3048,False,10060300
295,3048,False,10000100
296,3048,False,10120200
297,3049,True,15020200
298,3049,False,10070300
299,3049,False,10140400
300,3049,False,10150400
301,3050,True,15040000
302,3050,False,10500300
303,3050,False,10090400
304,3050,False,10050400
305,1019,True,15430000
306,1019,False,10510000
307,1019,False,10530000
308,1019,False,10160000
309,1020,True,15040100
310,1020,False,10070000
311,1020,False,10090000
312,1020,False,10130000
313,1021,True,15010000
314,1021,False,10500100
315,1021,False,10090200
316,1021,False,10260000
317,1022,True,15050300
318,1022,False,10270000
319,1022,False,10000000
320,1022,False,10150000
321,1023,True,15041100
322,1023,False,10060100
323,1023,False,10540300
324,1023,False,10160200
325,2009,True,15040400
326,2009,False,10050400
327,2009,False,10140400
328,2009,False,10150400
329,1024,True,15080000
330,1024,False,10050000
331,1024,False,10100000
332,1024,False,10120000
333,1025,True,15150100
334,1025,False,10020000
335,1025,False,10090100
336,1025,False,10240000
337,1026,True,15020200
338,1026,False,10080100
339,1026,False,10100300
340,1026,False,10040300
341,1027,True,15542000
342,1027,False,10020300
343,1027,False,10100200
344,1027,False,10260100
345,2010,True,15020200
346,2010,False,10070200
347,2010,False,10540100
348,2010,False,10240100
349,3051,True,15110000
350,3051,False,10020100
351,3051,False,10280000
352,3051,False,10260000
353,3052,True,15301000
354,3052,False,10070000
355,3052,False,10030100
356,3052,False,10130000
357,3053,True,15050300
358,3053,False,10550000
359,3053,False,10100100
360,3053,False,10160000
361,3054,True,15040200
362,3054,False,10180100
363,3054,False,10140100
364,3054,False,10040000
365,3055,True,15220000
366,3055,False,10070000
367,3055,False,10090000
368,3055,False,10230000
369,3056,True,15040900
370,3056,False,10270100
371,3056,False,10090300
372,3056,False,10260200
373,3057,True,15180000
374,3057,False,10010300
375,3057,False,10530000
376,3057,False,10250000
377,3058,True,15040700
378,3058,False,10270100
379,3058,False,10000200
380,3058,False,10150000
381,3059,True,15170000
382,3059,False,10500000
383,3059,False,10140000
384,3059,False,10130100
385,3060,True,15450000
386,3060,False,10020300
387,3060,False,10230100
388,3060,False,10040200
389,3061,True,15090000
390,3061,False,10510000
391,3061,False,10030100
392,3061,False,10130000
393,3062,True,15140000
394,3062,False,10060400
395,3062,False,10090500
396,3062,False,10260100
397,3063,True,15041000
398,3063,False,10010000
399,3063,False,10000100
400,3063,False,10250000
401,3064,True,15100100
402,3064,False,10270000
403,3064,False,10090200
404,3064,False,10160100
405,3065,True,15040600
406,3065,False,10020400
407,3065,False,10100300
408,3065,False,10120100
409,3066,True,15050500
410,3066,False,10560100
411,3066,False,10530000
412,3066,False,10240000
413,3067,True,15500000
414,3067,False,10050300
415,3067,False,10230000
416,3067,False,10150200
417,3068,True,15510000
418,3068,False,10070100
419,3068,False,10140300
420,3068,False,10040100
421,3069,True,15300000
422,3069,False,10500300
423,3069,False,10530200
424,3069,False,10260300
425,3070,True,15212100
426,3070,False,10060400
427,3070,False,10100000
428,3070,False,10160100
429,1028,True,15040800
430,1028,False,10180100
431,1028,False,10140100
432,1028,False,10250000
433,1029,True,15170100
434,1029,False,10010300
435,1029,False,10540100
436,1029,False,10160100
437,1030,True,15140100
438,1030,False,10050300
439,1030,False,10100300
440,1030,False,10120200
441,1031,True,15040500
442,1031,False,10270000
443,1031,False,10230100
444,1031,False,10260300
445,1032,True,15010200
446,1032,False,10060400
447,1032,False,10090500
448,1032,False,10150100
449,3071,True,15420000
450,3071,False,10510000
451,3071,False,10530000
452,3071,False,10160000
453,3072,True,15050400
454,3072,False,10070000
455,3072,False,10070100
456,3072,False,10070200
457,3073,True,15100200
458,3073,False,10060100
459,3073,False,10100100
460,3073,False,10040100
461,3074,True,15010100
462,3074,False,10180300
463,3074,False,10100300
464,3074,False,10120000
465,3075,True,15560000
466,3075,False,10530100
467,3075,False,10140100
468,3075,False,10240100
469,3076,True,15080100
470,3076,False,10180100
471,3076,False,10000000
472,3076,False,10250000
473,3077,True,15150000
474,3077,False,10070200
475,3077,False,10090300
476,3077,False,10150300
477,3078,True,15040800
478,3078,False,10510100
479,3078,False,10280100
480,3078,False,10250000
481,3079,True,15200000
482,3079,False,10050000
483,3079,False,10100000
484,3079,False,10120000
485,3080,True,15311000
486,3080,False,10060400
487,3080,False,10100300
488,3080,False,10250000
489,2011,True,15010100
490,2011,False,10080200
491,2011,False,10030000
492,2011,False,10150200
493,2012,True,15050200
494,2012,False,10070200
495,2012,False,10090100
496,2012,False,10120000
497,3081,True,15040700
498,3081,False,10050300
499,3081,False,10090500
500,3081,False,10150200
501,3082,True,15450000
502,3082,False,10180000
503,3082,False,10100100
504,3082,False,10130100
505,3083,True,15040400
506,3083,False,10010200
507,3083,False,10000300
508,3083,False,10150100
509,3084,True,15020200
510,3084,False,10080100
511,3084,False,10030300
512,3084,False,10040300
513,3085,True,15100100
514,3085,False,10060400
515,3085,False,10140100
516,3085,False,10240000
517,3086,True,15050200
518,3086,False,10510100
519,3086,False,10030100
520,3086,False,10160000
521,3087,True,15041100
522,3087,False,10080300
523,3087,False,10090200
524,3087,False,10250100
525,3088,True,15300000
526,3088,False,10070000
527,3088,False,10230000
528,3088,False,10040000
529,3089,True,15040200
530,3089,False,10500300
531,3089,False,10000100
532,3089,False,10130300
533,3090,True,15510000
534,3090,False,10020200
535,3090,False,10280000
536,3090,False,10260200
537,3091,True,15500000
538,3091,False,10090000
539,3091,False,10090300
540,3091,False,10090500
541,3092,True,15212100
542,3092,False,10060400
543,3092,False,10030200
544,3092,False,10120200
545,3093,True,15180000
546,3093,False,10050100
547,3093,False,10540100
548,3093,False,10100200
549,3094,True,15220000
550,3094,False,10010300
551,3094,False,10000300
552,3094,False,10150200
553,3095,True,15540000
554,3095,False,10020200
555,3095,False,10090300
556,3095,False,10260200
557,3096,True,15311000
558,3096,False,10510000
559,3096,False,10530100
560,3096,False,10260300
561,3097,True,15040000
562,3097,False,10180300
563,3097,False,10230000
564,3097,False,10250000
565,3098,True,15010200
566,3098,False,10020400
567,3098,False,10100300
568,3098,False,10120100
569,3099,True,15212000
570,3099,False,10060200
571,3099,False,10000100
572,3099,False,10040300
573,3100,True,15590000
574,3100,False,10070100
575,3100,False,10140300
576,3100,False,10130200
577,4011,True,15040900
578,4011,False,10180300
579,4011,False,10000200
580,4011,False,10120000
581,4012,True,15050400
582,4012,False,10510000
583,4012,False,10530100
584,4012,False,10040300
585,4013,True,15090000
586,4013,False,10020400
587,4013,False,10100300
588,4013,False,10090500
589,4014,True,15040600
590,4014,False,10070200
591,4014,False,10140300
592,4014,False,10150300
593,2013,True,15040100
594,2013,False,10510000
595,2013,False,10000000
596,2013,False,10040000
597,4021,True,15300000
598,4021,False,10050300
599,4021,False,10090400
600,4021,False,10040200
601,4022,True,15041000
602,4022,False,10080300
603,4022,False,10140300
604,4022,False,10260200
605,4023,True,15050500
606,4023,False,10500000
607,4023,False,10090100
608,4023,False,10250100
609,4024,True,15450000
610,4024,False,10060400
611,4024,False,10100300
612,4024,False,10040200
613,4031,True,15180000
614,4031,False,10050000
615,4031,False,10540000
616,4031,False,10150000
617,4032,True,15020100
618,4032,False,10540100
619,4032,False,10140400
620,4032,False,10250100
621,4033,True,15560000
622,4033,False,10050000
623,4033,False,10530100
624,4033,False,10160200
625,4034,True,15050000
626,4034,False,10540300
627,4034,False,10000100
628,4034,False,10040200
629,4041,True,15200000
630,4041,False,10530100
631,4041,False,10500000
632,4041,False,10090100
633,4042,True,15430000
634,4042,False,10530000
635,4042,False,10510000
636,4042,False,10040200
637,4043,True,15140000
638,4043,False,10020100
639,4043,False,10230100
640,4043,False,10090400
641,4044,True,15212000
642,4044,False,10000000
643,4044,False,10000300
644,4044,False,10280000
645,4051,True,15200100
646,4051,False,10070200
647,4051,False,10280100
648,4051,False,10040200
649,4052,True,15010100
650,4052,False,10060200
651,4052,False,10090500
652,4052,False,10280000
653,4053,True,15420000
654,4053,False,10020400
655,4053,False,10030400
656,4053,False,10510000
657,4054,True,15550000
658,4054,False,10260200
659,4054,False,10050000
660,4054,False,10040200
661,4061,True,15050100
662,4061,False,10020200
663,4061,False,10040200
664,4061,False,10090300
665,4062,True,15040300
666,4062,False,10000300
667,4062,False,10080300
668,4062,False,10010100
669,4063,True,15040100
670,4063,False,10530200
671,4063,False,10050000
672,4063,False,10230000
673,4064,True,15530000
674,4064,False,10180300
675,4064,False,10040200
676,4064,False,10140200
677,4071,True,15200000
678,4071,False,10060000
679,4071,False,10060500
680,4071,False,10250300
681,4072,True,15140000
682,4072,False,10060400
683,4072,False,10090500
684,4072,False,10100300
685,4073,True,15020100
686,4073,False,10060100
687,4073,False,10060200
688,4073,False,10060500
689,4074,True,15100200
690,4074,False,10090300
691,4074,False,10250000
692,4074,False,10250300
693,4081,True,15090000
694,4081,False,10020400
695,4081,False,10100300
696,4081,False,10090500
697,4082,True,15440000
698,4082,False,10060400
699,4082,False,10050100
700,4082,False,10500100
701,4083,True,15010200
702,4083,False,10540000
703,4083,False,10050000
704,4083,False,10240100
705,4084,True,15212100
706,4084,False,10050000
707,4084,False,10230200
708,4084,False,10280000
709,4091,True,15050500
710,4091,False,10500000
711,4091,False,10090100
712,4091,False,10250100
713,4092,True,15040700
714,4092,False,10530000
715,4092,False,10510000
716,4092,False,10040200
717,4093,True,15040400
718,4093,False,10060400
719,4093,False,10590000
720,4093,False,10040200
721,4094,True,15520000
722,4094,False,10050000
723,4094,False,10230200
724,4094,False,10280000
725,4101,True,15560000
726,4101,False,10050000
727,4101,False,10530100
728,4101,False,10160200
729,4102,True,15550000
730,4102,False,10020200
731,4102,False,10090300
732,4102,False,10080400
733,4103,True,15041100
734,4103,False,10140300
735,4103,False,10090300
736,4103,False,10080400
737,4104,True,15040200
738,4104,False,10540300
739,4104,False,10090300
740,4104,False,10080400
741,4111,True,15140000
742,4111,False,10020100
743,4111,False,10230100
744,4111,False,10090400
745,4112,True,15301000
746,4112,False,10000100
747,4112,False,10050400
748,4112,False,10510000
749,4113,True,15050400
750,4113,False,10000100
751,4113,False,10230100
752,4113,False,10090400
753,4114,True,15040000
754,4114,False,10000100
755,4114,False,10140400
756,4114,False,10130300
757,4945,True,15590000
758,4945,False,10090500
759,4945,False,10080400
760,4945,False,10280100
