// QuestRareDropId,QuestSceneId,UnitId,CommonRewardType,CommonRewardId,CommonRewardNum,StrengthMin,StrengthMax,PropertyTableSubId,DropRate
65,3005,15500001,2,120000004,1,15,25,30080,0.8
66,3015,15510001,2,101000010,1,25,35,20000,0.8
67,3025,15220000,1,103000110,1,0,0,10084,0.8
68,3035,15212000,1,102000130,1,0,0,10024,0.8
69,3045,15311001,1,101000130,1,0,0,10014,0.8
70,10001,15150400,3,170001,1,0,0,0,0.8
71,10005,15040200,3,150010,1,0,0,0,0.8
72,2009,15040400,1,109000120,1,0,0,10132,0.8
73,2010,15020200,1,110000120,1,0,0,10152,0.8
74,3051,15110000,3,110044,1,0,0,0,0.8
75,3052,15301000,3,110024,1,0,0,0,0.8
76,3053,15050300,3,110034,1,0,0,0,0.8
77,3054,15040200,3,110054,1,0,0,0,0.8
78,3055,15220000,1,106000140,1,0,0,10024,0.8
79,3056,15040900,3,130540,1,0,0,0,0.8
80,3057,15180000,3,121000,1,0,0,0,0.8
81,3058,15040700,3,120990,1,0,0,0,0.8
82,3059,15170000,3,121010,1,0,0,0,0.8
83,3060,15450000,1,110000140,1,0,0,10144,0.8
84,3061,15090000,3,130420,1,0,0,0,0.8
85,3062,15140000,3,120560,1,0,0,0,0.8
86,3063,15041000,3,110670,1,0,0,0,0.8
87,3064,15100100,3,120570,1,0,0,0,0.8
88,3065,15040600,3,121020,1,0,0,0,0.8
89,3066,15050500,3,110250,1,0,0,0,0.8
90,3067,15500000,3,110240,1,0,0,0,0.56
91,3068,15510000,3,110260,1,0,0,0,0.8
92,3069,15300000,2,107000006,1,69,69,20015,0.8
93,3070,15212100,3,120430,1,0,0,0,0.8
94,3065,15520000,1,109000140,1,0,0,10135,0.8
95,3053,15220100,1,102000160,1,0,0,10075,0.16
96,3058,15220100,1,102000160,1,0,0,10075,0.32
97,3062,15220100,1,102000160,1,0,0,10075,0.48
98,3069,15220100,1,102000160,1,0,0,10075,0.8
99,3068,15180000,3,110620,1,0,0,0,0.8
100,3071,15420000,3,120251,1,0,0,0,0.8
101,3072,15050400,3,120550,1,0,0,0,0.8
102,3073,15100200,3,120241,1,0,0,0,0.8
103,3074,15010100,1,104000150,1,0,0,10124,0.8
104,3075,15560000,3,130180,1,0,0,0,0.8
105,3076,15080100,3,120261,1,0,0,0,0.8
106,3077,15150000,3,130680,1,0,0,0,0.8
107,3078,15040800,3,110700,1,0,0,0,0.8
108,3079,15200000,2,115000005,1,79,79,20080,0.56
109,3080,15311000,3,110690,1,0,0,0,0.8
110,3075,15440000,1,106000150,1,0,0,10180,0.8
111,3072,15501000,3,190001,1,0,0,0,0.4
112,3072,15501000,3,200001,1,0,0,0,0.2
113,3072,15501000,3,210001,1,0,0,0,0.2
114,3078,15501000,1,105000140,1,0,0,10170,0.8
115,3051,10190100,3,190000,1,0,0,0,0.15
116,3051,10190100,3,200000,1,0,0,0,0.075
117,3051,10190100,3,210000,1,0,0,0,0.075
118,3052,10190100,3,190000,1,0,0,0,0.15
119,3052,10190100,3,200000,1,0,0,0,0.075
120,3052,10190100,3,210000,1,0,0,0,0.075
121,3053,10190100,3,190000,1,0,0,0,0.15
122,3053,10190100,3,200000,1,0,0,0,0.075
123,3053,10190100,3,210000,1,0,0,0,0.075
124,3054,10190100,3,190000,1,0,0,0,0.15
125,3054,10190100,3,200000,1,0,0,0,0.075
126,3054,10190100,3,210000,1,0,0,0,0.075
127,3055,10190100,3,190000,1,0,0,0,0.15
128,3055,10190100,3,200000,1,0,0,0,0.075
129,3055,10190100,3,210000,1,0,0,0,0.075
130,3056,10190100,3,190000,1,0,0,0,0.15
131,3056,10190100,3,200000,1,0,0,0,0.075
132,3056,10190100,3,210000,1,0,0,0,0.075
133,3057,10190100,3,190000,1,0,0,0,0.15
134,3057,10190100,3,200000,1,0,0,0,0.075
135,3057,10190100,3,210000,1,0,0,0,0.075
136,3058,10190100,3,190000,1,0,0,0,0.15
137,3058,10190100,3,200000,1,0,0,0,0.075
138,3058,10190100,3,210000,1,0,0,0,0.075
139,3059,10190100,3,190000,1,0,0,0,0.15
140,3059,10190100,3,200000,1,0,0,0,0.075
141,3059,10190100,3,210000,1,0,0,0,0.075
142,3060,10190100,3,190000,1,0,0,0,0.15
143,3060,10190100,3,200000,1,0,0,0,0.075
144,3060,10190100,3,210000,1,0,0,0,0.075
145,3061,10190100,3,190000,1,0,0,0,0.15
146,3061,10190100,3,200000,1,0,0,0,0.075
147,3061,10190100,3,210000,1,0,0,0,0.075
148,3062,10190100,3,190000,1,0,0,0,0.15
149,3062,10190100,3,200000,1,0,0,0,0.075
150,3062,10190100,3,210000,1,0,0,0,0.075
151,3063,10190100,3,190000,1,0,0,0,0.15
152,3063,10190100,3,200000,1,0,0,0,0.075
153,3063,10190100,3,210000,1,0,0,0,0.075
154,3064,10190100,3,190000,1,0,0,0,0.15
155,3064,10190100,3,200000,1,0,0,0,0.075
156,3064,10190100,3,210000,1,0,0,0,0.075
157,3065,10190100,3,190000,1,0,0,0,0.15
158,3065,10190100,3,200000,1,0,0,0,0.075
159,3065,10190100,3,210000,1,0,0,0,0.075
160,3066,10190100,3,190000,1,0,0,0,0.15
161,3066,10190100,3,200000,1,0,0,0,0.075
162,3066,10190100,3,210000,1,0,0,0,0.075
163,3067,10190100,3,190000,1,0,0,0,0.15
164,3067,10190100,3,200000,1,0,0,0,0.075
165,3067,10190100,3,210000,1,0,0,0,0.075
166,3068,10190100,3,190000,1,0,0,0,0.15
167,3068,10190100,3,200000,1,0,0,0,0.075
168,3068,10190100,3,210000,1,0,0,0,0.075
169,3069,10190100,3,190000,1,0,0,0,0.15
170,3069,10190100,3,200000,1,0,0,0,0.075
171,3069,10190100,3,210000,1,0,0,0,0.075
172,3070,10190100,3,190000,1,0,0,0,0.15
173,3070,10190100,3,200000,1,0,0,0,0.075
174,3070,10190100,3,210000,1,0,0,0,0.075
175,3071,10190100,3,190000,1,0,0,0,0.15
176,3071,10190100,3,200000,1,0,0,0,0.075
177,3071,10190100,3,210000,1,0,0,0,0.075
178,3072,10190100,3,190000,1,0,0,0,0.15
179,3072,10190100,3,200000,1,0,0,0,0.075
180,3072,10190100,3,210000,1,0,0,0,0.075
181,3073,10190100,3,190000,1,0,0,0,0.15
182,3073,10190100,3,200000,1,0,0,0,0.075
183,3073,10190100,3,210000,1,0,0,0,0.075
184,3074,10190100,3,190000,1,0,0,0,0.15
185,3074,10190100,3,200000,1,0,0,0,0.075
186,3074,10190100,3,210000,1,0,0,0,0.075
187,3075,10190100,3,190000,1,0,0,0,0.15
188,3075,10190100,3,200000,1,0,0,0,0.075
189,3075,10190100,3,210000,1,0,0,0,0.075
190,3076,10190100,3,190000,1,0,0,0,0.15
191,3076,10190100,3,200000,1,0,0,0,0.075
192,3076,10190100,3,210000,1,0,0,0,0.075
193,3077,10190100,3,190000,1,0,0,0,0.15
194,3077,10190100,3,200000,1,0,0,0,0.075
195,3077,10190100,3,210000,1,0,0,0,0.075
196,3078,10190100,3,190000,1,0,0,0,0.15
197,3078,10190100,3,200000,1,0,0,0,0.075
198,3078,10190100,3,210000,1,0,0,0,0.075
199,3079,10190100,3,190000,1,0,0,0,0.15
200,3079,10190100,3,200000,1,0,0,0,0.075
201,3079,10190100,3,210000,1,0,0,0,0.075
202,3080,10190100,3,190000,1,0,0,0,0.15
203,3080,10190100,3,200000,1,0,0,0,0.075
204,3080,10190100,3,210000,1,0,0,0,0.075
205,2011,15010100,1,111000070,1,0,0,10022,0.8
206,2012,15050200,1,112000070,1,0,0,10022,0.8
207,3081,15040700,2,108000007,1,81,81,20090,0.8
208,3082,15450000,3,130080,1,0,0,0,0.8
209,3083,15040400,3,120370,1,0,0,0,0.8
210,3084,15020200,3,130060,1,0,0,0,0.8
211,3085,15100100,3,120380,1,0,0,0,0.8
212,3086,15050200,3,120410,1,0,0,0,0.8
213,3087,15041100,3,130720,1,0,0,0,0.8
214,3088,15300000,3,130070,1,0,0,0,0.8
215,3089,15040200,3,120710,1,0,0,0,0.8
216,3090,15510000,1,103000170,1,0,0,10190,0.8
217,3085,15530000,1,108000130,1,0,0,10190,0.8
218,3082,15521000,1,104000210,1,0,0,10200,0.48
219,3088,15521000,1,104000210,1,0,0,10200,0.8
220,3081,10190100,3,190000,1,0,0,0,0.15
221,3081,10190100,3,200000,1,0,0,0,0.075
222,3081,10190100,3,210000,1,0,0,0,0.075
223,3082,10190100,3,190000,1,0,0,0,0.15
224,3082,10190100,3,200000,1,0,0,0,0.075
225,3082,10190100,3,210000,1,0,0,0,0.075
226,3083,10190100,3,190000,1,0,0,0,0.15
227,3083,10190100,3,200000,1,0,0,0,0.075
228,3083,10190100,3,210000,1,0,0,0,0.075
229,3084,10190100,3,190000,1,0,0,0,0.15
230,3084,10190100,3,200000,1,0,0,0,0.075
231,3084,10190100,3,210000,1,0,0,0,0.075
232,3085,10190100,3,190000,1,0,0,0,0.15
233,3085,10190100,3,200000,1,0,0,0,0.075
234,3085,10190100,3,210000,1,0,0,0,0.075
235,3086,10190100,3,190000,1,0,0,0,0.15
236,3086,10190100,3,200000,1,0,0,0,0.075
237,3086,10190100,3,210000,1,0,0,0,0.075
238,3087,10190100,3,190000,1,0,0,0,0.15
239,3087,10190100,3,200000,1,0,0,0,0.075
240,3087,10190100,3,210000,1,0,0,0,0.075
241,3088,10190100,3,190000,1,0,0,0,0.15
242,3088,10190100,3,200000,1,0,0,0,0.075
243,3088,10190100,3,210000,1,0,0,0,0.075
244,3089,10190100,3,190000,1,0,0,0,0.15
245,3089,10190100,3,200000,1,0,0,0,0.075
246,3089,10190100,3,210000,1,0,0,0,0.075
247,3090,10190100,3,190000,1,0,0,0,0.15
248,3090,10190100,3,200000,1,0,0,0,0.075
249,3090,10190100,3,210000,1,0,0,0,0.075
250,3091,15500000,2,105000007,1,91,91,20100,0.56
251,3092,15212100,3,130510,1,0,0,0,0.8
252,3093,15180000,1,103000190,1,0,0,10084,0.8
253,3094,15220000,3,120740,1,0,0,0,0.8
254,3095,15542000,3,120400,1,0,0,0,0.8
255,3096,15311000,1,105000180,1,0,0,10034,0.8
256,3097,15040000,1,109000200,1,0,0,10134,0.8
257,3098,15010200,3,110220,1,0,0,0,0.8
258,3099,15212000,3,120730,1,0,0,0,0.8
259,3100,15590001,1,101000210,1,0,0,10014,0.8
260,3095,15550000,1,107000130,1,0,0,10210,0.8
261,3092,15570000,1,102000220,1,0,0,10220,0.48
262,3098,15570000,1,102000220,1,0,0,10220,0.8
263,3091,10190100,3,190000,1,0,0,0,0.15
264,3091,10190100,3,200000,1,0,0,0,0.075
265,3091,10190100,3,210000,1,0,0,0,0.075
266,3092,10190100,3,190000,1,0,0,0,0.15
267,3092,10190100,3,200000,1,0,0,0,0.075
268,3092,10190100,3,210000,1,0,0,0,0.075
269,3093,10190100,3,190000,1,0,0,0,0.15
270,3093,10190100,3,200000,1,0,0,0,0.075
271,3093,10190100,3,210000,1,0,0,0,0.075
272,3094,10190100,3,190000,1,0,0,0,0.15
273,3094,10190100,3,200000,1,0,0,0,0.075
274,3094,10190100,3,210000,1,0,0,0,0.075
275,3095,10190100,3,190000,1,0,0,0,0.15
276,3095,10190100,3,200000,1,0,0,0,0.075
277,3095,10190100,3,210000,1,0,0,0,0.075
278,3096,10190100,3,190000,1,0,0,0,0.15
279,3096,10190100,3,200000,1,0,0,0,0.075
280,3096,10190100,3,210000,1,0,0,0,0.075
281,3097,10190100,3,190000,1,0,0,0,0.15
282,3097,10190100,3,200000,1,0,0,0,0.075
283,3097,10190100,3,210000,1,0,0,0,0.075
284,3098,10190100,3,190000,1,0,0,0,0.15
285,3098,10190100,3,200000,1,0,0,0,0.075
286,3098,10190100,3,210000,1,0,0,0,0.075
287,3099,10190100,3,190000,1,0,0,0,0.15
288,3099,10190100,3,200000,1,0,0,0,0.075
289,3099,10190100,3,210000,1,0,0,0,0.075
290,3100,10190100,3,190000,1,0,0,0,0.15
291,3100,10190100,3,200000,1,0,0,0,0.075
292,3100,10190100,3,210000,1,0,0,0,0.075
293,4011,15040900,1,104000270,1,0,0,210020,0.25
294,4012,15050400,1,110000160,1,0,0,210150,0.05
295,4013,15090000,3,130790,1,0,0,0,0.1
296,4014,15040600,3,130800,1,0,0,0,0.05
297,4013,15511000,1,112000100,1,0,0,10240,0.05
298,4011,10190100,3,170005,1,0,0,0,0.5
299,4011,10190100,3,180005,1,0,0,0,0.5
300,4012,10190100,3,190000,1,0,0,0,0.015
301,4012,10190100,3,200000,1,0,0,0,0.008
302,4012,10190100,3,210000,1,0,0,0,0.008
303,4013,10190100,3,190000,1,0,0,0,0.015
304,4013,10190100,3,200000,1,0,0,0,0.008
305,4013,10190100,3,210000,1,0,0,0,0.008
306,4014,10190100,3,190000,1,0,0,0,0.015
307,4014,10190100,3,200000,1,0,0,0,0.008
308,4014,10190100,3,210000,1,0,0,0,0.008
309,2013,15040100,1,118000080,1,0,0,10122,0.8
310,4021,15300002,3,170005,1,0,0,0,0.8
311,4022,15041001,1,103000240,1,0,0,10250,0.05
312,4023,15050501,3,120271,1,0,0,0,0.05
313,4024,15450004,3,120420,1,0,0,0,0.25
314,4023,15312000,1,106000220,1,0,0,10260,0.05
315,4021,10190100,3,170005,1,0,0,0,0.5
316,4021,10190100,3,180005,1,0,0,0,0.5
317,4022,10190100,3,190000,1,0,0,0,0.015
318,4022,10190100,3,200000,1,0,0,0,0.008
319,4022,10190100,3,210000,1,0,0,0,0.008
320,4023,10190100,3,190000,1,0,0,0,0.015
321,4023,10190100,3,200000,1,0,0,0,0.008
322,4023,10190100,3,210000,1,0,0,0,0.008
323,4024,10190100,3,190000,1,0,0,0,0.015
324,4024,10190100,3,200000,1,0,0,0,0.008
325,4024,10190100,3,210000,1,0,0,0,0.008
326,4031,15180002,3,170005,1,0,0,0,0.8
327,4032,15020102,1,111000190,1,0,0,10270,0.05
328,4033,15560003,3,131130,1,0,0,0,0.1
329,4034,15050002,3,130531,1,0,0,0,0.25
330,4033,15030000,1,118000110,1,0,0,10280,0.05
331,4031,10190100,3,170005,1,0,0,0,0.5
332,4031,10190100,3,180005,1,0,0,0,0.5
333,4032,10190100,3,190000,1,0,0,0,0.015
334,4032,10190100,3,200000,1,0,0,0,0.008
335,4032,10190100,3,210000,1,0,0,0,0.008
336,4033,10190100,3,190000,1,0,0,0,0.015
337,4033,10190100,3,200000,1,0,0,0,0.008
338,4033,10190100,3,210000,1,0,0,0,0.008
339,4034,10190100,3,190000,1,0,0,0,0.015
340,4034,10190100,3,200000,1,0,0,0,0.008
341,4034,10190100,3,210000,1,0,0,0,0.008
342,4041,15200001,3,170005,1,0,0,0,0.8
343,4042,15430001,1,101000290,1,0,0,10290,0.017
344,4043,15140001,1,102000350,1,0,0,210020,0.25
345,4044,15212001,3,120262,1,0,0,0,0.05
346,4043,15160000,1,104000360,1,0,0,10300,0.05
347,4041,10190100,3,170005,1,0,0,0,0.5
348,4041,10190100,3,180005,1,0,0,0,0.5
349,4042,10190100,3,190000,1,0,0,0,0.015
350,4042,10190100,3,200000,1,0,0,0,0.008
351,4042,10190100,3,210000,1,0,0,0,0.008
352,4043,10190100,3,190000,1,0,0,0,0.015
353,4043,10190100,3,200000,1,0,0,0,0.008
354,4043,10190100,3,210000,1,0,0,0,0.008
355,4044,10190100,3,190000,1,0,0,0,0.015
356,4044,10190100,3,200000,1,0,0,0,0.008
357,4044,10190100,3,210000,1,0,0,0,0.008
358,4041,15220001,2,101000019,1,60,60,20000,0.05
359,4051,15200102,3,170005,1,0,0,0,0.8
360,4052,15010101,1,107000170,1,0,0,10320,0.05
361,4053,15420002,3,121100,1,0,0,0,0.05
362,4054,15550001,3,120731,1,0,0,0,0.05
363,4053,15131000,1,103000330,1,0,0,10310,0.05
364,4051,10190100,3,170005,1,0,0,0,0.5
365,4051,10190100,3,180005,1,0,0,0,0.5
366,4052,10190100,3,190000,1,0,0,0,0.015
367,4052,10190100,3,200000,1,0,0,0,0.008
368,4052,10190100,3,210000,1,0,0,0,0.008
369,4053,10190100,3,190000,1,0,0,0,0.015
370,4053,10190100,3,200000,1,0,0,0,0.008
371,4053,10190100,3,210000,1,0,0,0,0.008
372,4054,10190100,3,190000,1,0,0,0,0.015
373,4054,10190100,3,200000,1,0,0,0,0.008
374,4054,10190100,3,210000,1,0,0,0,0.008
375,4061,15050101,3,170005,1,0,0,0,0.8
376,4062,15040301,1,110000210,1,0,0,10340,0.05
377,4063,15040102,3,110191,1,0,0,0,0.05
378,4064,15530001,1,104000410,1,0,0,10360,0.05
379,4063,15212200,1,109000330,1,0,0,10350,0.05
380,4061,10190100,3,170005,1,0,0,0,0.5
381,4061,10190100,3,180005,1,0,0,0,0.5
382,4062,10190100,3,190000,1,0,0,0,0.015
383,4062,10190100,3,200000,1,0,0,0,0.008
384,4062,10190100,3,210000,1,0,0,0,0.008
385,4063,10190100,3,190000,1,0,0,0,0.015
386,4063,10190100,3,200000,1,0,0,0,0.008
387,4063,10190100,3,210000,1,0,0,0,0.008
388,4064,10190100,3,190000,1,0,0,0,0.015
389,4064,10190100,3,200000,1,0,0,0,0.008
390,4064,10190100,3,210000,1,0,0,0,0.008
391,4071,15200001,3,170005,1,0,0,0,0.8
392,4072,15140001,1,105000310,1,0,0,10380,0.05
393,4073,15020102,3,130700,1,0,0,0,0.05
394,4074,15100210,1,103000370,1,0,0,10400,0.05
395,4073,15502000,1,102000460,1,0,0,10390,0.05
396,4071,10190100,3,170005,1,0,0,0,0.5
397,4071,10190100,3,180005,1,0,0,0,0.5
398,4072,10190100,3,190000,1,0,0,0,0.015
399,4072,10190100,3,200000,1,0,0,0,0.008
400,4072,10190100,3,210000,1,0,0,0,0.008
401,4073,10190100,3,190000,1,0,0,0,0.015
402,4073,10190100,3,200000,1,0,0,0,0.008
403,4073,10190100,3,210000,1,0,0,0,0.008
404,4074,10190100,3,190000,1,0,0,0,0.015
405,4074,10190100,3,200000,1,0,0,0,0.008
406,4074,10190100,3,210000,1,0,0,0,0.008
407,4081,15090000,1,110000160,1,0,0,210150,0.05
408,4082,15440001,1,112000180,1,0,0,10420,0.05
409,4083,15010202,3,130790,1,0,0,0,0.1
410,4084,15212101,1,109000380,1,0,0,10440,0.05
411,4083,15511001,1,111000270,1,0,0,10430,0.05
412,4081,10190100,3,170005,1,0,0,0,0.5
413,4081,10190100,3,180005,1,0,0,0,0.5
414,4082,10190100,3,190000,1,0,0,0,0.015
415,4082,10190100,3,200000,1,0,0,0,0.008
416,4082,10190100,3,210000,1,0,0,0,0.008
417,4083,10190100,3,190000,1,0,0,0,0.015
418,4083,10190100,3,200000,1,0,0,0,0.008
419,4083,10190100,3,210000,1,0,0,0,0.008
420,4084,10190100,3,190000,1,0,0,0,0.015
421,4084,10190100,3,200000,1,0,0,0,0.008
422,4084,10190100,3,210000,1,0,0,0,0.008
423,4081,15511000,1,112000100,1,0,0,10240,0.05
424,4091,15050501,1,103000240,1,0,0,10250,0.05
425,4092,15040702,1,106000350,1,0,0,10460,0.05
426,4093,15040400,3,110221,1,0,0,0,0.05
427,4094,15520001,1,102000490,1,0,0,10480,0.05
428,4093,15312001,1,118000190,1,0,0,10470,0.05
429,4091,10190100,3,170005,1,0,0,0,0.5
430,4091,10190100,3,180005,1,0,0,0,0.5
431,4092,10190100,3,190000,1,0,0,0,0.015
432,4092,10190100,3,200000,1,0,0,0,0.008
433,4092,10190100,3,210000,1,0,0,0,0.008
434,4093,10190100,3,190000,1,0,0,0,0.015
435,4093,10190100,3,200000,1,0,0,0,0.008
436,4093,10190100,3,210000,1,0,0,0,0.008
437,4094,10190100,3,190000,1,0,0,0,0.015
438,4094,10190100,3,200000,1,0,0,0,0.008
439,4094,10190100,3,210000,1,0,0,0,0.008
440,4091,15312000,1,106000220,1,0,0,10260,0.05
441,4101,15560003,1,111000190,1,0,0,10270,0.05
442,4102,15550001,1,105000360,1,0,0,10530,0.05
443,4103,15041100,3,131130,1,0,0,0,0.1
444,4104,15040203,1,112000190,1,0,0,10540,0.05
445,4103,15030001,1,104000500,1,0,0,10520,0.05
446,4101,10190100,3,170005,1,0,0,0,0.5
447,4101,10190100,3,180005,1,0,0,0,0.5
448,4102,10190100,3,190000,1,0,0,0,0.015
449,4102,10190100,3,200000,1,0,0,0,0.008
450,4102,10190100,3,210000,1,0,0,0,0.008
451,4103,10190100,3,190000,1,0,0,0,0.015
452,4103,10190100,3,200000,1,0,0,0,0.008
453,4103,10190100,3,210000,1,0,0,0,0.008
454,4104,10190100,3,190000,1,0,0,0,0.015
455,4104,10190100,3,200000,1,0,0,0,0.008
456,4104,10190100,3,210000,1,0,0,0,0.008
457,4101,15030000,1,118000110,1,0,0,10280,0.05
458,4111,15140001,1,101000290,1,0,0,10290,0.1
459,4112,15301002,1,103000470,1,0,0,10560,0.1
460,4113,15050400,2,101000019,1,60,60,20000,0.1
461,4114,15040002,1,111000340,1,0,0,10580,0.1
462,4113,15160003,1,109000420,1,0,0,10570,0.1
463,4111,10190100,3,170005,1,0,0,0,0.5
464,4111,10190100,3,180005,1,0,0,0,0.5
465,4112,10190100,3,190000,1,0,0,0,0.015
466,4112,10190100,3,200000,1,0,0,0,0.008
467,4112,10190100,3,210000,1,0,0,0,0.008
468,4113,10190100,3,190000,1,0,0,0,0.015
469,4113,10190100,3,200000,1,0,0,0,0.008
470,4113,10190100,3,210000,1,0,0,0,0.008
471,4114,10190100,3,190000,1,0,0,0,0.015
472,4114,10190100,3,200000,1,0,0,0,0.008
473,4114,10190100,3,210000,1,0,0,0,0.008
474,4111,15160000,1,104000360,1,0,0,10300,0.1
475,4112,15220002,1,110000300,1,0,0,10590,0.1
476,3051,10190100,3,170006,1,0,0,0,0.325
477,3051,10190100,3,180006,1,0,0,0,0.325
478,3051,10190100,3,220002,1,0,0,0,0.05
479,3052,10190100,3,170006,1,0,0,0,0.325
480,3052,10190100,3,180006,1,0,0,0,0.325
481,3052,10190100,3,220002,1,0,0,0,0.05
482,3053,10190100,3,170006,1,0,0,0,0.325
483,3053,10190100,3,180006,1,0,0,0,0.325
484,3053,10190100,3,220002,1,0,0,0,0.05
485,3054,10190100,3,170006,1,0,0,0,0.325
486,3054,10190100,3,180006,1,0,0,0,0.325
487,3054,10190100,3,220002,1,0,0,0,0.05
488,3055,10190100,3,170006,1,0,0,0,0.325
489,3055,10190100,3,180006,1,0,0,0,0.325
490,3055,10190100,3,220002,1,0,0,0,0.05
491,3056,10190100,3,170006,1,0,0,0,0.325
492,3056,10190100,3,180006,1,0,0,0,0.325
493,3056,10190100,3,220002,1,0,0,0,0.05
494,3057,10190100,3,170006,1,0,0,0,0.325
495,3057,10190100,3,180006,1,0,0,0,0.325
496,3057,10190100,3,220002,1,0,0,0,0.05
497,3058,10190100,3,170006,1,0,0,0,0.325
498,3058,10190100,3,180006,1,0,0,0,0.325
499,3058,10190100,3,220002,1,0,0,0,0.05
500,3059,10190100,3,170006,1,0,0,0,0.325
501,3059,10190100,3,180006,1,0,0,0,0.325
502,3059,10190100,3,220002,1,0,0,0,0.05
503,3060,10190100,3,170006,1,0,0,0,0.325
504,3060,10190100,3,180006,1,0,0,0,0.325
505,3060,10190100,3,220002,1,0,0,0,0.05
506,3061,10190100,3,170006,1,0,0,0,0.325
507,3061,10190100,3,180006,1,0,0,0,0.325
508,3061,10190100,3,220002,1,0,0,0,0.05
509,3062,10190100,3,170006,1,0,0,0,0.325
510,3062,10190100,3,180006,1,0,0,0,0.325
511,3062,10190100,3,220002,1,0,0,0,0.05
512,3063,10190100,3,170006,1,0,0,0,0.325
513,3063,10190100,3,180006,1,0,0,0,0.325
514,3063,10190100,3,220002,1,0,0,0,0.05
515,3064,10190100,3,170006,1,0,0,0,0.325
516,3064,10190100,3,180006,1,0,0,0,0.325
517,3064,10190100,3,220002,1,0,0,0,0.05
518,3065,10190100,3,170006,1,0,0,0,0.325
519,3065,10190100,3,180006,1,0,0,0,0.325
520,3065,10190100,3,220002,1,0,0,0,0.05
521,3066,10190100,3,170006,1,0,0,0,0.325
522,3066,10190100,3,180006,1,0,0,0,0.325
523,3066,10190100,3,220002,1,0,0,0,0.05
524,3067,10190100,3,170006,1,0,0,0,0.325
525,3067,10190100,3,180006,1,0,0,0,0.325
526,3067,10190100,3,220002,1,0,0,0,0.05
527,3068,10190100,3,170006,1,0,0,0,0.325
528,3068,10190100,3,180006,1,0,0,0,0.325
529,3068,10190100,3,220002,1,0,0,0,0.05
530,3069,10190100,3,170006,1,0,0,0,0.325
