// SoundSeId,RecordId,QueName,CueId,Volume,DecayMin,DecayMax,PriorityIdentifier,SkipTime,IsUsePan,IsLoop
40,"SE_BTL_CHR_SKILL_GS","se",33,1,20,25,1,1,True,False
41,"SE_BTL_CHR_SKILL_PS1","se",34,1,20,25,1,1,True,False
42,"SE_BTL_CHR_SKILL_PS2","se",35,1,20,25,1,1,True,False
43,"SE_BTL_CHR_SKILL_QP","se",36,1,20,25,1,1,True,False
44,"SE_BTL_CHR_SKILL_RB","se",37,1,20,25,1,1,True,False
45,"SE_BTL_CHR_SKILL_SBS1","se",38,1,20,25,1,1,True,False
46,"SE_BTL_CHR_SKILL_SBS2","se",39,1,20,25,1,1,True,False
47,"SE_BTL_CHR_SLASH_HIT_01","se",40,1,20,25,1,1,True,False
48,"SE_BTL_CHR_SLASH_HIT_02","se",41,1,20,25,1,1,True,False
49,"SE_BTL_CHR_SLASH_HIT_03","se",42,1,20,25,1,1,True,False
50,"SE_BTL_CHR_SLASH_MOTION","se",43,1,20,25,1,1,True,False
51,"SE_BTL_CHR_SPEAR_HIT_01","se",44,1,20,25,1,1,True,False
52,"SE_BTL_CHR_SPEAR_HIT_02","se",45,1,20,25,1,1,True,False
53,"SE_BTL_CHR_SPEAR_HIT_03","se",46,1,20,25,1,1,True,False
54,"SE_BTL_CHR_SPEAR_MOTION","se",47,1,20,25,1,1,True,False
55,"SE_BTL_CHR_STEP","se",48,1,20,25,1,1,True,False
56,"SE_BTL_DEAD_BREAK","se",49,0.9,20,25,1,0.3,True,False
57,"SE_BTL_DEAD_BREAK_BOSS","se",50,1,40,100,1,0.3,True,False
58,"SE_BTL_DEAD_LIGHT","se",51,0.5,20,25,1,0.5,True,False
59,"SE_BTL_DEAD_LIGHT_BOSS","se",52,1,40,100,1,0.5,True,False
60,"SE_BTL_ENM_BEOWULF_ATTACK_MOTION_01","se",53,1,40,100,1,1,True,False
61,"SE_BTL_ENM_BEOWULF_ATTACK_MOTION_03","se",54,1,40,100,1,1,True,False
62,"SE_BTL_ENM_BEOWULF_ATTACK_MOTION_04","se",55,1,40,100,1,1,True,False
63,"SE_BTL_ENM_BEOWULF_ATTACK_MOTION_05_FIRE","se",56,1,40,100,1,1,True,False
64,"SE_BTL_ENM_BEOWULF_DOWN","se",57,1,40,100,1,1,True,False
65,"SE_BTL_ENM_BEOWULF_GETUP","se",58,1,40,100,1,1,True,False
66,"SE_BTL_ENM_BEOWULF_ROAR","se",59,1,40,100,1,1,True,False
67,"SE_BTL_ENM_BLOW_HIT_01","se",60,1,20,25,1,1,True,False
68,"SE_BTL_ENM_BLOW_HIT_02","se",61,1,20,25,1,1,True,False
69,"SE_BTL_ENM_DOWN_01","se",62,1,20,25,1,1,True,False
70,"SE_BTL_ENM_DOWN_02","se",63,1,20,25,1,1,True,False
71,"SE_BTL_ENM_ETC_HIT_01","se",64,1,20,25,1,1,True,False
72,"SE_BTL_ENM_FLR_ATTACK_MOTION_01","se",126,1,20,25,1,1,True,False
73,"SE_BTL_ENM_FLR_ATTACK_MOTION_02","se",116,1,20,25,1,1,True,False
74,"SE_BTL_ENM_FLR_ROAR","se",117,1,20,25,1,1,True,False
75,"SE_BTL_ENM_GETUP_01","se",65,1,20,25,1,1,True,False
76,"SE_BTL_ENM_GETUP_02","se",66,1,20,25,1,1,True,False
77,"SE_BTL_ENM_GGL_ATTACK_MOTION_01","se",118,1,20,25,1,1,True,False
78,"SE_BTL_ENM_GGL_ATTACK_MOTION_02","se",119,1,20,25,1,1,True,False
79,"SE_BTL_ENM_GGL_ROAR","se",120,1,20,25,1,1,True,False
80,"SE_BTL_ENM_GOLEM_BLOW_MOTION_01","se",67,1,20,25,1,1,True,False
81,"SE_BTL_ENM_GOLEM_BLOW_MOTION_02","se",68,1,20,25,1,1,True,False
82,"SE_BTL_ENM_GOLEM_ROAR","se",69,1,20,25,1,1,True,False
83,"SE_BTL_ENM_GRIFFON_ATTACK_MOTION_01","se",70,1,20,25,1,1,True,False
84,"SE_BTL_ENM_GRIFFON_ATTACK_MOTION_02","se",71,1,20,25,1,1,True,False
85,"SE_BTL_ENM_GRIFFON_ROAR","se",72,1,20,25,1,1,True,False
86,"SE_BTL_ENM_GRIFFON_WING","se",73,1,20,25,1,1,True,False
87,"SE_BTL_ENM_GUARDIAN_ARROW_MOTION","se",74,1,20,25,1,1,True,False
88,"SE_BTL_ENM_GUARDIAN_ROAR","se",75,1,20,25,1,1,True,False
89,"SE_BTL_ENM_GUARDIAN_S_ATTACK_MOTION_0","se",121,1,20,25,1,1,True,False
90,"SE_BTL_ENM_GUARDIAN_S_ATTACK_MOTION_01","se",122,1,20,25,1,1,True,False
91,"SE_BTL_ENM_LIZARD_BUFF","se",76,1,20,25,1,1,True,False
92,"SE_BTL_ENM_LIZARD_JUMP","se",77,1,20,25,1,1,True,False
93,"SE_BTL_ENM_LIZARD_LANDING","se",78,1,20,25,1,1,True,False
94,"SE_BTL_ENM_LIZARD_ROAR","se",79,1,20,25,1,1,True,False
95,"SE_BTL_ENM_LIZARD_RUSH_MOTION","se",80,1,20,25,1,1,True,False
96,"SE_BTL_ENM_LIZARD_SLASH_MOTION","se",81,1,20,25,1,1,True,False
97,"SE_BTL_ENM_LIZARD_SPAWN","se",82,1,20,25,1,1,True,False
98,"SE_BTL_ENM_MMK_ATTACK_MOTION_01","se",123,1,20,25,1,1,True,False
99,"SE_BTL_ENM_MMK_ATTACK_MOTION_02","se",124,1,20,25,1,1,True,False
100,"SE_BTL_ENM_MMK_ROAR","se",125,1,20,25,1,1,True,False
101,"SE_BTL_ENM_SLASH_HIT_01","se",83,1,20,25,1,1,True,False
102,"SE_BTL_ENM_SLASH_HIT_02","se",84,1,20,25,1,1,True,False
103,"SE_BTL_ENM_SLIME_ROAR","se",106,1,20,25,1,1,True,False
104,"SE_BTL_ENM_SPEAR_HIT_01","se",85,1,20,25,1,1,True,False
105,"SE_BTL_ENM_SPEAR_HIT_02","se",86,1,20,25,1,1,True,False
106,"SE_BTL_FOOT","se",2,1,20,25,1,1,True,False
107,"SE_BTL_GET_CRYSTAL","se",99,1,20,25,1,1,True,False
108,"SE_BTL_GET_CRYSTAL_L","se",107,1,20,25,1,1,True,False
109,"SE_BTL_GET_CRYSTAL_M","se",108,1,20,25,1,1,True,False
110,"SE_BTL_GET_CRYSTAL_S","se",109,1,20,25,1,1,True,False
111,"SE_BTL_HIT","se",3,1,20,25,1,1,True,False
112,"SE_BTL_OBJ_BREAK_CERAMIC","se",100,0.7,20,25,1,1,True,False
113,"SE_BTL_OBJ_BREAK_ROCK","se",110,0.7,20,25,1,1,True,False
114,"SE_BTL_OBJ_BREAK_WOOD","se",111,0.7,20,25,1,1,True,False
115,"SE_BTL_SHOOT","se",4,1,20,25,1,1,True,False
116,"SE_BTL_SHOOT_HIT","se",5,1,20,25,1,1,True,False
117,"SE_BTL_SWING","se",6,1,20,25,1,1,True,False
118,"SE_BTL_SWORD_HIT","se",7,1,20,25,1,1,True,False
119,"SE_BTL_SWORD_SWING","se",8,1,20,25,1,1,True,False
120,"SE_EFF_DUNGEON_WARP","se",9,1,20,25,1,1,True,False
121,"SE_EFF_FIRE_CAST","se",10,1,20,25,1,1,True,False
122,"SE_EFF_FIRE_HIT","se",11,1,20,25,1,1,True,False
123,"SE_SYS_BOSS_APPEAR","se",87,1,1000,2000,1,1,True,False
124,"SE_SYS_CHR_SWITCH","se_201906patch",0,0.7,20,25,1,0.3,True,False
125,"SE_SYS_CLEARDEMO","se",129,1,1000,2000,1,1,True,False
126,"SE_SYS_COUNT_DOWN","se",112,1,1000,2000,1,1,True,False
127,"SE_SYS_CURSOR_CANCEL","se",12,1,1000,2000,1,1,True,False
128,"SE_SYS_CURSOR_MOVE","se",89,1,1000,2000,1,1,True,False
129,"SE_SYS_CURSOR_OK1","se",14,1,1000,2000,1,1,True,False
130,"SE_SYS_CURSOR_OK2","se",15,1,1000,2000,1,1,True,False
131,"SE_SYS_CUTIN_SBS_01","se",101,1,1000,2000,1,1,True,False
132,"SE_SYS_CUTIN_SBS_02","se",102,1,1000,2000,1,1,True,False
133,"SE_SYS_CUTIN_SBS_03","se",103,1,1000,2000,1,1,True,False
134,"SE_SYS_DAMEGE_01","se",90,1,1000,2000,1,1,True,False
135,"SE_SYS_DIALOG","se",91,1,1000,2000,1,1,True,False
136,"SE_SYS_FIELD_GUIDE_ARROW","se",138,1,1000,2000,1,1,True,False
137,"SE_SYS_GAME_OVER","se",789,1,1000,2000,1,1,True,False
138,"SE_SYS_GET_TREASURE_BOX_01","se",93,1,1000,2000,1,1,True,False
139,"SE_SYS_GET_TREASURE_BOX_02","se",94,1,1000,2000,1,1,True,False
140,"SE_SYS_LOGOUT","se",16,1,1000,2000,1,1,True,False
141,"SE_SYS_MENU_OPEN","se",17,1,1000,2000,1,1,True,False
142,"SE_SYS_MISSION_CLEAR","se",95,1,1000,2000,1,1,True,False
143,"SE_SYS_MISSION_FAILED","se_201910patch",66,1,1000,2000,1,1,True,False
144,"SE_SYS_MISSION_START","se",97,1,1000,2000,1,1,True,False
145,"SE_SYS_OPDEMO","se",105,1,1000,2000,1,1,True,False
146,"SE_SYS_OPDEMO_01","se",130,1,1000,2000,1,1,True,False
147,"SE_SYS_OPDEMO_02","se",131,0,1000,2000,1,1,True,False
148,"SE_SYS_OPDEMO_03","se",132,0,1000,2000,1,1,True,False
149,"SE_SYS_OPDEMO_04","se",133,0,1000,2000,1,1,True,False
150,"SE_SYS_OPDEMO_05","se",134,0,1000,2000,1,1,True,False
151,"SE_SYS_QUEST_CLEAR","se",98,1,1000,2000,1,1,True,False
152,"SE_SYS_QUEST_START","se_03",28,1,1000,2000,1,1,True,False
153,"SE_SYS_SKILL_BUTTON_PUSH","se",127,1,1000,2000,1,1,True,False
154,"SE_SYS_SKILL_BUTTON_RECAST","se",128,1,1000,2000,1,1,True,False
155,"SE_SYS_SKILL_LEVELUP","se",136,0.5,1000,2000,1,1,True,False
156,"SE_SYS_WARN_01","se",137,1,1000,2000,1,1,True,False
158,"SE_coin_sw_rev100","se_02",9500,1,1000,2000,1,1,True,False
159,"SE_extra_credit_rev100","se_02",9501,1,1000,2000,1,1,True,False
160,"SE_error_rev200","se",9901,1,1000,2000,1,1,True,False
161,"SE_service_sw_rev100","se",9903,1,1000,2000,1,1,True,False
162,"SE_sound_check_L_rev100","se",9904,1,1000,2000,1,1,True,False
163,"SE_sound_check_R_rev100","se",9906,1,1000,2000,1,1,True,False
164,"SE_sound_check_MONO_rev100","se",9905,1,1000,2000,1,1,True,False
166,"SE_EMONEY_0001-02-00","se_201909patch_early",9900,1,1000,2000,1,1,False,False
167,"SE_EMONEY_0001-02-01","se_201909patch_early",9901,1,1000,2000,1,1,False,False
168,"SE_EMONEY_0001-02-02","se_201909patch_early",9902,1,1000,2000,1,1,False,False
169,"SE_EMONEY_0002-02-00","se_201909patch_early",9903,1,1000,2000,1,1,False,False
170,"SE_EMONEY_0002-02-01","se_201909patch_early",9904,1,1000,2000,1,1,False,False
171,"SE_EMONEY_0002-02-02","se_201909patch_early",9905,1,1000,2000,1,1,False,False
172,"SE_EMONEY_0003-02-00","se_201909patch_early",9906,1,1000,2000,1,1,False,False
173,"SE_EMONEY_0003-02-01","se_201909patch_early",9907,1,1000,2000,1,1,False,False
174,"SE_EMONEY_0003-02-02","se_201909patch_early",9908,1,1000,2000,1,1,False,False
175,"SE_EMONEY_0003-02-03","se_201909patch_early",9909,1,1000,2000,1,1,False,False
176,"SE_EMONEY_0005-02-00","se_201909patch_early",9910,1,1000,2000,1,1,False,False
177,"SE_EMONEY_0005-02-01","se_201909patch_early",9911,1,1000,2000,1,1,False,False
178,"SE_EMONEY_0005-02-03","se_201909patch_early",9912,1,1000,2000,1,1,False,False
179,"SE_EMONEY_0006-02-00","se_201909patch_early",9913,1,1000,2000,1,1,False,False
180,"SE_EMONEY_0006-02-01","se_201909patch_early",9914,1,1000,2000,1,1,False,False
181,"SE_EMONEY_0007-02-01","se_201909patch_early",9915,1,1000,2000,1,1,False,False
182,"SE_EMONEY_0008-02-00","se_201909patch_early",9916,1,1000,2000,1,1,False,False
183,"SE_EMONEY_0008-02-01","se_201909patch_early",9917,1,1000,2000,1,1,False,False
184,"SE_EMONEY_9999-02-01","se_201909patch_early",9918,1,1000,2000,1,1,False,False
185,"SE_EMONEY_9999-02-99","se_201909patch_early",9919,1,1000,2000,1,1,False,False
187,"SE_CUTIN_KIRITO_SBS","se",1002,1,1000,2000,1,1,True,False
188,"SE_CUTIN_ASUNA_STARSPLASH","se",1000,1,1000,2000,1,1,True,False
189,"SE_CUTIN_BOSS_APPEAR","se",1001,1,1000,2000,1,1,True,False
190,"SE_CUTIN_CUTIN_LV3","se",1003,1,1000,2000,1,1,True,False
191,"SE_CUTIN_CUTIN_LV4","se",1004,1,1000,2000,1,1,True,False
192,"SE_CUTIN_CUTIN_LV5","se",1005,1,1000,2000,1,1,True,False
193,"SE_CUTIN_KAKUSEI","se",1006,1,1000,2000,1,1,True,False
194,"SE_CUTIN_SYNCHRO","se",1007,1,1000,2000,1,1,True,False
195,"SE_CUTIN_ADAPTABLE_APPEAR","se_201906patch",5,1,1000,2000,1,1,True,False
196,"SE_CUTIN_DM_FIRSTATTACK","se_201907patch",14,1,1000,2000,1,1,True,False
197,"SE_CUTIN_DM_LASTATTACK","se_201907patch",15,1,1000,2000,1,1,True,False
198,"SE_CUTIN_DM_WAVE","se_201907patch",16,1,1000,2000,1,1,True,False
199,"SE_CUTIN_DM_WAVE_LAST","se_201907patch",17,1,1000,2000,1,1,True,False
200,"SE_CUTIN_DM_PUNISHER","se_201906patch",5,1,1000,2000,1,1,True,False
201,"SE_CUTIN_DM_PUNISHER_ESCAPE","se_201906patch",5,1,1000,2000,1,1,True,False
202,"SE_CUTIN_DM_PUNISHER_DEFEAT","se_201906patch",6,1,1000,2000,1,1,True,False
203,"SE_CUTIN_SUPPORTSKILL","se_201907patch",42,1,1000,2000,1,1,True,False
205,"SE_SYS_CUTSCENE_1HAND_01","se",1101,1,1000,2000,1,1,True,False
206,"SE_SYS_CUTSCENE_1HAND_02","se",1102,1,1000,2000,1,1,True,False
207,"SE_SYS_CUTSCENE_BOW_01","se",1103,1,1000,2000,1,1,True,False
208,"SE_SYS_CUTSCENE_BOW_02","se",1104,1,1000,2000,1,1,True,False
209,"SE_SYS_CUTSCENE_BOW_03","se",1119,1,1000,2000,1,1,True,False
210,"SE_SYS_CUTSCENE_DAGGER_01","se",1105,1,1000,2000,1,1,True,False
211,"SE_SYS_CUTSCENE_DAGGER_02","se",1106,1,1000,2000,1,1,True,False
212,"SE_SYS_CUTSCENE_DAGGER_03","se_202004patch",0,0.7,1000,2000,1,1,True,False
213,"SE_SYS_CUTSCENE_KIRITO_01","se",1107,1,1000,2000,1,1,True,False
214,"SE_SYS_CUTSCENE_KIRITO_02","se",1108,1,1000,2000,1,1,True,False
215,"SE_SYS_CUTSCENE_MACE_01","se",1109,1,1000,2000,1,1,True,False
216,"SE_SYS_CUTSCENE_MACE_02","se",1110,1,1000,2000,1,1,True,False
217,"SE_SYS_CUTSCENE_NITOURYU_01","se",1111,1,1000,2000,1,1,True,False
218,"SE_SYS_CUTSCENE_NITOURYU_02","se",1112,1,1000,2000,1,1,True,False
219,"SE_SYS_CUTSCENE_RAPIER_01","se",1113,1,1000,2000,1,1,True,False
220,"SE_SYS_CUTSCENE_RAPIER_02","se",1114,1,1000,2000,1,1,True,False
221,"SE_SYS_CUTSCENE_AX_01","se",1115,1,1000,2000,1,1,True,False
222,"SE_SYS_CUTSCENE_AX_02","se",1116,1,1000,2000,1,1,True,False
223,"SE_SYS_CUTSCENE_KATANA_01","se",1117,1,1000,2000,1,1,True,False
224,"SE_SYS_CUTSCENE_KATANA_02","se",1118,1,1000,2000,1,1,True,False
225,"SE_SYS_CUTSCENE_CLAW_01","se_201906patch",20,0.7,1000,2000,1,1,True,False
226,"SE_SYS_CUTSCENE_CLAW_02","se_201906patch",21,0.7,1000,2000,1,1,True,False
227,"SE_SYS_CUTSCENE_CLAW_03","se_201906patch",22,0.7,1000,2000,1,1,True,False
228,"SE_SYS_CUTSCENE_RIFLE_01","se_201907patch",134,1,1000,2000,1,1,True,False
229,"SE_SYS_CUTSCENE_RIFLE_02","se_201907patch",135,1,1000,2000,1,1,True,False
231,"SE_ATTRACT_COIN_IN","se",727,1,1000,2000,1,1,True,False
232,"SE_ATTRACT_GAME_START","se",788,0.8,1000,2000,1,1,True,False
234,"SE_BANAPASS_CERTIFY","se",196,1,1000,2000,1,1,True,False
236,"SE_MENU_TIME_LIMIT","se",726,1,1000,2000,0,1,True,False
237,"SE_MENU_DIALOG_LIMIT","se",870,0.5,1000,2000,1,1,True,False
238,"SE_MENU_COUNTDOWN","se",870,0.5,1000,2000,1,1,True,False
239,"SE_MENU_TOUCH_L","se",727,0.8,1000,2000,1,1,True,False
240,"SE_MENU_TOUCH_M","se",728,0.8,1000,2000,1,1,True,False
241,"SE_MENU_TOUCH_S","se",729,0.4,1000,2000,1,1,True,False
242,"SE_MENU_TOUCH_CANCEL","se",863,1,1000,2000,1,1,True,False
243,"SE_MENU_DIALOG_DISPLAY","se",730,1,1000,2000,1,1,True,False
244,"SE_MENU_WINDOW_DISPLAY","se",738,1,1000,2000,1,1,True,False
245,"SE_MENU_BEEP","se",880,1,1000,2000,1,1,True,False
246,"SE_MENU_QUEST_START","se",788,1,1000,2000,1,1,True,False
247,"SE_MENU_VISTER_START","se",864,1,1000,2000,1,1,True,False
248,"SE_MENU_CYBER","se",865,1,1000,2000,1,1,True,False
249,"SE_MENU_SELL","se",875,1,1000,2000,1,1,True,False
250,"SE_MENU_TUTORIAL_INFO","se",876,0.5,1000,2000,1,1,True,False
251,"SE_MENU_COMEBACK","se",877,1,1000,2000,1,1,True,False
252,"SE_MENU_QR_SUCCESS","se",881,0.8,1000,2000,1,1,True,False
253,"SE_MENU_BENEFITS_GET","se_201907patch",36,1,1000,2000,1,1,True,False
254,"SE_MENU_DM_TOP_PANEL_IN","se_201907patch",38,1,1000,2000,1,1,True,False
255,"SE_MENU_DM_TOP_GLITTER","se_201907patch",37,1,1000,2000,1,1,True,False
256,"SE_MENU_DM_STANDARD_LEAGUE_PANEL_IN","se_201907patch",38,1,1000,2000,1,1,True,False
257,"SE_MENU_DM_STANDARD_LEAGUE_GLITTER","se_201907patch",37,1,1000,2000,1,1,True,False
258,"SE_MENU_DM_ADMIN_LEAGUE_PANEL_IN","se_201907patch",38,1,1000,2000,1,1,True,False
259,"SE_MENU_DM_ADMIN_LEAGUE_GLITTER","se_201907patch",37,1,1000,2000,1,1,True,False
260,"SE_MENU_DM_SCORE_HANABI","se_201909patch_late",0,1,1000,2000,1,1,True,False
261,"SE_MENU_DM_SCORE_PANEL_IN","se_201909patch_late",1,1,1000,2000,1,1,True,False
262,"SE_MENU_DM_SCORE_ZOOMIN_01","se_201909patch_late",2,1,1000,2000,1,1,True,False
264,"SE_TERM_TIME_LIMIT","se",726,1,1000,2000,0,1,True,False
265,"SE_TERM_DIALOG_LIMIT","se",870,0.5,1000,2000,1,1,True,False
266,"SE_TERM_COUNTDOWN","se",870,0.5,1000,2000,1,1,True,False
267,"SE_TERM_TOUCH_L","se",727,0.8,1000,2000,1,1,True,False
268,"SE_TERM_TOUCH_M","se",728,0.8,1000,2000,1,1,True,False
269,"SE_TERM_TOUCH_S","se",729,0.4,1000,2000,1,1,True,False
270,"SE_TERM_TOUCH_CANCEL","se",863,1,1000,2000,1,1,True,False
271,"SE_TERM_DIALOG_DISPLAY","se",730,1,1000,2000,1,1,True,False
272,"SE_TERM_WINDOW_DISPLAY","se",738,1,1000,2000,1,1,True,False
273,"SE_TERM_QUEST_START","se",788,1,1000,2000,1,1,True,False
274,"SE_TERM_VISTER_START","se",864,1,1000,2000,1,1,True,False
275,"SE_TERM_CYBER","se",865,1,1000,2000,1,1,True,False
277,"SE_YUIMEDAL_APPEAR","se",198,1,1000,2000,1,1,True,False
278,"SE_YUIMEDAL_GET","se",391,0,1000,2000,1,1,True,False
279,"SE_YUIMEDAL_FLASH","se",200,1,1000,2000,1,1,True,False
280,"SE_YUIMEDAL_GLITTER","se",392,1,1000,2000,1,1,True,False
281,"SE_YUIMEDAL_END","se",199,0.8,1000,2000,1,1,True,False
283,"SE_MIX_LEVEL_UP","se",140,1,1000,2000,1,1,True,False
284,"SE_MIX_KAKUSEI","se",139,1,1000,2000,1,1,True,False
285,"SE_MIX_RIGHT_FRAME_FLASH","se",160,1,1000,2000,1,1,True,False
286,"SE_MIX_RIGHT_PANEL_FLASH","se",161,1,1000,2000,1,1,True,False
287,"SE_MIX_BAR_FLASH","se",153,1,1000,2000,1,1,True,False
288,"SE_MIX_LEFT_PANEL_FLASH","se",158,1,1000,2000,1,1,True,False
289,"SE_MIX_LEFT_LINE_PARTICLE","se",157,1,1000,2000,1,1,True,False
290,"SE_MIX_COMPLETION_SHOW","se",154,1,1000,2000,1,1,True,False
291,"SE_MIX_COMPLETION_VANISH","se",155,1,1000,2000,1,1,True,False
292,"SE_MIX_LEVEL_UP_NEW","se",159,1,1000,2000,0,0.3,True,False
293,"SE_MIX_AWAKE_SHOW","se",142,1,1000,2000,1,1,True,False
294,"SE_MIX_AWAKE_VANISH","se",152,1,1000,2000,1,1,True,False
295,"SE_MIX_WINDOW_DOWN","se",736,1,1000,2000,1,1,True,False
296,"SE_MIX_WINDOW_UP","se",737,1,1000,2000,1,1,True,False
297,"SE_MIX_LOG_LEVELUP","se",732,1,1000,2000,0,0.3,True,False
298,"SE_MIX_RECORD_BAR","se",868,1,1000,2000,1,1,True,False
299,"SE_MIX_EXP_BAR","se",739,1,1000,2000,1,1,True,False
300,"SE_MIX_START","se",141,1,1000,2000,1,1,True,False
301,"SE_MIX_FINISH","se",197,1,1000,2000,1,1,True,False
302,"SE_MIX_UPPERLIMIT_AWAKE_SHOW","se",142,1,1000,2000,1,1,True,False
303,"SE_MIX_UPPERLIMIT_AWAKE_VANISH","se",152,1,1000,2000,1,1,True,False
305,"SE_LEADER_SHOW","se",461,1,1000,2000,1,1,True,False
306,"SE_LEADER_GAUGE_UP","se",460,1,1000,2000,1,1,True,False
307,"SE_LEADER_COUNT_UP_LOOP","se",399,0.6,1000,2000,1,1,True,True
308,"SE_LEADER_GAUGE_FLASH","se",458,1,1000,2000,1,1,True,False
309,"SE_LEADER_GAUGE_FLASH_MAX","se",459,1,1000,2000,1,1,True,False
311,"SE_GASHA_CARD_SORT","se",180,1,1000,2000,1,1,True,False
312,"SE_GASHA_RARITY_UP","se",181,1,1000,2000,1,1,True,False
313,"SE_GASHA_SHUFFLE","se",182,1,1000,2000,1,1,True,False
314,"SE_GASHA_STONE_CHANGE_NORMAL","se",183,1,1000,2000,1,1,True,False
315,"SE_GASHA_STONE_CHANGE_RARE","se",184,1,1000,2000,1,1,True,False
316,"SE_GASHA_TAP_LOG","se",185,1,1000,2000,1,1,True,False
317,"SE_GASHA_TIMER","se",186,1,1000,2000,1,1,True,False
318,"SE_GASHA_YUICHANCE_NO","se",187,1,1000,2000,1,1,True,False
319,"SE_GASHA_YUICHANCE_START","se",188,1,1000,2000,1,1,True,False
320,"SE_GASHA_YUICHANCE_YES","se",189,1,1000,2000,1,1,True,False
321,"SE_GASHA_RARE_CUTIN_01","se",1032,1,1000,2000,1,1,True,False
322,"SE_GASHA_RARE_CUTIN_02","se",1033,1,1000,2000,1,1,True,False
323,"SE_GASHA_RARE_CUTIN_03","se",1034,1,1000,2000,1,1,True,False
325,"SE_BTL_ACCELERRATION","se",722,1,1000,2000,1,1,True,False
326,"SE_BTL_TOUCH_LOOP","se",723,1,1000,2000,1,1,True,True
327,"SE_BTL_TOUCH_START","se",724,1,1000,2000,1,1,True,False
328,"SE_BTL_SKILL_AVAILABLE","se",725,1,1000,2000,1,1,True,False
329,"SE_BTL_COMBO_GREEN","se",810,1,1000,2000,1,1,True,False
330,"SE_BTL_COMBO_YELLOW","se",812,1,1000,2000,1,1,True,False
331,"SE_BTL_COMBO_RED","se",811,1,1000,2000,1,1,True,False
332,"SE_BTL_CHARA_INTRODUCE","se",813,0.2,1000,2000,1,1,True,False
333,"SE_BTL_WARN_01","se",860,1,1000,2000,1,1,True,False
334,"SE_BTL_WARN_02","se",861,1,1000,2000,1,1,True,False
335,"SE_BTL_WARN_03","se",862,1,1000,2000,1,1,True,False
336,"SE_BTL_SKILL_SYNC_OCCUR","se",725,1,1000,2000,1,1,True,False
337,"SE_BTL_SKILL_FRIEND_OCCUR","se",725,1,1000,2000,1,1,True,False
338,"SE_BTL_GET_TREASURE_BOX_01","se",814,1,1000,2000,1,1,True,False
339,"SE_BTL_GET_TREASURE_BOX_02","se",815,1,1000,2000,1,1,True,False
340,"SE_BTL_GET_TREASURE_BOX_03","se",816,1,1000,2000,1,1,True,False
341,"SE_BTL_COUNTDOWN","se",859,1,1000,2000,1,1,True,False
343,"SE_SYS_BTL_ACCELERRATION","se",722,1,1000,2000,1,1,True,False
344,"SE_SYS_BTL_TOUCH_LOOP","se",723,0.6,1000,2000,1,1,True,True
345,"SE_SYS_BTL_TOUCH_START","se",724,0.8,1000,2000,1,1,True,False
346,"SE_SYS_BTL_SKILL_AVAILABLE","se",725,1,1000,2000,1,1,True,False
347,"SE_SYS_BTL_COMBO_GREEN","se",810,1,1000,2000,1,1,True,False
348,"SE_SYS_BTL_COMBO_YELLOW","se",812,1,1000,2000,1,1,True,False
349,"SE_SYS_BTL_COMBO_RED","se",811,1,1000,2000,1,1,True,False
