// BossAttackId,Name,AttackCoef,FlipDamage,DownDamage,PoisonIncidence,SealedIncidence,QuestionIncidence,ReduceMaxHpIncidence,BurningIncidence,Quake,CanParry,KnockBack,KnockBackG,ForwardKnockBack,AttackType,PhysicsAttr,MagicAttr,SpellBlast,HitSe,WeakSe,ResistSe
42,"ファフニール攻撃３５_反転2",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
43,"ファフニール攻撃３６_地上ブレス始動用3",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
44,"ファフニール攻撃３７_連続ブレス",1,50,1000,0,0,0,0,0,False,False,12,6,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
45,"ファフニール攻撃３８_連続ブレス2",1,50,1000,0,0,0,0,0,False,False,12,6,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
46,"ヴィゾーヴニル攻撃１0_近距離噛みつき",0.8,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
47,"ヴィゾーヴニル攻撃１１_尻尾背後攻撃",1,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
48,"ヴィゾーヴニル攻撃１２_咆哮1",1,50,1000,0,20,0,0,0,False,False,8,4,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
49,"ヴィゾーヴニル攻撃１３_咆哮2",1,50,1000,0,50,0,0,0,False,False,8,4,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
50,"ヴィゾーヴニル攻撃１４_地上ブレス",1,50,1000,0,20,0,0,0,False,False,8,4,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
51,"ヴィゾーヴニル攻撃１５_地上走り1",1.5,50,1000,0,0,30,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
52,"ヴィゾーヴニル攻撃１６_地上ブレス始動用",1,50,1000,0,20,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
53,"ヴィゾーヴニル攻撃１７_左ステップ",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
54,"ヴィゾーヴニル攻撃１８_右ステップ",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
55,"ヴィゾーヴニル攻撃１９_地上ブレス始動用2",1,50,1000,0,20,0,0,0,False,False,8,4,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
56,"ヴィゾーヴニル攻撃２０_地上ブレス2",1,50,1000,0,20,0,0,0,False,False,8,4,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
57,"ヴィゾーヴニル攻撃２１_地上ブレス3",1,50,1000,0,20,0,0,0,False,False,8,4,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
58,"ヴィゾーヴニル攻撃２２_地上ブレス4",1,50,1000,0,20,0,0,0,False,False,8,4,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
59,"ヴィゾーヴニル攻撃２３_地上走り2",1.2,50,1000,0,0,30,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
60,"ヴィゾーヴニル攻撃２４_マルチ吹き飛ばし",0,1000,0,0,0,0,0,0,False,False,10,10,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
61,"ヴィゾーヴニル攻撃２５_離陸",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
62,"ヴィゾーヴニル攻撃２６_突進",1,50,1000,0,0,10,0,0,False,True,10,5,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
63,"ヴィゾーヴニル攻撃２７_着陸",1.2,50,1000,0,0,0,0,0,True,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
64,"ヴィゾーヴニル攻撃２８_離陸2",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
65,"ヴィゾーヴニル攻撃２９_突進2＆ブレス",1,50,1000,0,10,10,0,0,False,False,10,5,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
66,"ヴィゾーヴニル攻撃３０_着陸2",1.2,50,1000,0,0,0,0,0,True,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
67,"ヴィゾーヴニル攻撃３１_反転",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
68,"ヴィゾーヴニル攻撃３２_離陸3",1.2,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
69,"ヴィゾーヴニル攻撃３３_ブレス",1,50,1000,0,20,0,0,0,False,False,12,6,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
70,"ヴィゾーヴニル攻撃３４_着陸3",1.2,50,1000,0,0,0,0,0,True,False,12,6,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
71,"ヴィゾーヴニル攻撃３５_反転2",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
72,"ヴィゾーヴニル攻撃３６_地上ブレス始動用3",1,50,1000,0,20,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
73,"ヴィゾーヴニル攻撃３７_連続ブレス",1,50,1000,0,20,0,0,0,False,False,12,6,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
74,"ヴィゾーヴニル攻撃３８_連続ブレス2",1,50,1000,0,20,0,0,0,False,False,12,6,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
75,"ヴィゾーヴニル攻撃３９_バフ",1,50,1000,0,0,0,0,0,False,False,12,6,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
76,"ヴィゾーヴニル攻撃４０_ブレス打ち上げ",1,50,1000,0,20,0,0,0,False,False,12,6,False,1,0,6,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
77,"クン・リンドルム攻撃０９_尻尾背後攻撃",1,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
78,"クン・リンドルム攻撃１0_近距離噛みつき",0.8,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
79,"クン・リンドルム攻撃１１_尻尾背後攻撃",1,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
80,"クン・リンドルム攻撃１２_咆哮1",1,50,1000,0,0,0,0,0,False,False,8,4,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
81,"クン・リンドルム攻撃１３_咆哮2(火炎汎用）",1,50,1000,0,0,0,0,0,False,False,8,4,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
82,"クン・リンドルム攻撃１４_地上ブレス",1,50,1000,0,0,0,0,0,False,False,8,4,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
83,"クン・リンドルム攻撃１５_地上走り1",1.5,50,1000,0,0,30,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
84,"クン・リンドルム攻撃１６_地上ブレス始動用",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
85,"クン・リンドルム攻撃１７_左ステップ",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
86,"クン・リンドルム攻撃１８_右ステップ",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
87,"クン・リンドルム攻撃１９_地上ブレス始動用2",1,50,1000,0,0,0,0,0,False,False,8,4,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
88,"クン・リンドルム攻撃２０_地上ブレス2",1,50,1000,0,0,0,0,0,False,False,8,4,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
89,"クン・リンドルム攻撃２１_地上ブレス3",1,50,1000,0,0,0,0,0,False,False,8,4,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
90,"クン・リンドルム攻撃２２_地上ブレス4",1,50,1000,0,0,0,0,0,False,False,8,4,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
91,"クン・リンドルム攻撃２３_地上走り2",1.2,50,1000,0,0,30,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
92,"クン・リンドルム攻撃２４_マルチ吹き飛ばし",0,1000,0,0,0,0,0,0,False,False,10,5,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
93,"クン・リンドルム攻撃２５_離陸",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
94,"クン・リンドルム攻撃２６_突進",1,50,1000,0,0,0,0,0,False,True,10,5,False,0,2,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
95,"クン・リンドルム攻撃２７_着陸",1.2,50,1000,0,0,0,0,0,True,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
96,"クン・リンドルム攻撃２８_離陸2",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
97,"クン・リンドルム攻撃２９_突進2＆ブレス",1,50,1000,0,0,0,0,0,False,False,10,5,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
98,"クン・リンドルム攻撃３０_着陸2",1.2,50,1000,0,0,0,0,0,True,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
99,"クン・リンドルム攻撃３１_反転",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
100,"クン・リンドルム攻撃３２_離陸3",1.2,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
101,"クン・リンドルム攻撃３３_ブレス",1,50,1000,0,0,0,0,0,False,False,12,6,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
102,"クン・リンドルム攻撃３４_着陸3",1.2,50,1000,0,0,0,0,0,True,False,12,6,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
103,"クン・リンドルム攻撃３５_反転2",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
104,"クン・リンドルム攻撃３６_地上ブレス始動用3",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
105,"クン・リンドルム攻撃３７_連続ブレス",1,50,1000,0,0,0,0,0,False,False,12,6,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
106,"クン・リンドルム攻撃３８_連続ブレス2",1,50,1000,0,0,0,0,0,False,False,12,6,False,1,0,1,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
107,"ヒルディスヴィーニ攻撃1_叩き潰す",0.8,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
108,"ヒルディスヴィーニ攻撃2_ロケットパンチ（左＞右）",1,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
109,"ヒルディスヴィーニ攻撃3_回転攻撃",1,50,500,0,0,20,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
110,"ヒルディスヴィーニ攻撃4_岩石落とし",1.2,50,1000,0,0,0,0,0,True,False,8,4,False,1,0,4,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
111,"ヒルディスヴィーニ攻撃5_アースブレス",1,50,1000,0,0,0,0,0,False,False,8,4,False,1,0,4,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
112,"ヒルディスヴィーニ攻撃6a_目の前にパンチ（左＞右）",1,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
113,"ヒルディスヴィーニ攻撃6b_目の前にパンチ乱打",1,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
114,"ヒルディスヴィーニ攻撃7_岩石落とし2",1.2,50,1000,0,0,0,0,0,True,False,8,4,False,1,0,4,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
115,"ヒルディスヴィーニ攻撃8_パンチコンボ始動",1,50,1000,0,0,0,0,0,False,True,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
116,"ヒルディスヴィーニ攻撃10_左ステップ",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
117,"ヒルディスヴィーニ攻撃11_右ステップ",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
118,"ヒルディスヴィーニ攻撃12_召喚",1,50,1000,0,0,0,0,0,False,False,0,0,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
119,"ヒルディスヴィーニ攻撃13_バックステップ",1,50,1000,0,0,0,0,0,False,False,8,4,False,0,2,0,False,"SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01","SE_BTL_CHR_SLASH_HIT_01"
